,support,itemsets,length
1246,0.009564801530368245,"frozenset({'see', 'uses', 'torch', 'none', 'type'})",5
1238,0.009564801530368245,"frozenset({'tensor', 'see', 'set_default_tensor_type', 'none', 'type'})",5
1245,0.009564801530368245,"frozenset({'tensor', 'see', 'uses', 'none', 'type'})",5
1244,0.009564801530368245,"frozenset({'tensor', 'see', 'uses', 'torch', 'none'})",5
1243,0.009564801530368245,"frozenset({'tensor', 'see', 'torch', 'none', 'type'})",5
1242,0.009564801530368245,"frozenset({'see', 'uses', 'set_default_tensor_type', 'none', 'type'})",5
1630,0.009564801530368245,"frozenset({'tensor', 'uses', 'SOME_DTYPE', 'set_default_tensor_type', 'torch', 'default', 'none', 'type'})",8
1240,0.009564801530368245,"frozenset({'see', 'set_default_tensor_type', 'torch', 'none', 'type'})",5
1239,0.009564801530368245,"frozenset({'tensor', 'see', 'uses', 'set_default_tensor_type', 'none'})",5
1142,0.009564801530368245,"frozenset({'current', 'set_default_tensor_type', 'torch', 'default', 'type'})",5
1558,0.009564801530368245,"frozenset({'tensor', 'uses', 'SOME_DTYPE', 'set_default_tensor_type', 'torch', 'none', 'type'})",7
1140,0.009564801530368245,"frozenset({'current', 'tensor', 'set_default_tensor_type', 'default', 'type'})",5
1045,0.009564801530368245,"frozenset({'SOME_DTYPE', 'set_default_tensor_type', 'default', 'torch', 'none'})",5
1043,0.009564801530368245,"frozenset({'see', 'uses', 'SOME_DTYPE', 'default', 'none'})",5
1042,0.009564801530368245,"frozenset({'see', 'SOME_DTYPE', 'default', 'none', 'type'})",5
1041,0.009564801530368245,"frozenset({'see', 'SOME_DTYPE', 'default', 'torch', 'none'})",5
1040,0.009564801530368245,"frozenset({'tensor', 'see', 'SOME_DTYPE', 'default', 'none'})",5
1039,0.009564801530368245,"frozenset({'see', 'SOME_DTYPE', 'set_default_tensor_type', 'default', 'none'})",5
1037,0.009564801530368245,"frozenset({'current', 'uses', 'SOME_DTYPE', 'torch', 'type'})",5
1036,0.009564801530368245,"frozenset({'current', 'tensor', 'uses', 'SOME_DTYPE', 'type'})",5
1035,0.009564801530368245,"frozenset({'current', 'tensor', 'uses', 'SOME_DTYPE', 'torch'})",5
1034,0.009564801530368245,"frozenset({'current', 'tensor', 'SOME_DTYPE', 'torch', 'type'})",5
1033,0.009564801530368245,"frozenset({'current', 'uses', 'SOME_DTYPE', 'set_default_tensor_type', 'type'})",5
1648,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'uses', 'SOME_DTYPE', 'set_default_tensor_type', 'torch', 'default', 'type'})",9
1032,0.009564801530368245,"frozenset({'current', 'uses', 'SOME_DTYPE', 'set_default_tensor_type', 'torch'})",5
1649,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'uses', 'SOME_DTYPE', 'set_default_tensor_type', 'torch', 'none', 'type'})",9
1031,0.009564801530368245,"frozenset({'current', 'SOME_DTYPE', 'set_default_tensor_type', 'torch', 'type'})",5
1030,0.009564801530368245,"frozenset({'current', 'tensor', 'uses', 'SOME_DTYPE', 'set_default_tensor_type'})",5
1029,0.009564801530368245,"frozenset({'current', 'tensor', 'SOME_DTYPE', 'set_default_tensor_type', 'type'})",5
1028,0.009564801530368245,"frozenset({'current', 'tensor', 'SOME_DTYPE', 'set_default_tensor_type', 'torch'})",5
1044,0.009564801530368245,"frozenset({'tensor', 'SOME_DTYPE', 'set_default_tensor_type', 'default', 'none'})",5
1046,0.009564801530368245,"frozenset({'SOME_DTYPE', 'set_default_tensor_type', 'default', 'none', 'type'})",5
1064,0.009564801530368245,"frozenset({'tensor', 'SOME_DTYPE', 'set_default_tensor_type', 'torch', 'default'})",5
1047,0.009564801530368245,"frozenset({'uses', 'SOME_DTYPE', 'set_default_tensor_type', 'default', 'none'})",5
1646,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'uses', 'SOME_DTYPE', 'torch', 'default', 'none', 'type'})",9
1062,0.009564801530368245,"frozenset({'see', 'uses', 'SOME_DTYPE', 'default', 'torch'})",5
1061,0.009564801530368245,"frozenset({'see', 'SOME_DTYPE', 'default', 'torch', 'type'})",5
1060,0.009564801530368245,"frozenset({'tensor', 'see', 'uses', 'SOME_DTYPE', 'default'})",5
1059,0.009564801530368245,"frozenset({'tensor', 'see', 'SOME_DTYPE', 'default', 'type'})",5
1058,0.009564801530368245,"frozenset({'tensor', 'see', 'SOME_DTYPE', 'default', 'torch'})",5
1647,0.009564801530368245,"frozenset({'current', 'tensor', 'uses', 'SOME_DTYPE', 'set_default_tensor_type', 'torch', 'default', 'none', 'type'})",9
1057,0.009564801530368245,"frozenset({'see', 'uses', 'SOME_DTYPE', 'set_default_tensor_type', 'default'})",5
1056,0.009564801530368245,"frozenset({'see', 'SOME_DTYPE', 'set_default_tensor_type', 'default', 'type'})",5
1055,0.009564801530368245,"frozenset({'see', 'SOME_DTYPE', 'set_default_tensor_type', 'torch', 'default'})",5
1054,0.009564801530368245,"frozenset({'tensor', 'see', 'SOME_DTYPE', 'set_default_tensor_type', 'default'})",5
1053,0.009564801530368245,"frozenset({'uses', 'SOME_DTYPE', 'default', 'none', 'type'})",5
1052,0.009564801530368245,"frozenset({'uses', 'SOME_DTYPE', 'torch', 'default', 'none'})",5
1051,0.009564801530368245,"frozenset({'SOME_DTYPE', 'torch', 'default', 'none', 'type'})",5
1050,0.009564801530368245,"frozenset({'tensor', 'uses', 'SOME_DTYPE', 'default', 'none'})",5
1049,0.009564801530368245,"frozenset({'tensor', 'SOME_DTYPE', 'default', 'none', 'type'})",5
1048,0.009564801530368245,"frozenset({'tensor', 'SOME_DTYPE', 'torch', 'default', 'none'})",5
1650,0.009564801530368245,"frozenset({'tensor', 'see', 'uses', 'SOME_DTYPE', 'set_default_tensor_type', 'torch', 'default', 'none', 'type'})",9
1027,0.009564801530368245,"frozenset({'current', 'see', 'uses', 'SOME_DTYPE', 'type'})",5
1026,0.009564801530368245,"frozenset({'current', 'see', 'uses', 'SOME_DTYPE', 'torch'})",5
1025,0.009564801530368245,"frozenset({'current', 'see', 'SOME_DTYPE', 'torch', 'type'})",5
1005,0.009564801530368245,"frozenset({'current', 'see', 'SOME_DTYPE', 'torch', 'none'})",5
1004,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'SOME_DTYPE', 'none'})",5
1003,0.009564801530368245,"frozenset({'current', 'see', 'SOME_DTYPE', 'set_default_tensor_type', 'none'})",5
1002,0.009564801530368245,"frozenset({'current', 'uses', 'SOME_DTYPE', 'default', 'type'})",5
1001,0.009564801530368245,"frozenset({'current', 'uses', 'SOME_DTYPE', 'default', 'torch'})",5
1000,0.009564801530368245,"frozenset({'current', 'SOME_DTYPE', 'torch', 'default', 'type'})",5
999,0.009564801530368245,"frozenset({'current', 'tensor', 'uses', 'SOME_DTYPE', 'default'})",5
998,0.009564801530368245,"frozenset({'current', 'tensor', 'SOME_DTYPE', 'default', 'type'})",5
997,0.009564801530368245,"frozenset({'current', 'tensor', 'SOME_DTYPE', 'torch', 'default'})",5
996,0.009564801530368245,"frozenset({'current', 'uses', 'SOME_DTYPE', 'set_default_tensor_type', 'default'})",5
995,0.009564801530368245,"frozenset({'current', 'SOME_DTYPE', 'set_default_tensor_type', 'default', 'type'})",5
994,0.009564801530368245,"frozenset({'current', 'SOME_DTYPE', 'set_default_tensor_type', 'default', 'torch'})",5
993,0.009564801530368245,"frozenset({'current', 'tensor', 'SOME_DTYPE', 'set_default_tensor_type', 'default'})",5
992,0.009564801530368245,"frozenset({'current', 'see', 'uses', 'SOME_DTYPE', 'default'})",5
991,0.009564801530368245,"frozenset({'current', 'see', 'SOME_DTYPE', 'default', 'type'})",5
990,0.009564801530368245,"frozenset({'current', 'see', 'SOME_DTYPE', 'torch', 'default'})",5
989,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'SOME_DTYPE', 'default'})",5
1006,0.009564801530368245,"frozenset({'current', 'see', 'SOME_DTYPE', 'none', 'type'})",5
1007,0.009564801530368245,"frozenset({'current', 'see', 'uses', 'SOME_DTYPE', 'none'})",5
1008,0.009564801530368245,"frozenset({'current', 'tensor', 'SOME_DTYPE', 'set_default_tensor_type', 'none'})",5
1018,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'SOME_DTYPE', 'set_default_tensor_type'})",5
1024,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'uses', 'SOME_DTYPE'})",5
1023,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'SOME_DTYPE', 'type'})",5
1651,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'uses', 'set_default_tensor_type', 'torch', 'default', 'none', 'type'})",9
1022,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'SOME_DTYPE', 'torch'})",5
1021,0.009564801530368245,"frozenset({'current', 'see', 'uses', 'SOME_DTYPE', 'set_default_tensor_type'})",5
1020,0.009564801530368245,"frozenset({'current', 'see', 'SOME_DTYPE', 'set_default_tensor_type', 'type'})",5
1019,0.009564801530368245,"frozenset({'current', 'see', 'SOME_DTYPE', 'set_default_tensor_type', 'torch'})",5
1017,0.009564801530368245,"frozenset({'current', 'uses', 'SOME_DTYPE', 'none', 'type'})",5
1009,0.009564801530368245,"frozenset({'current', 'SOME_DTYPE', 'set_default_tensor_type', 'torch', 'none'})",5
1016,0.009564801530368245,"frozenset({'current', 'uses', 'SOME_DTYPE', 'torch', 'none'})",5
1015,0.009564801530368245,"frozenset({'current', 'SOME_DTYPE', 'torch', 'none', 'type'})",5
1014,0.009564801530368245,"frozenset({'current', 'tensor', 'uses', 'SOME_DTYPE', 'none'})",5
1013,0.009564801530368245,"frozenset({'current', 'tensor', 'SOME_DTYPE', 'none', 'type'})",5
1012,0.009564801530368245,"frozenset({'current', 'tensor', 'SOME_DTYPE', 'torch', 'none'})",5
1011,0.009564801530368245,"frozenset({'current', 'uses', 'SOME_DTYPE', 'set_default_tensor_type', 'none'})",5
1010,0.009564801530368245,"frozenset({'current', 'SOME_DTYPE', 'set_default_tensor_type', 'none', 'type'})",5
1063,0.009564801530368245,"frozenset({'see', 'uses', 'SOME_DTYPE', 'default', 'type'})",5
1065,0.009564801530368245,"frozenset({'tensor', 'SOME_DTYPE', 'set_default_tensor_type', 'default', 'type'})",5
1139,0.009564801530368245,"frozenset({'current', 'tensor', 'set_default_tensor_type', 'torch', 'default'})",5
1120,0.009564801530368245,"frozenset({'current', 'set_default_tensor_type', 'default', 'torch', 'none'})",5
1118,0.009564801530368245,"frozenset({'current', 'see', 'uses', 'default', 'none'})",5
1117,0.009564801530368245,"frozenset({'current', 'see', 'default', 'none', 'type'})",5
1116,0.009564801530368245,"frozenset({'current', 'see', 'torch', 'default', 'none'})",5
1115,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'default', 'none'})",5
1114,0.009564801530368245,"frozenset({'current', 'see', 'set_default_tensor_type', 'default', 'none'})",5
1112,0.009564801530368245,"frozenset({'current', 'tensor', 'types', 'cpu', 'cuda'})",5
1108,0.009564801530368245,"frozenset({'tensor', 'uses', 'SOME_DTYPE', 'torch', 'type'})",5
1107,0.009564801530368245,"frozenset({'uses', 'SOME_DTYPE', 'set_default_tensor_type', 'torch', 'type'})",5
1106,0.009564801530368245,"frozenset({'tensor', 'uses', 'SOME_DTYPE', 'set_default_tensor_type', 'type'})",5
1105,0.009564801530368245,"frozenset({'tensor', 'uses', 'SOME_DTYPE', 'set_default_tensor_type', 'torch'})",5
1104,0.009564801530368245,"frozenset({'tensor', 'SOME_DTYPE', 'set_default_tensor_type', 'torch', 'type'})",5
1103,0.009564801530368245,"frozenset({'see', 'uses', 'SOME_DTYPE', 'torch', 'type'})",5
1102,0.009564801530368245,"frozenset({'tensor', 'see', 'uses', 'SOME_DTYPE', 'type'})",5
1101,0.009564801530368245,"frozenset({'tensor', 'see', 'uses', 'SOME_DTYPE', 'torch'})",5
1100,0.009564801530368245,"frozenset({'tensor', 'see', 'SOME_DTYPE', 'torch', 'type'})",5
1099,0.009564801530368245,"frozenset({'see', 'uses', 'SOME_DTYPE', 'set_default_tensor_type', 'type'})",5
1098,0.009564801530368245,"frozenset({'see', 'uses', 'SOME_DTYPE', 'set_default_tensor_type', 'torch'})",5
1119,0.009564801530368245,"frozenset({'current', 'tensor', 'set_default_tensor_type', 'default', 'none'})",5
1121,0.009564801530368245,"frozenset({'current', 'set_default_tensor_type', 'default', 'none', 'type'})",5
1066,0.009564801530368245,"frozenset({'tensor', 'uses', 'SOME_DTYPE', 'set_default_tensor_type', 'default'})",5
1122,0.009564801530368245,"frozenset({'current', 'uses', 'set_default_tensor_type', 'default', 'none'})",5
1138,0.009564801530368245,"frozenset({'current', 'see', 'uses', 'default', 'type'})",5
1137,0.009564801530368245,"frozenset({'current', 'see', 'uses', 'torch', 'default'})",5
1136,0.009564801530368245,"frozenset({'current', 'see', 'torch', 'default', 'type'})",5
1135,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'uses', 'default'})",5
1134,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'default', 'type'})",5
1133,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'torch', 'default'})",5
1132,0.009564801530368245,"frozenset({'current', 'see', 'uses', 'set_default_tensor_type', 'default'})",5
1131,0.009564801530368245,"frozenset({'current', 'see', 'set_default_tensor_type', 'default', 'type'})",5
1130,0.009564801530368245,"frozenset({'current', 'see', 'set_default_tensor_type', 'torch', 'default'})",5
1129,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'set_default_tensor_type', 'default'})",5
1128,0.009564801530368245,"frozenset({'current', 'uses', 'default', 'none', 'type'})",5
1127,0.009564801530368245,"frozenset({'current', 'uses', 'torch', 'default', 'none'})",5
1625,0.009564801530368245,"frozenset({'tensor', 'see', 'SOME_DTYPE', 'set_default_tensor_type', 'torch', 'default', 'none', 'type'})",8
1126,0.009564801530368245,"frozenset({'current', 'torch', 'default', 'none', 'type'})",5
1125,0.009564801530368245,"frozenset({'current', 'tensor', 'uses', 'default', 'none'})",5
1124,0.009564801530368245,"frozenset({'current', 'tensor', 'default', 'none', 'type'})",5
1123,0.009564801530368245,"frozenset({'current', 'tensor', 'torch', 'default', 'none'})",5
1097,0.009564801530368245,"frozenset({'see', 'SOME_DTYPE', 'set_default_tensor_type', 'torch', 'type'})",5
1096,0.009564801530368245,"frozenset({'tensor', 'see', 'uses', 'SOME_DTYPE', 'set_default_tensor_type'})",5
1095,0.009564801530368245,"frozenset({'tensor', 'see', 'SOME_DTYPE', 'set_default_tensor_type', 'type'})",5
1094,0.009564801530368245,"frozenset({'tensor', 'see', 'SOME_DTYPE', 'set_default_tensor_type', 'torch'})",5
1642,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'SOME_DTYPE', 'set_default_tensor_type', 'torch', 'default', 'none', 'type'})",9
1079,0.009564801530368245,"frozenset({'tensor', 'see', 'SOME_DTYPE', 'none', 'type'})",5
1078,0.009564801530368245,"frozenset({'tensor', 'see', 'SOME_DTYPE', 'torch', 'none'})",5
1077,0.009564801530368245,"frozenset({'see', 'uses', 'SOME_DTYPE', 'set_default_tensor_type', 'none'})",5
1076,0.009564801530368245,"frozenset({'see', 'SOME_DTYPE', 'set_default_tensor_type', 'none', 'type'})",5
1075,0.009564801530368245,"frozenset({'see', 'SOME_DTYPE', 'set_default_tensor_type', 'torch', 'none'})",5
1643,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'uses', 'SOME_DTYPE', 'set_default_tensor_type', 'torch', 'default', 'none'})",9
1074,0.009564801530368245,"frozenset({'tensor', 'see', 'SOME_DTYPE', 'set_default_tensor_type', 'none'})",5
1073,0.009564801530368245,"frozenset({'uses', 'SOME_DTYPE', 'torch', 'default', 'type'})",5
1644,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'uses', 'SOME_DTYPE', 'set_default_tensor_type', 'default', 'none', 'type'})",9
1072,0.009564801530368245,"frozenset({'tensor', 'uses', 'SOME_DTYPE', 'default', 'type'})",5
1645,0.009564801530368245,"frozenset({'current', 'see', 'uses', 'SOME_DTYPE', 'set_default_tensor_type', 'torch', 'default', 'none', 'type'})",9
1071,0.009564801530368245,"frozenset({'tensor', 'uses', 'SOME_DTYPE', 'torch', 'default'})",5
1070,0.009564801530368245,"frozenset({'tensor', 'SOME_DTYPE', 'torch', 'default', 'type'})",5
1069,0.009564801530368245,"frozenset({'uses', 'SOME_DTYPE', 'set_default_tensor_type', 'default', 'type'})",5
1068,0.009564801530368245,"frozenset({'uses', 'SOME_DTYPE', 'set_default_tensor_type', 'default', 'torch'})",5
1067,0.009564801530368245,"frozenset({'SOME_DTYPE', 'set_default_tensor_type', 'torch', 'default', 'type'})",5
1080,0.009564801530368245,"frozenset({'tensor', 'see', 'uses', 'SOME_DTYPE', 'none'})",5
1641,0.009564801530368245,"frozenset({'tensor', 'see', 'uses', 'set_default_tensor_type', 'torch', 'default', 'none', 'type'})",8
1081,0.009564801530368245,"frozenset({'see', 'SOME_DTYPE', 'torch', 'none', 'type'})",5
1090,0.009564801530368245,"frozenset({'tensor', 'SOME_DTYPE', 'torch', 'none', 'type'})",5
1636,0.009564801530368245,"frozenset({'current', 'see', 'uses', 'set_default_tensor_type', 'torch', 'default', 'none', 'type'})",8
1637,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'uses', 'torch', 'default', 'none', 'type'})",8
1638,0.009564801530368245,"frozenset({'current', 'tensor', 'uses', 'set_default_tensor_type', 'torch', 'default', 'none', 'type'})",8
1639,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'uses', 'set_default_tensor_type', 'torch', 'default', 'type'})",8
1093,0.009564801530368245,"frozenset({'uses', 'SOME_DTYPE', 'torch', 'none', 'type'})",5
1092,0.009564801530368245,"frozenset({'tensor', 'uses', 'SOME_DTYPE', 'none', 'type'})",5
1091,0.009564801530368245,"frozenset({'tensor', 'uses', 'SOME_DTYPE', 'torch', 'none'})",5
1089,0.009564801530368245,"frozenset({'uses', 'SOME_DTYPE', 'set_default_tensor_type', 'none', 'type'})",5
1640,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'uses', 'set_default_tensor_type', 'torch', 'none', 'type'})",8
1088,0.009564801530368245,"frozenset({'uses', 'SOME_DTYPE', 'set_default_tensor_type', 'torch', 'none'})",5
1087,0.009564801530368245,"frozenset({'SOME_DTYPE', 'set_default_tensor_type', 'torch', 'none', 'type'})",5
1086,0.009564801530368245,"frozenset({'tensor', 'uses', 'SOME_DTYPE', 'set_default_tensor_type', 'none'})",5
1085,0.009564801530368245,"frozenset({'tensor', 'SOME_DTYPE', 'set_default_tensor_type', 'none', 'type'})",5
1084,0.009564801530368245,"frozenset({'tensor', 'SOME_DTYPE', 'set_default_tensor_type', 'torch', 'none'})",5
1083,0.009564801530368245,"frozenset({'see', 'uses', 'SOME_DTYPE', 'none', 'type'})",5
1082,0.009564801530368245,"frozenset({'see', 'uses', 'SOME_DTYPE', 'torch', 'none'})",5
1293,0.009564801530368245,"frozenset({'current', 'tensor', 'uses', 'SOME_DTYPE', 'default', 'type'})",6
1306,0.009564801530368245,"frozenset({'current', 'tensor', 'SOME_DTYPE', 'set_default_tensor_type', 'none', 'type'})",6
1294,0.009564801530368245,"frozenset({'current', 'uses', 'SOME_DTYPE', 'torch', 'default', 'type'})",6
1496,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'SOME_DTYPE', 'set_default_tensor_type', 'torch', 'default'})",7
1479,0.009564801530368245,"frozenset({'current', 'see', 'uses', 'SOME_DTYPE', 'set_default_tensor_type', 'default', 'none'})",7
1478,0.009564801530368245,"frozenset({'current', 'see', 'SOME_DTYPE', 'set_default_tensor_type', 'default', 'none', 'type'})",7
1583,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'uses', 'set_default_tensor_type', 'none', 'type'})",7
1477,0.009564801530368245,"frozenset({'current', 'see', 'SOME_DTYPE', 'set_default_tensor_type', 'torch', 'default', 'none'})",7
1476,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'SOME_DTYPE', 'set_default_tensor_type', 'default', 'none'})",7
1584,0.009564801530368245,"frozenset({'current', 'see', 'uses', 'set_default_tensor_type', 'torch', 'none', 'type'})",7
1475,0.009564801530368245,"frozenset({'tensor', 'see', 'uses', 'set_default_tensor_type', 'torch', 'type'})",6
1474,0.009564801530368245,"frozenset({'tensor', 'uses', 'set_default_tensor_type', 'torch', 'none', 'type'})",6
1473,0.009564801530368245,"frozenset({'tensor', 'see', 'uses', 'torch', 'none', 'type'})",6
1472,0.009564801530368245,"frozenset({'see', 'uses', 'set_default_tensor_type', 'torch', 'none', 'type'})",6
1585,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'uses', 'torch', 'none', 'type'})",7
1471,0.009564801530368245,"frozenset({'tensor', 'see', 'uses', 'set_default_tensor_type', 'none', 'type'})",6
1470,0.009564801530368245,"frozenset({'tensor', 'see', 'uses', 'set_default_tensor_type', 'torch', 'none'})",6
1469,0.009564801530368245,"frozenset({'tensor', 'see', 'set_default_tensor_type', 'torch', 'none', 'type'})",6
1586,0.009564801530368245,"frozenset({'current', 'tensor', 'uses', 'set_default_tensor_type', 'torch', 'none', 'type'})",7
1467,0.009564801530368245,"frozenset({'tensor', 'uses', 'set_default_tensor_type', 'torch', 'default', 'type'})",6
1587,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'uses', 'set_default_tensor_type', 'torch', 'type'})",7
1582,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'uses', 'set_default_tensor_type', 'torch', 'none'})",7
1480,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'SOME_DTYPE', 'torch', 'default', 'none'})",7
1481,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'SOME_DTYPE', 'default', 'none', 'type'})",7
1489,0.009564801530368245,"frozenset({'current', 'SOME_DTYPE', 'set_default_tensor_type', 'torch', 'default', 'none', 'type'})",7
1494,0.009564801530368245,"frozenset({'current', 'tensor', 'uses', 'SOME_DTYPE', 'default', 'none', 'type'})",7
1578,0.009564801530368245,"frozenset({'current', 'see', 'uses', 'set_default_tensor_type', 'torch', 'default', 'type'})",7
1579,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'uses', 'torch', 'default', 'type'})",7
1493,0.009564801530368245,"frozenset({'current', 'tensor', 'uses', 'SOME_DTYPE', 'torch', 'default', 'none'})",7
1492,0.009564801530368245,"frozenset({'current', 'tensor', 'SOME_DTYPE', 'torch', 'default', 'none', 'type'})",7
1491,0.009564801530368245,"frozenset({'current', 'uses', 'SOME_DTYPE', 'set_default_tensor_type', 'default', 'none', 'type'})",7
1490,0.009564801530368245,"frozenset({'current', 'uses', 'SOME_DTYPE', 'set_default_tensor_type', 'torch', 'default', 'none'})",7
1580,0.009564801530368245,"frozenset({'current', 'tensor', 'uses', 'set_default_tensor_type', 'torch', 'default', 'type'})",7
1482,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'uses', 'SOME_DTYPE', 'default', 'none'})",7
1581,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'set_default_tensor_type', 'torch', 'none', 'type'})",7
1488,0.009564801530368245,"frozenset({'current', 'tensor', 'uses', 'SOME_DTYPE', 'set_default_tensor_type', 'default', 'none'})",7
1487,0.009564801530368245,"frozenset({'current', 'tensor', 'SOME_DTYPE', 'set_default_tensor_type', 'default', 'none', 'type'})",7
1486,0.009564801530368245,"frozenset({'current', 'tensor', 'SOME_DTYPE', 'set_default_tensor_type', 'torch', 'default', 'none'})",7
1485,0.009564801530368245,"frozenset({'current', 'see', 'uses', 'SOME_DTYPE', 'default', 'none', 'type'})",7
1484,0.009564801530368245,"frozenset({'current', 'see', 'uses', 'SOME_DTYPE', 'torch', 'default', 'none'})",7
1483,0.009564801530368245,"frozenset({'current', 'see', 'SOME_DTYPE', 'torch', 'default', 'none', 'type'})",7
1589,0.009564801530368245,"frozenset({'tensor', 'see', 'set_default_tensor_type', 'torch', 'default', 'none', 'type'})",7
1590,0.009564801530368245,"frozenset({'tensor', 'see', 'uses', 'set_default_tensor_type', 'torch', 'default', 'none'})",7
1466,0.009564801530368245,"frozenset({'tensor', 'see', 'uses', 'default', 'torch', 'type'})",6
1438,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'uses', 'set_default_tensor_type', 'type'})",6
1449,0.009564801530368245,"frozenset({'tensor', 'see', 'uses', 'set_default_tensor_type', 'default', 'none'})",6
1597,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'SOME_DTYPE', 'set_default_tensor_type', 'torch', 'default', 'none'})",8
1448,0.009564801530368245,"frozenset({'tensor', 'see', 'set_default_tensor_type', 'default', 'none', 'type'})",6
1447,0.009564801530368245,"frozenset({'tensor', 'see', 'set_default_tensor_type', 'default', 'torch', 'none'})",6
1441,0.009564801530368245,"frozenset({'current', 'tensor', 'uses', 'set_default_tensor_type', 'torch', 'type'})",6
1440,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'uses', 'torch', 'type'})",6
1439,0.009564801530368245,"frozenset({'current', 'see', 'uses', 'set_default_tensor_type', 'torch', 'type'})",6
1437,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'uses', 'set_default_tensor_type', 'torch'})",6
1596,0.009564801530368245,"frozenset({'tensor', 'see', 'uses', 'set_default_tensor_type', 'torch', 'none', 'type'})",7
1436,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'set_default_tensor_type', 'torch', 'type'})",6
1435,0.009564801530368245,"frozenset({'current', 'tensor', 'uses', 'torch', 'none', 'type'})",6
1434,0.009564801530368245,"frozenset({'current', 'uses', 'set_default_tensor_type', 'torch', 'none', 'type'})",6
1433,0.009564801530368245,"frozenset({'current', 'tensor', 'uses', 'set_default_tensor_type', 'none', 'type'})",6
1432,0.009564801530368245,"frozenset({'current', 'tensor', 'uses', 'set_default_tensor_type', 'torch', 'none'})",6
1431,0.009564801530368245,"frozenset({'current', 'tensor', 'set_default_tensor_type', 'torch', 'none', 'type'})",6
1430,0.009564801530368245,"frozenset({'current', 'see', 'uses', 'torch', 'none', 'type'})",6
1450,0.009564801530368245,"frozenset({'see', 'set_default_tensor_type', 'torch', 'default', 'none', 'type'})",6
1595,0.009564801530368245,"frozenset({'tensor', 'see', 'uses', 'set_default_tensor_type', 'torch', 'default', 'type'})",7
1465,0.009564801530368245,"frozenset({'see', 'uses', 'set_default_tensor_type', 'torch', 'default', 'type'})",6
1460,0.009564801530368245,"frozenset({'uses', 'set_default_tensor_type', 'torch', 'default', 'none', 'type'})",6
1464,0.009564801530368245,"frozenset({'tensor', 'see', 'uses', 'set_default_tensor_type', 'default', 'type'})",6
1591,0.009564801530368245,"frozenset({'tensor', 'see', 'uses', 'set_default_tensor_type', 'default', 'none', 'type'})",7
1592,0.009564801530368245,"frozenset({'see', 'uses', 'set_default_tensor_type', 'torch', 'default', 'none', 'type'})",7
1463,0.009564801530368245,"frozenset({'tensor', 'see', 'uses', 'set_default_tensor_type', 'default', 'torch'})",6
1462,0.009564801530368245,"frozenset({'tensor', 'see', 'set_default_tensor_type', 'default', 'torch', 'type'})",6
1593,0.009564801530368245,"frozenset({'tensor', 'see', 'uses', 'torch', 'default', 'none', 'type'})",7
1461,0.009564801530368245,"frozenset({'tensor', 'uses', 'default', 'torch', 'none', 'type'})",6
1459,0.009564801530368245,"frozenset({'tensor', 'uses', 'set_default_tensor_type', 'default', 'none', 'type'})",6
1452,0.009564801530368245,"frozenset({'see', 'uses', 'set_default_tensor_type', 'default', 'none', 'type'})",6
1458,0.009564801530368245,"frozenset({'tensor', 'uses', 'set_default_tensor_type', 'torch', 'default', 'none'})",6
1457,0.009564801530368245,"frozenset({'tensor', 'set_default_tensor_type', 'torch', 'default', 'none', 'type'})",6
