idx,freq,sequence,len,cat
499,5,"['specified', 'input', 'tensor', 'casted', 'dtype', 'operation', 'performed']",7,not useful
500,5,"['specified', 'used']",2,not useful
501,5,"['number', 'element']",2,not useful
502,5,"['number', 'classes']",2,not useful
503,5,"['values', 'indices']",2,not useful
504,5,"['torch', 'quint']",2,not useful
505,5,"['set', 'input', 'tensor']",3,not useful
506,5,"['set', 'corner', 'corner', 'pixels']",4,not useful
507,5,"['set', 'value']",2,not useful
508,5,"['set', 'operation']",2,not useful
509,5,"['shape', 'n']",2,shape
510,5,"['shape', 'times']",2,shape
511,5,"['result', 'SOME_STRUCTURE', 'two', 'output', 'tensor']",5,ds
512,5,"['note', 'size_average', 'reduce', 'process', 'deprecated', 'meantime', 'specifying', 'either', 'two', 'args', 'override', 'reduction']",12,complex
513,5,"['python', 'function', 'takes', 'tensor', 'inputs', 'returns', 'tensor', 'tensor']",8,complex
514,5,"['python', 'function', 'takes', 'tensor', 'inputs', 'returns', 'SOME_STRUCTURE', 'tensor']",8,complex
515,5,"['python', 'function', 'takes', 'tensor', 'SOME_STRUCTURE', 'tensor']",6,complex
516,5,"['function', 'function']",2,complex
517,5,"['func', 'tensor']",2,complex
518,5,"['must', 'size']",2,shape
519,5,"['containing', 'SOME_DTYPE']",2,complex
520,5,"['zero', 'dimension']",2,not useful
521,5,"['padding', 'input']",2,not useful
522,5,"['used', 'used']",2,not useful
523,5,"['n', 'n', 'k']",3,not useful
524,5,"['n', 'c', 'c']",3,not useful
525,5,"['n', 'times', 'n']",3,not useful
526,5,"['n', 'm']",2,not useful
527,5,"['n', 'k', 'k']",3,not useful
528,5,"['upper', 'lower', 'triangular']",3,not useful
529,5,"['quantized', 'input']",2,complex
530,5,"['quantized', 'tensor', '_channels']",3,complex
531,5,"['pixels', 'input']",2,not useful
532,5,"['also', 'SOME_STRUCTURE']",2,not useful
533,5,"['one', 'dimension']",2,not useful
534,5,"['one', 'torch']",2,complex
535,5,"['side', 'output']",2,not useful
536,5,"['file', 'like', 'object', 'implement', 'SOME_DTYPE', 'containing', 'file', 'name']",8,dtype
537,5,"['file', 'SOME_DTYPE', 'containing', 'file', 'name']",5,dtype
538,5,"['main', 'diagonal']",2,complex
539,5,"['window', 'function']",2,complex
540,5,"['match', 'size']",2,not useful
541,5,"['nn', 'SOME_DTYPE']",2,complex
542,5,"['hand', 'side']",2,not useful
543,5,"['right', 'hand']",2,not useful
544,5,"['m', 'k']",2,not useful
545,5,"['p', 'norm']",2,not useful
546,5,"['original', 'SOME_DTYPE']",2,complex
547,5,"['maps', 'SOME_DTYPE']",2,ds
548,5,"['quantity', 'parameters']",2,not useful
549,5,"['quantity', 'parameters', 'prune']",3,not useful
550,5,"['parameters', 'SOME_DTYPE']",2,not useful
551,5,"['controls', 'whether', 'return', 'normalized', 'results']",5,dtype
552,5,"['w', 'r']",2,not useful
553,5,"['flattened', 'input']",2,not useful
