,idx,freq,sequence,sentence,api,len,cat,
396,4,63,['dim'],dim,torch.unique_consecutive.yaml,1,int+range,
397,4,63,['dim'],dim,torch.squeeze.yaml,1,int+range,
398,4,63,['dim'],dim,torch.cumsum.yaml,1,int+range,
399,4,63,['dim'],dim,torch.nn.functional.softmax.yaml,1,int+range,
400,4,63,['dim'],dim0,torch.transpose.yaml,1,int+range,
401,4,63,['dim'],dim1,torch.transpose.yaml,1,int+range,
402,4,63,['dim'],dim,torch.gather.yaml,1,int+range,
403,4,63,['dim'],dim,torch.unbind.yaml,1,int+range,
404,4,63,['dim'],dim,torch.cuda.comm.gather.yaml,1,int+range,
405,4,63,['dim'],dim1,torch.diagonal.yaml,1,int+range,
406,4,63,['dim'],dim2,torch.diagonal.yaml,1,int+range,
407,4,63,['dim'],dim,torch.renorm.yaml,1,int+range,
429,5,47,['tensor'],input_tensor_list,torch.distributed.all_gather_multigpu.yaml,1,structure,
430,5,47,['tensor'],output_tensor_lists,torch.distributed.all_gather_multigpu.yaml,1,structure,
448,5,47,['tensor'],dst_tensor,torch.distributed.reduce_multigpu.yaml,1,tensor,^.*?_tensor\w
410,5,47,['tensor'],*tensors,torch.cartesian_prod.yaml,1,,
431,5,47,['tensor'],grad_tensors,torch.autograd.backward.yaml,1,tensor,^.*?_tensor\w
425,5,47,['tensor'],src_tensor,torch.distributed.broadcast_multigpu.yaml,1,tensor,^.*?_tensor\w
411,5,47,['tensor'],tensor,torch.nn.init.eye_.yaml,1,tensor,^.*?_tensor\w
412,5,47,['tensor'],tensor,torch.distributed.all_reduce.yaml,1,tensor,^.*?_tensor\w
413,5,47,['tensor'],tensor,torch.distributed.isend.yaml,1,tensor,^.*?_tensor\w
414,5,47,['tensor'],tensor,torch.nn.init.orthogonal_.yaml,1,tensor,^.*?_tensor\w
415,5,47,['tensor'],tensor,torch.distributed.all_gather.yaml,1,tensor,^.*?_tensor\w
417,5,47,['tensor'],tensor,torch.distributed.gather.yaml,1,tensor,^.*?_tensor\w
419,5,47,['tensor'],tensor,torch.nn.init.xavier_normal_.yaml,1,tensor,^.*?_tensor\w
420,5,47,['tensor'],tensor,torch.split.yaml,1,tensor,^.*?_tensor\w
423,5,47,['tensor'],tensor,torch.cuda.comm.scatter.yaml,1,tensor,^.*?_tensor\w
424,5,47,['tensor'],tensor,torch.distributed.recv.yaml,1,tensor,^.*?_tensor\w
427,5,47,['tensor'],tensor,torch.nn.init.dirac_.yaml,1,tensor,^.*?_tensor\w
428,5,47,['tensor'],tensor,torch.distributed.reduce.yaml,1,tensor,^.*?_tensor\w
416,5,47,['tensor'],tensor_list,torch.distributed.all_gather.yaml,1,structure+tensor,
426,5,47,['tensor'],tensor_list,torch.distributed.broadcast_multigpu.yaml,1,structure+tensor,
433,5,47,['tensor'],tensor,torch.nn.init.zeros_.yaml,1,tensor,^.*?_tensor\w
434,5,47,['tensor'],tensor,torch.distributed.send.yaml,1,tensor,^.*?_tensor\w
436,5,47,['tensor'],tensor,torch.nn.init.uniform_.yaml,1,tensor,^.*?_tensor\w
437,5,47,['tensor'],tensor,torch.cuda.comm.broadcast.yaml,1,tensor,^.*?_tensor\w
438,5,47,['tensor'],tensor,torch.nn.init.normal_.yaml,1,tensor,^.*?_tensor\w
439,5,47,['tensor'],tensor,torch.nn.init.constant_.yaml,1,tensor,^.*?_tensor\w
440,5,47,['tensor'],tensor,torch.nn.functional.one_hot.yaml,1,tensor,^.*?_tensor\w
443,5,47,['tensor'],tensor,torch.utils.dlpack.to_dlpack.yaml,1,tensor,^.*?_tensor\w
445,5,47,['tensor'],tensor,torch.distributed.scatter.yaml,1,tensor,^.*?_tensor\w
446,5,47,['tensor'],tensor,torch.distributed.irecv.yaml,1,tensor,^.*?_tensor\w
450,5,47,['tensor'],tensor,torch.nn.init.xavier_uniform_.yaml,1,tensor,^.*?_tensor\w
451,5,47,['tensor'],tensor,torch.nn.init.sparse_.yaml,1,tensor,^.*?_tensor\w
452,5,47,['tensor'],tensor,torch.nn.init.ones_.yaml,1,tensor,^.*?_tensor\w
454,5,47,['tensor'],tensor,torch.distributed.broadcast.yaml,1,tensor,^.*?_tensor\w
408,5,47,['tensor'],tensor1,torch.addcdiv.yaml,1,tensor,^.*?_tensor\w
421,5,47,['tensor'],tensor1,torch.addcmul.yaml,1,tensor,^.*?_tensor\w
447,5,47,['tensor'],*tensors,torch.broadcast_tensors.yaml,1,,
441,5,47,['tensor'],tensor1,torch.result_type.yaml,1,tensor,^.*?_tensor\w
449,5,47,['tensor'],tensor_list,torch.distributed.reduce_multigpu.yaml,1,structure+tensor,
409,5,47,['tensor'],tensor2,torch.addcdiv.yaml,1,tensor,^.*?_tensor\w
422,5,47,['tensor'],tensor2,torch.addcmul.yaml,1,tensor,^.*?_tensor\w
442,5,47,['tensor'],tensor2,torch.result_type.yaml,1,tensor,^.*?_tensor\w
418,5,47,['tensor'],tensors,torch.cuda.comm.broadcast_coalesced.yaml,1,tensor,^.*?_tensor\w
432,5,47,['tensor'],tensors,torch.autograd.backward.yaml,1,tensor,^.*?_tensor\w
435,5,47,['tensor'],tensors,torch.stack.yaml,1,tensor,^.*?_tensor\w
444,5,47,['tensor'],tensors,torch.cat.yaml,1,tensor,^.*?_tensor\w
453,5,47,['tensor'],tensors,torch.cuda.comm.gather.yaml,1,tensor,^.*?_tensor\w
455,6,40,['dtype'],dtype,torch.prod2.yaml,1,dtype,
456,6,40,['dtype'],dtype,torch.empty_strided.yaml,1,dtype,
457,6,40,['dtype'],dtype,torch.arange.yaml,1,dtype,
458,6,40,['dtype'],dtype,torch.sum2.yaml,1,dtype,
459,6,40,['dtype'],dtype,torch.sum.yaml,1,dtype,
460,6,40,['dtype'],dtype,torch.ones_like.yaml,1,dtype,
461,6,40,['dtype'],dtype,torch.empty_like.yaml,1,dtype,
462,6,40,['dtype'],dtype,torch.hann_window.yaml,1,dtype,
463,6,40,['dtype'],dtype,torch.sparse.sum.yaml,1,dtype,
464,6,40,['dtype'],dtype,torch.quantize_per_channel.yaml,1,dtype,
465,6,40,['dtype'],dtype,torch.zeros_like.yaml,1,dtype,
466,6,40,['dtype'],dtype,torch.rand.yaml,1,dtype,
467,6,40,['dtype'],dtype,torch.eye.yaml,1,dtype,
468,6,40,['dtype'],dtype,torch.randn_like.yaml,1,dtype,
469,6,40,['dtype'],dtype,torch.nn.functional.log_softmax.yaml,1,dtype,
470,6,40,['dtype'],dtype,torch.ones.yaml,1,dtype,
471,6,40,['dtype'],dtype,torch.randperm.yaml,1,dtype,
472,6,40,['dtype'],dtype,torch.cumprod.yaml,1,dtype,
473,6,40,['dtype'],dtype,torch.triu_indices.yaml,1,dtype,
474,6,40,['dtype'],dtype,torch.tril_indices.yaml,1,dtype,
475,6,40,['dtype'],dtype,torch.linspace.yaml,1,dtype,
476,6,40,['dtype'],dtype,torch.quantize_per_tensor.yaml,1,dtype,
477,6,40,['dtype'],dtype,torch.nn.quantized.functional.conv2d.yaml,1,dtype,
478,6,40,['dtype'],dtype,torch.hamming_window.yaml,1,dtype,
479,6,40,['dtype'],dtype,torch.prod.yaml,1,dtype,
480,6,40,['dtype'],dtype,torch.norm.yaml,1,dtype,
481,6,40,['dtype'],dtype,torch.blackman_window.yaml,1,dtype,
482,6,40,['dtype'],dtype,torch.as_tensor.yaml,1,dtype,
483,6,40,['dtype'],dtype,torch.bartlett_window.yaml,1,dtype,
484,6,40,['dtype'],dtype,torch.logspace.yaml,1,dtype,
485,6,40,['dtype'],dtype,torch.nn.functional.softmin.yaml,1,dtype,
486,6,40,['dtype'],dtype,torch.tensor.yaml,1,dtype,
487,6,40,['dtype'],dtype,torch.sparse_coo_tensor.yaml,1,dtype,
488,6,40,['dtype'],dtype,torch.cumsum.yaml,1,dtype,
489,6,40,['dtype'],dtype,torch.zeros.yaml,1,dtype,
490,6,40,['dtype'],dtype,torch.nn.functional.softmax.yaml,1,dtype,
491,6,40,['dtype'],dtype,torch.randn.yaml,1,dtype,
492,6,40,['dtype'],dtype,torch.rand_like.yaml,1,dtype,
493,6,40,['dtype'],dtype,torch.full.yaml,1,dtype,
494,6,40,['dtype'],dtype,torch.nn.quantized.functional.conv3d.yaml,1,dtype,
506,7,32,['size'],buffer_size,torch.cuda.comm.broadcast_coalesced.yaml,1,numeric,
497,7,32,['size'],kernel_size,torch.nn.functional.avg_pool3d.yaml,1,numeric,
498,7,32,['size'],kernel_size,torch.nn.quantized.functional.avg_pool2d.yaml,1,numeric,
499,7,32,['size'],kernel_size,torch.nn.functional.avg_pool1d.yaml,1,numeric,
511,7,32,['size'],kernel_size,torch.nn.functional.avg_pool2d.yaml,1,numeric,
495,7,32,['size'],output_size,torch.nn.functional.adaptive_max_pool3d.yaml,1,numeric,
501,7,32,['size'],output_size,torch.nn.functional.adaptive_max_pool1d.yaml,1,numeric,
502,7,32,['size'],output_size,torch.nn.functional.adaptive_avg_pool3d.yaml,1,numeric,
503,7,32,['size'],output_size,torch.nn.functional.adaptive_avg_pool1d.yaml,1,numeric,
504,7,32,['size'],output_size,torch.nn.quantized.functional.adaptive_avg_pool2d.yaml,1,numeric,
509,7,32,['size'],output_size,torch.nn.functional.adaptive_max_pool2d.yaml,1,numeric,
514,7,32,['size'],output_size,torch.nn.functional.adaptive_avg_pool2d.yaml,1,numeric,
507,7,32,['size'],split_size_or_sections,torch.split.yaml,1,,
508,7,32,['size'],*size,torch.rand.yaml,1,,
510,7,32,['size'],size_average,torch.nn.functional.kl_div.yaml,1,,
512,7,32,['size'],size_average,torch.nn.functional.binary_cross_entropy.yaml,1,,
515,7,32,['size'],*size,torch.ones.yaml,1,,
517,7,32,['size'],size_average,torch.nn.functional.nll_loss.yaml,1,,
519,7,32,['size'],size_average,torch.nn.functional.cross_entropy.yaml,1,,
521,7,32,['size'],*size,torch.zeros.yaml,1,,
522,7,32,['size'],size_average,torch.nn.functional.binary_cross_entropy_with_logits.yaml,1,,
523,7,32,['size'],*size,torch.randn.yaml,1,,
524,7,32,['size'],size_average,torch.nn.functional.poisson_nll_loss.yaml,1,,
496,7,32,['size'],size,torch.empty_strided.yaml,1,numeric,
500,7,32,['size'],size,torch.as_strided.yaml,1,numeric,
505,7,32,['size'],size,torch.nn.functional.affine_grid.yaml,1,numeric,
516,7,32,['size'],size,torch.normal222.yaml,1,numeric,
518,7,32,['size'],size,torch.nn.quantized.functional.interpolate.yaml,1,numeric,
520,7,32,['size'],size,torch.sparse_coo_tensor.yaml,1,numeric,
525,7,32,['size'],size,torch.nn.functional.interpolate.yaml,1,numeric,
526,7,32,['size'],size,torch.full.yaml,1,numeric,
513,7,32,['size'],world_size,torch.distributed.init_process_group.yaml,1,numeric,
539,8,29,['grad'],grad_tensors,torch.autograd.backward.yaml,1,tensor,^.*?_tensor\w
527,8,29,['grad'],requires_grad,torch.empty_strided.yaml,1,,
528,8,29,['grad'],requires_grad,torch.arange.yaml,1,,
529,8,29,['grad'],requires_grad,torch.ones_like.yaml,1,,
530,8,29,['grad'],gen_non_contig_grad_outputs,torch.autograd.gradgradcheck.yaml,1,,
531,8,29,['grad'],grad_outputs,torch.autograd.gradgradcheck.yaml,1,,
532,8,29,['grad'],requires_grad,torch.empty_like.yaml,1,,
533,8,29,['grad'],requires_grad,torch.hann_window.yaml,1,,
534,8,29,['grad'],scale_grad_by_freq,torch.nn.functional.embedding.yaml,1,,
535,8,29,['grad'],requires_grad,torch.zeros_like.yaml,1,,
536,8,29,['grad'],requires_grad,torch.rand.yaml,1,,
537,8,29,['grad'],requires_grad,torch.eye.yaml,1,,
538,8,29,['grad'],requires_grad,torch.randn_like.yaml,1,,
540,8,29,['grad'],grad_variables,torch.autograd.backward.yaml,1,,
541,8,29,['grad'],requires_grad,torch.ones.yaml,1,,
542,8,29,['grad'],requires_grad,torch.randperm.yaml,1,,
543,8,29,['grad'],requires_grad,torch.linspace.yaml,1,,
544,8,29,['grad'],grad_outputs,torch.autograd.grad.yaml,1,,
545,8,29,['grad'],requires_grad,torch.hamming_window.yaml,1,,
546,8,29,['grad'],requires_grad,torch.blackman_window.yaml,1,,
547,8,29,['grad'],requires_grad,torch.bartlett_window.yaml,1,,
548,8,29,['grad'],requires_grad,torch.logspace.yaml,1,,
549,8,29,['grad'],requires_grad,torch.tensor.yaml,1,,
550,8,29,['grad'],requires_grad,torch.sparse_coo_tensor.yaml,1,,
551,8,29,['grad'],requires_grad,torch.zeros.yaml,1,,
552,8,29,['grad'],requires_grad,torch.randn.yaml,1,,
553,8,29,['grad'],sparse_grad,torch.gather.yaml,1,,
554,8,29,['grad'],requires_grad,torch.rand_like.yaml,1,,
555,8,29,['grad'],requires_grad,torch.full.yaml,1,,
556,9,22,"['requires', 'grad']",requires_grad,torch.empty_strided.yaml,2,,
557,9,22,"['requires', 'grad']",requires_grad,torch.arange.yaml,2,,
558,9,22,"['requires', 'grad']",requires_grad,torch.ones_like.yaml,2,,
559,9,22,"['requires', 'grad']",requires_grad,torch.empty_like.yaml,2,,
560,9,22,"['requires', 'grad']",requires_grad,torch.hann_window.yaml,2,,
561,9,22,"['requires', 'grad']",requires_grad,torch.zeros_like.yaml,2,,
562,9,22,"['requires', 'grad']",requires_grad,torch.rand.yaml,2,,
563,9,22,"['requires', 'grad']",requires_grad,torch.eye.yaml,2,,
564,9,22,"['requires', 'grad']",requires_grad,torch.randn_like.yaml,2,,
565,9,22,"['requires', 'grad']",requires_grad,torch.ones.yaml,2,,
566,9,22,"['requires', 'grad']",requires_grad,torch.randperm.yaml,2,,
567,9,22,"['requires', 'grad']",requires_grad,torch.linspace.yaml,2,,
568,9,22,"['requires', 'grad']",requires_grad,torch.hamming_window.yaml,2,,
569,9,22,"['requires', 'grad']",requires_grad,torch.blackman_window.yaml,2,,
570,9,22,"['requires', 'grad']",requires_grad,torch.bartlett_window.yaml,2,,
571,9,22,"['requires', 'grad']",requires_grad,torch.logspace.yaml,2,,
572,9,22,"['requires', 'grad']",requires_grad,torch.tensor.yaml,2,,
573,9,22,"['requires', 'grad']",requires_grad,torch.sparse_coo_tensor.yaml,2,,
574,9,22,"['requires', 'grad']",requires_grad,torch.zeros.yaml,2,,
575,9,22,"['requires', 'grad']",requires_grad,torch.randn.yaml,2,,
576,9,22,"['requires', 'grad']",requires_grad,torch.rand_like.yaml,2,,
577,9,22,"['requires', 'grad']",requires_grad,torch.full.yaml,2,,
578,10,21,['padding'],padding_value,torch.nn.utils.rnn.pad_sequence.yaml,1,,
579,10,21,['padding'],padding,torch.nn.functional.avg_pool3d.yaml,1,,
580,10,21,['padding'],padding,torch.nn.quantized.functional.avg_pool2d.yaml,1,,
581,10,21,['padding'],padding_mode,torch.nn.functional.grid_sample.yaml,1,,
582,10,21,['padding'],output_padding,torch.nn.functional.conv_transpose2d.yaml,1,,
583,10,21,['padding'],padding,torch.nn.functional.conv_transpose2d.yaml,1,,
584,10,21,['padding'],padding,torch.nn.functional.avg_pool1d.yaml,1,,
585,10,21,['padding'],padding,torch.nn.functional.conv2d.yaml,1,,
586,10,21,['padding'],padding_idx,torch.nn.functional.embedding.yaml,1,,
587,10,21,['padding'],output_padding,torch.nn.functional.conv_transpose3d.yaml,1,,
588,10,21,['padding'],padding,torch.nn.functional.conv_transpose3d.yaml,1,,
589,10,21,['padding'],output_padding,torch.nn.functional.conv_transpose1d.yaml,1,,
590,10,21,['padding'],padding,torch.nn.functional.conv_transpose1d.yaml,1,,
591,10,21,['padding'],padding,torch.nn.functional.avg_pool2d.yaml,1,,
592,10,21,['padding'],padding,torch.nn.functional.conv1d.yaml,1,,
593,10,21,['padding'],padding,torch.nn.functional.conv3d.yaml,1,,
594,10,21,['padding'],padding,torch.nn.quantized.functional.conv2d.yaml,1,,
595,10,21,['padding'],padding_mode,torch.nn.quantized.functional.conv2d.yaml,1,,
596,10,21,['padding'],padding_value,torch.nn.utils.rnn.pad_packed_sequence.yaml,1,,
597,10,21,['padding'],padding,torch.nn.quantized.functional.conv3d.yaml,1,,
598,10,21,['padding'],padding_mode,torch.nn.quantized.functional.conv3d.yaml,1,,
599,11,18,['group'],group,torch.distributed.get_backend.yaml,1,,
600,11,18,['group'],group,torch.distributed.all_reduce.yaml,1,,
601,11,18,['group'],group,torch.distributed.isend.yaml,1,,
602,11,18,['group'],group,torch.distributed.barrier.yaml,1,,
603,11,18,['group'],group,torch.distributed.all_gather.yaml,1,,
604,11,18,['group'],group,torch.distributed.gather.yaml,1,,
605,11,18,['group'],group_name,torch.distributed.init_process_group.yaml,1,,
606,11,18,['group'],group,torch.distributed.recv.yaml,1,,
607,11,18,['group'],group,torch.distributed.broadcast_multigpu.yaml,1,,
608,11,18,['group'],group,torch.distributed.reduce.yaml,1,,
609,11,18,['group'],group,torch.distributed.all_gather_multigpu.yaml,1,,
610,11,18,['group'],group,torch.distributed.send.yaml,1,,
611,11,18,['group'],group,torch.distributed.get_world_size.yaml,1,,
612,11,18,['group'],group,torch.distributed.scatter.yaml,1,,
613,11,18,['group'],group,torch.distributed.irecv.yaml,1,,
614,11,18,['group'],group,torch.distributed.reduce_multigpu.yaml,1,,
615,11,18,['group'],group,torch.distributed.broadcast.yaml,1,,
616,11,18,['group'],group,torch.distributed.get_rank.yaml,1,,
617,12,16,['keepdim'],keepdim,torch.std2.yaml,1,,
618,12,16,['keepdim'],keepdim,torch.prod2.yaml,1,,
619,12,16,['keepdim'],keepdim,torch.mean2.yaml,1,,
620,12,16,['keepdim'],keepdim,torch.sum2.yaml,1,,
621,12,16,['keepdim'],keepdim,torch.min2.yaml,1,,
622,12,16,['keepdim'],keepdim,torch.argmin2.yaml,1,,
623,12,16,['keepdim'],keepdim,torch.var_mean2.yaml,1,,
624,12,16,['keepdim'],keepdim,torch.median2.yaml,1,,
625,12,16,['keepdim'],keepdim,torch.logsumexp.yaml,1,,
626,12,16,['keepdim'],keepdim,torch.max2.yaml,1,,
627,12,16,['keepdim'],keepdim,torch.argmax2.yaml,1,,
628,12,16,['keepdim'],keepdim,torch.norm.yaml,1,,
629,12,16,['keepdim'],keepdim,torch.kthvalue.yaml,1,,
630,12,16,['keepdim'],keepdim,torch.var2.yaml,1,,
631,12,16,['keepdim'],keepdim,torch.mode.yaml,1,,
632,12,16,['keepdim'],keepdim,torch.std_mean2.yaml,1,,
633,13,16,['mode'],ceil_mode,torch.nn.functional.avg_pool3d.yaml,1,,
634,13,16,['mode'],ceil_mode,torch.nn.quantized.functional.avg_pool2d.yaml,1,,
635,13,16,['mode'],mode,torch.nn.functional.grid_sample.yaml,1,,
636,13,16,['mode'],padding_mode,torch.nn.functional.grid_sample.yaml,1,,
637,13,16,['mode'],ceil_mode,torch.nn.functional.avg_pool1d.yaml,1,,
638,13,16,['mode'],compute_mode,torch.cdist.yaml,1,,
639,13,16,['mode'],ceil_mode,torch.nn.functional.avg_pool2d.yaml,1,,
640,13,16,['mode'],sci_mode,torch.set_printoptions.yaml,1,,
641,13,16,['mode'],pad_mode,torch.stft.yaml,1,,
642,13,16,['mode'],padding_mode,torch.nn.quantized.functional.conv2d.yaml,1,,
643,13,16,['mode'],mode,torch.set_flush_denormal.yaml,1,,
644,13,16,['mode'],mode,torch.nn.functional.pad.yaml,1,layout,
645,13,16,['mode'],mode,torch.nn.quantized.functional.interpolate.yaml,1,layout,
646,13,16,['mode'],mode,torch.set_grad_enabled.yaml,1,layout,
647,13,16,['mode'],mode,torch.nn.functional.interpolate.yaml,1,layout,
648,13,16,['mode'],padding_mode,torch.nn.quantized.functional.conv3d.yaml,1,layout,
649,14,16,['weight'],weight,torch.lerp.yaml,1,layout,
650,14,16,['weight'],weight,torch.nn.functional.conv_transpose2d.yaml,1,layout,
651,14,16,['weight'],weight,torch.nn.functional.conv2d.yaml,1,layout,
652,14,16,['weight'],weight,torch.nn.functional.embedding.yaml,1,layout,
653,14,16,['weight'],weight,torch.nn.functional.conv_transpose3d.yaml,1,layout,
654,14,16,['weight'],weight,torch.nn.functional.conv_transpose1d.yaml,1,layout,
655,14,16,['weight'],weight,torch.nn.functional.binary_cross_entropy.yaml,1,layout,
656,14,16,['weight'],weight,torch.nn.functional.conv1d.yaml,1,layout,
657,14,16,['weight'],weight,torch.nn.functional.conv3d.yaml,1,layout,
658,14,16,['weight'],weight,torch.nn.quantized.functional.linear.yaml,1,layout,
659,14,16,['weight'],weight,torch.nn.quantized.functional.conv2d.yaml,1,layout,
660,14,16,['weight'],weight,torch.nn.functional.nll_loss.yaml,1,layout,
661,14,16,['weight'],weight,torch.nn.functional.cross_entropy.yaml,1,layout,
662,14,16,['weight'],pos_weight,torch.nn.functional.binary_cross_entropy_with_logits.yaml,1,layout,
663,14,16,['weight'],weight,torch.nn.functional.binary_cross_entropy_with_logits.yaml,1,layout,
664,14,16,['weight'],weight,torch.nn.quantized.functional.conv3d.yaml,1,layout,
665,15,15,['inputs'],inputs,torch.autograd.functional.hvp.yaml,1,layout,
666,15,15,['inputs'],inputs,torch.autograd.functional.vjp.yaml,1,,
667,15,15,['inputs'],inputs,torch.autograd.gradgradcheck.yaml,1,,
668,15,15,['inputs'],inputs,torch.autograd.functional.jvp.yaml,1,,
669,15,15,['inputs'],inputs,torch.autograd.functional.vhp.yaml,1,,
670,15,15,['inputs'],inputs,torch.nn.parallel.data_parallel.yaml,1,,
671,15,15,['inputs'],inputs,torch.autograd.functional.jacobian.yaml,1,,
672,15,15,['inputs'],keep_initializers_as_inputs,torch.onnx.export.yaml,1,,
673,15,15,['inputs'],inputs,torch.cuda.comm.reduce_add.yaml,1,,
674,15,15,['inputs'],check_inputs,torch.jit.trace.yaml,1,,
675,15,15,['inputs'],example_inputs,torch.jit.trace.yaml,1,,
676,15,15,['inputs'],inputs,torch.autograd.grad.yaml,1,,
677,15,15,['inputs'],only_inputs,torch.autograd.grad.yaml,1,,
678,15,15,['inputs'],inputs,torch.autograd.gradcheck.yaml,1,,
679,15,15,['inputs'],inputs,torch.autograd.functional.hessian.yaml,1,,
680,16,15,['name'],name,torch.utils.cpp_extension.load_inline.yaml,1,string,
681,16,15,['name'],name,torch.nn.utils.spectral_norm.yaml,1,string,
682,16,15,['name'],name,torch.nn.utils.prune.l1_unstructured.yaml,1,string,
683,16,15,['name'],name,torch.nn.utils.prune.random_unstructured.yaml,1,string,
684,16,15,['name'],name,torch.nn.utils.prune.ln_structured.yaml,1,string,
685,16,15,['name'],_retain_param_name,torch.onnx.export.yaml,1,,
686,16,15,['name'],name,torch.nn.utils.remove_weight_norm.yaml,1,string,
687,16,15,['name'],name,torch.nn.utils.prune.random_structured.yaml,1,string,
688,16,15,['name'],name,torch.nn.utils.prune.remove.yaml,1,string,
689,16,15,['name'],group_name,torch.distributed.init_process_group.yaml,1,,
690,16,15,['name'],name,torch.utils.cpp_extension.load.yaml,1,string,
691,16,15,['name'],name,torch.nn.utils.prune.custom_from_mask.yaml,1,string,
692,16,15,['name'],name,torch.nn.utils.prune.identity.yaml,1,string,
693,16,15,['name'],name,torch.nn.utils.weight_norm.yaml,1,string,
694,16,15,['name'],name,torch.nn.utils.remove_spectral_norm.yaml,1,string,
695,17,14,['stride'],stride,torch.empty_strided.yaml,1,,
696,17,14,['stride'],stride,torch.nn.functional.avg_pool3d.yaml,1,,
697,17,14,['stride'],stride,torch.nn.quantized.functional.avg_pool2d.yaml,1,,
698,17,14,['stride'],stride,torch.nn.functional.conv_transpose2d.yaml,1,,
699,17,14,['stride'],stride,torch.nn.functional.avg_pool1d.yaml,1,,
700,17,14,['stride'],stride,torch.as_strided.yaml,1,,
701,17,14,['stride'],stride,torch.nn.functional.conv2d.yaml,1,,
702,17,14,['stride'],stride,torch.nn.functional.conv_transpose3d.yaml,1,,
703,17,14,['stride'],stride,torch.nn.functional.conv_transpose1d.yaml,1,,
704,17,14,['stride'],stride,torch.nn.functional.avg_pool2d.yaml,1,,
705,17,14,['stride'],stride,torch.nn.functional.conv1d.yaml,1,"weak, not ow, not append",
706,17,14,['stride'],stride,torch.nn.functional.conv3d.yaml,1,"weak, not ow, not append",
707,17,14,['stride'],stride,torch.nn.quantized.functional.conv2d.yaml,1,"weak, not ow, not append",
708,17,14,['stride'],stride,torch.nn.quantized.functional.conv3d.yaml,1,"weak, not ow, not append",
722,19,13,['op'],async_op,torch.distributed.all_reduce.yaml,1,module,
723,19,13,['op'],op,torch.distributed.all_reduce.yaml,1,module,
724,19,13,['op'],async_op,torch.distributed.barrier.yaml,1,module,
725,19,13,['op'],async_op,torch.distributed.all_gather.yaml,1,module,
726,19,13,['op'],async_op,torch.distributed.gather.yaml,1,module,
727,19,13,['op'],async_op,torch.distributed.broadcast_multigpu.yaml,1,module,
728,19,13,['op'],async_op,torch.distributed.reduce.yaml,1,module,
729,19,13,['op'],op,torch.distributed.reduce.yaml,1,module,
730,19,13,['op'],async_op,torch.distributed.all_gather_multigpu.yaml,1,module,
731,19,13,['op'],async_op,torch.distributed.scatter.yaml,1,,
732,19,13,['op'],async_op,torch.distributed.reduce_multigpu.yaml,1,,
733,19,13,['op'],op,torch.distributed.reduce_multigpu.yaml,1,,
734,19,13,['op'],async_op,torch.distributed.broadcast.yaml,1,,
713,18,13,['output'],output_size,torch.nn.functional.adaptive_avg_pool1d.yaml,1,numeric,
714,18,13,['output'],output_size,torch.nn.quantized.functional.adaptive_avg_pool2d.yaml,1,numeric,
709,18,13,['output'],output_size,torch.nn.functional.adaptive_max_pool3d.yaml,1,"weak, not ow, not append",
710,18,13,['output'],output_padding,torch.nn.functional.conv_transpose2d.yaml,1,"weak, not ow, not append",
711,18,13,['output'],output_size,torch.nn.functional.adaptive_max_pool1d.yaml,1,"weak, not ow, not append",
712,18,13,['output'],output_size,torch.nn.functional.adaptive_avg_pool3d.yaml,1,"weak, not ow, not append",
715,18,13,['output'],output_device,torch.nn.parallel.data_parallel.yaml,1,module,
716,18,13,['output'],output_padding,torch.nn.functional.conv_transpose3d.yaml,1,module,
717,18,13,['output'],output_names,torch.onnx.export.yaml,1,module,
718,18,13,['output'],output_size,torch.nn.functional.adaptive_max_pool2d.yaml,1,module,
719,18,13,['output'],output_padding,torch.nn.functional.conv_transpose1d.yaml,1,module,
720,18,13,['output'],output_size,torch.nn.functional.adaptive_avg_pool2d.yaml,1,module,
721,18,13,['output'],output_tensor_lists,torch.distributed.all_gather_multigpu.yaml,1,module,
735,20,12,['p'],type_p,torch.distributions.kl.register_kl.yaml,1,,
736,20,12,['p'],p,torch.distributions.kl.kl_divergence.yaml,1,,
737,20,12,['p'],p,torch.nn.functional.pdist.yaml,1,,
738,20,12,['p'],p,torch.nn.functional.normalize.yaml,1,,
739,20,12,['p'],p,torch.cdist.yaml,1,,
740,20,12,['p'],p,torch.nn.functional.dropout.yaml,1,,
741,20,12,['p'],p,torch.nn.functional.dropout2d.yaml,1,,
742,20,12,['p'],p,torch.mvlgamma.yaml,1,,
743,20,12,['p'],p,torch.norm.yaml,1,,
744,20,12,['p'],p,torch.nn.functional.dropout3d.yaml,1,,
745,20,12,['p'],p,torch.dist.yaml,1,,
746,20,12,['p'],p,torch.renorm.yaml,1,,
747,21,10,['args'],*args,torch.nn.functional.adaptive_max_pool3d.yaml,1,,
748,21,10,['args'],*args,torch.nn.functional.adaptive_max_pool1d.yaml,1,,
749,21,10,['args'],run_args,torch.quantization.quantize.yaml,1,,
750,21,10,['args'],args,torch.onnx.export.yaml,1,,
751,21,10,['args'],*args,torch.nn.functional.adaptive_max_pool2d.yaml,1,,
752,21,10,['args'],*args,torch.lu.yaml,1,,
753,21,10,['args'],*args,torch.hub.load.yaml,1,,
754,21,10,['args'],**pickle_load_args,torch.load.yaml,1,,
755,21,10,['args'],run_args,torch.quantization.quantize_qat.yaml,1,,
756,21,10,['args'],*args,torch.utils.checkpoint.checkpoint.yaml,1,,
