,idx,freq,sequence,sentence,api,len,cat,pat
362,3,163,"['output', 'tensor']",the output tensor.,torch.mm.yaml,2,tensor_t,^the (first/second) input/output tensor
359,3,163,"['output', 'tensor']","a list, tuple, or `torch.Size` of integers defining the shape of the output tensor.",torch.full.yaml,2,structure+dtype,a ... or ..
354,3,163,"['output', 'tensor']",the size of `input` will determine size of the output tensor.,torch.rand_like.yaml,2,not useful,
319,3,163,"['output', 'tensor']","the output tuple of (Tensor, LongTensor) can be optionally given to be used as output buffers",torch.kthvalue.yaml,2,tuple+ndim(1)+shape([2]),
247,3,163,"['output', 'tensor']","the output tuple of (Tensor, LongTensor) that can be optionally given to be used as output buffers",torch.topk.yaml,2,tuple+ndim(1)+shape([2]),
285,3,163,"['output', 'tensor']","the output tuple of (Tensor, LongTensor) that can be optionally given to be used as output buffers",torch.sort.yaml,2,tuple+ndim(1)+shape([2]),
275,3,163,"['output', 'tensor']","the result tuple of two output tensors (max, max_indices)",torch.median2.yaml,2,structure,tuple of 
296,3,163,"['output', 'tensor']","the result tuple of two output tensors (max, max_indices)",torch.max2.yaml,2,structure,tuple of 
212,3,163,"['output', 'tensor']","the result tuple of two output tensors (values, indices)",torch.cummax.yaml,2,structure,tuple of 
245,3,163,"['output', 'tensor']","the result tuple of two output tensors (values, indices)",torch.cummin.yaml,2,structure,tuple of 
328,3,163,"['output', 'tensor']","the result tuple of two output tensors (values, indices)",torch.mode.yaml,2,structure,tuple of 
343,3,163,"['output', 'tensor']",Output tensor.,torch.distributed.scatter.yaml,2,tensor,
277,3,163,"['output', 'tensor']","the output tuple of (Tensor, Tensor)",torch.symeig.yaml,2,tuple+ndim(1)+shape([2]),
344,3,163,"['output', 'tensor']","the output tuple of (Tensor, Tensor)",torch.geqrf.yaml,2,tuple+ndim(1)+shape([2]),
357,3,163,"['output', 'tensor']",the number to fill the output tensor with.,torch.full.yaml,2,dtype,the <dtype>
221,3,163,"['output', 'tensor']",the offset in the underlying storage of the output tensor,torch.as_strided.yaml,2,int,the number to
351,3,163,"['output', 'tensor']",the output tuple of tensors,torch.svd.yaml,2,tuple+ndim(1)+tensor,
253,3,163,"['output', 'tensor']","the tuple of two output tensors (min, min_indices)",torch.min2.yaml,2,structure,tuple of 
363,4,112,"['returned', 'tensor']","the desired data type of returned tensor.If specified, the input tensor is casted to `dtype` before the operationis performed.",torch.prod2.yaml,2,dtype,the desired <dtype> of
364,4,112,"['returned', 'tensor']",the desired device of returned tensor.,torch.empty_strided.yaml,2,dtype,the desired <dtype> of
365,4,112,"['returned', 'tensor']",the desired data type of returned tensor.,torch.empty_strided.yaml,2,dtype,the desired <dtype> of
366,4,112,"['returned', 'tensor']",the desired layout of returned Tensor.,torch.empty_strided.yaml,2,dtype,the desired <dtype> of
367,4,112,"['returned', 'tensor']","If set, returned tensor would be allocated in the pinned memory.",torch.empty_strided.yaml,2,dtype(bool),
368,4,112,"['returned', 'tensor']",If autograd should record operations on the returned tensor.,torch.empty_strided.yaml,2,dtype(bool),
369,4,112,"['returned', 'tensor']",the desired device of returned tensor.,torch.arange.yaml,2,dtype,the desired <dtype> of
370,4,112,"['returned', 'tensor']",the desired data type of returned tensor.,torch.arange.yaml,2,dtype,the desired <dtype> of
378,4,112,"['returned', 'tensor']",the desired memory format of returned Tensor.,torch.ones_like.yaml,2,not useful,
371,4,112,"['returned', 'tensor']",the desired layout of returned Tensor.,torch.arange.yaml,2,dtype,the desired <dtype> of
372,4,112,"['returned', 'tensor']",If autograd should record operations on the returned tensor.,torch.arange.yaml,2,dtype(bool),
373,4,112,"['returned', 'tensor']","the desired data type of returned tensor.If specified, the input tensor is casted to `dtype` before the operationis performed.",torch.sum2.yaml,2,dtype,the desired <dtype> of
374,4,112,"['returned', 'tensor']","the desired data type of returned tensor.If specified, the input tensor is casted to `dtype` before the operationis performed.",torch.sum.yaml,2,dtype,the desired <dtype> of
383,4,112,"['returned', 'tensor']",the desired memory format of returned Tensor.,torch.empty_like.yaml,2,cannot handle,
375,4,112,"['returned', 'tensor']",the desired device of returned tensor.,torch.ones_like.yaml,2,dtype,the desired <dtype> of
376,4,112,"['returned', 'tensor']",the desired data type of returned Tensor.,torch.ones_like.yaml,2,dtype,the desired <dtype> of
377,4,112,"['returned', 'tensor']",the desired layout of returned tensor.,torch.ones_like.yaml,2,dtype,the desired <dtype> of
379,4,112,"['returned', 'tensor']",If autograd should record operations on the returned tensor.,torch.ones_like.yaml,2,dtype(bool),
380,4,112,"['returned', 'tensor']",the desired device of returned tensor.,torch.empty_like.yaml,2,dtype,the desired <dtype> of
381,4,112,"['returned', 'tensor']",the desired data type of returned Tensor.,torch.empty_like.yaml,2,dtype,the desired <dtype> of
382,4,112,"['returned', 'tensor']",the desired layout of returned tensor.,torch.empty_like.yaml,2,dtype,the desired <dtype> of
384,4,112,"['returned', 'tensor']",If autograd should record operations on the returned tensor.,torch.empty_like.yaml,2,dtype(bool),
385,4,112,"['returned', 'tensor']",the desired device of returned tensor.,torch.hann_window.yaml,2,dtype,the desired <dtype> of
386,4,112,"['returned', 'tensor']",the desired data type of returned tensor.,torch.hann_window.yaml,2,dtype,the desired <dtype> of
394,4,112,"['returned', 'tensor']",the desired memory format of returned Tensor.,torch.zeros_like.yaml,2,cannot handle,
387,4,112,"['returned', 'tensor']",the desired layout of returned window tensor.,torch.hann_window.yaml,2,dtype,the desired <dtype> of
388,4,112,"['returned', 'tensor']",If autograd should record operations on the returned tensor.,torch.hann_window.yaml,2,dtype(bool),
389,4,112,"['returned', 'tensor']",the desired data type of returned Tensor.,torch.sparse.sum.yaml,2,dtype,the desired <dtype> of
390,4,112,"['returned', 'tensor']",the desired data type of returned tensor.,torch.quantize_per_channel.yaml,2,dtype,the desired <dtype> of
391,4,112,"['returned', 'tensor']",the desired device of returned tensor.,torch.zeros_like.yaml,2,dtype,the desired <dtype> of
392,4,112,"['returned', 'tensor']",the desired data type of returned Tensor.,torch.zeros_like.yaml,2,dtype,the desired <dtype> of
393,4,112,"['returned', 'tensor']",the desired layout of returned tensor.,torch.zeros_like.yaml,2,dtype,the desired <dtype> of
395,4,112,"['returned', 'tensor']",If autograd should record operations on the returned tensor.,torch.zeros_like.yaml,2,dtype(bool),
396,4,112,"['returned', 'tensor']",the desired device of returned tensor.,torch.rand.yaml,2,dtype,the desired <dtype> of
397,4,112,"['returned', 'tensor']",the desired data type of returned tensor.,torch.rand.yaml,2,dtype,the desired <dtype> of
398,4,112,"['returned', 'tensor']",the desired layout of returned Tensor.,torch.rand.yaml,2,dtype,the desired <dtype> of
399,4,112,"['returned', 'tensor']",If autograd should record operations on the returned tensor.,torch.rand.yaml,2,dtype(bool),
407,4,112,"['returned', 'tensor']",the desired memory format of returned Tensor.,torch.randn_like.yaml,2,cannot handle,
400,4,112,"['returned', 'tensor']",the desired device of returned tensor.,torch.eye.yaml,2,dtype,the desired <dtype> of
401,4,112,"['returned', 'tensor']",the desired data type of returned tensor.,torch.eye.yaml,2,dtype,the desired <dtype> of
402,4,112,"['returned', 'tensor']",the desired layout of returned Tensor.,torch.eye.yaml,2,dtype,the desired <dtype> of
403,4,112,"['returned', 'tensor']",If autograd should record operations on the returned tensor.,torch.eye.yaml,2,dtype(bool),
404,4,112,"['returned', 'tensor']",the desired device of returned tensor.,torch.randn_like.yaml,2,dtype,the desired <dtype> of
405,4,112,"['returned', 'tensor']",the desired data type of returned Tensor.,torch.randn_like.yaml,2,dtype,the desired <dtype> of
406,4,112,"['returned', 'tensor']",the desired layout of returned tensor.,torch.randn_like.yaml,2,dtype,the desired <dtype> of
408,4,112,"['returned', 'tensor']",If autograd should record operations on the returned tensor.,torch.randn_like.yaml,2,dtype(bool),
409,4,112,"['returned', 'tensor']",the desired data type of returned tensor.,torch.nn.functional.log_softmax.yaml,2,dtype,the desired <dtype> of
410,4,112,"['returned', 'tensor']",the desired device of returned tensor.,torch.ones.yaml,2,dtype,the desired <dtype> of
411,4,112,"['returned', 'tensor']",the desired data type of returned tensor.,torch.ones.yaml,2,dtype,the desired <dtype> of
412,4,112,"['returned', 'tensor']",the desired layout of returned Tensor.,torch.ones.yaml,2,dtype,the desired <dtype> of
413,4,112,"['returned', 'tensor']",If autograd should record operations on the returned tensor.,torch.ones.yaml,2,dtype(bool),
414,4,112,"['returned', 'tensor']",the desired device of returned tensor.,torch.randperm.yaml,2,dtype,the desired <dtype> of
415,4,112,"['returned', 'tensor']",the desired data type of returned tensor.,torch.randperm.yaml,2,dtype,the desired <dtype> of
416,4,112,"['returned', 'tensor']",the desired layout of returned Tensor.,torch.randperm.yaml,2,dtype,the desired <dtype> of
417,4,112,"['returned', 'tensor']",If autograd should record operations on the returned tensor.,torch.randperm.yaml,2,dtype(bool),
418,4,112,"['returned', 'tensor']",the desired data type of returned tensor.,torch.cumprod.yaml,2,dtype,the desired <dtype> of
419,4,112,"['returned', 'tensor']",the desired device of returned tensor.,torch.triu_indices.yaml,2,dtype,the desired <dtype> of
420,4,112,"['returned', 'tensor']",the desired data type of returned tensor.,torch.triu_indices.yaml,2,dtype,the desired <dtype> of
421,4,112,"['returned', 'tensor']",the desired device of returned tensor.,torch.tril_indices.yaml,2,dtype,the desired <dtype> of
422,4,112,"['returned', 'tensor']",the desired data type of returned tensor.,torch.tril_indices.yaml,2,dtype,the desired <dtype> of
423,4,112,"['returned', 'tensor']",the desired device of returned tensor.,torch.linspace.yaml,2,dtype,the desired <dtype> of
424,4,112,"['returned', 'tensor']",the desired data type of returned tensor.,torch.linspace.yaml,2,dtype,the desired <dtype> of
425,4,112,"['returned', 'tensor']",the desired layout of returned Tensor.,torch.linspace.yaml,2,dtype,the desired <dtype> of
426,4,112,"['returned', 'tensor']",If autograd should record operations on the returned tensor.,torch.linspace.yaml,2,dtype(bool),
427,4,112,"['returned', 'tensor']",the desired data type of returned tensor.,torch.quantize_per_tensor.yaml,2,dtype,the desired <dtype> of
428,4,112,"['returned', 'tensor']",the desired device of returned tensor.,torch.hamming_window.yaml,2,dtype,the desired <dtype> of
429,4,112,"['returned', 'tensor']",the desired data type of returned tensor.,torch.hamming_window.yaml,2,dtype,the desired <dtype> of
430,4,112,"['returned', 'tensor']",the desired layout of returned window tensor.,torch.hamming_window.yaml,2,dtype,the desired <dtype> of
431,4,112,"['returned', 'tensor']",If autograd should record operations on the returned tensor.,torch.hamming_window.yaml,2,dtype(bool),
432,4,112,"['returned', 'tensor']","the desired data type of returned tensor.If specified, the input tensor is casted to `dtype` before the operationis performed.",torch.prod.yaml,2,dtype,the desired <dtype> of
433,4,112,"['returned', 'tensor']",the desired data type of returned tensor.,torch.norm.yaml,2,dtype,the desired <dtype> of
434,4,112,"['returned', 'tensor']",the desired device of returned tensor.,torch.blackman_window.yaml,2,dtype,the desired <dtype> of
435,4,112,"['returned', 'tensor']",the desired data type of returned tensor.,torch.blackman_window.yaml,2,dtype,the desired <dtype> of
436,4,112,"['returned', 'tensor']",the desired layout of returned window tensor.,torch.blackman_window.yaml,2,dtype,the desired <dtype> of
437,4,112,"['returned', 'tensor']",If autograd should record operations on the returned tensor.,torch.blackman_window.yaml,2,dtype(bool),
438,4,112,"['returned', 'tensor']",the desired device of returned tensor.,torch.as_tensor.yaml,2,dtype,the desired <dtype> of
439,4,112,"['returned', 'tensor']",the desired data type of returned tensor.,torch.as_tensor.yaml,2,dtype,the desired <dtype> of
440,4,112,"['returned', 'tensor']",the desired device of returned tensor.,torch.bartlett_window.yaml,2,dtype,the desired <dtype> of
441,4,112,"['returned', 'tensor']",the desired data type of returned tensor.,torch.bartlett_window.yaml,2,dtype,the desired <dtype> of
442,4,112,"['returned', 'tensor']",the desired layout of returned window tensor.,torch.bartlett_window.yaml,2,dtype,the desired <dtype> of
443,4,112,"['returned', 'tensor']",If autograd should record operations on the returned tensor.,torch.bartlett_window.yaml,2,dtype(bool),
444,4,112,"['returned', 'tensor']",the desired device of returned tensor.,torch.logspace.yaml,2,dtype,the desired <dtype> of
445,4,112,"['returned', 'tensor']",the desired data type of returned tensor.,torch.logspace.yaml,2,dtype,the desired <dtype> of
446,4,112,"['returned', 'tensor']",the desired layout of returned Tensor.,torch.logspace.yaml,2,dtype,the desired <dtype> of
447,4,112,"['returned', 'tensor']",If autograd should record operations on the returned tensor.,torch.logspace.yaml,2,dtype(bool),
448,4,112,"['returned', 'tensor']",the desired data type of returned tensor.,torch.nn.functional.softmin.yaml,2,dtype,the desired <dtype> of
449,4,112,"['returned', 'tensor']",the desired device of returned tensor.,torch.tensor.yaml,2,dtype,the desired <dtype> of
450,4,112,"['returned', 'tensor']",the desired data type of returned tensor.,torch.tensor.yaml,2,dtype,the desired <dtype> of
451,4,112,"['returned', 'tensor']","If set, returned tensor would be allocated in the pinned memory.",torch.tensor.yaml,2,dtype(bool),if set
452,4,112,"['returned', 'tensor']",If autograd should record operations on the returned tensor.,torch.tensor.yaml,2,dtype(bool),
453,4,112,"['returned', 'tensor']",the desired device of returned tensor.,torch.sparse_coo_tensor.yaml,2,dtype,the desired <dtype> of
454,4,112,"['returned', 'tensor']",the desired data type of returned tensor.,torch.sparse_coo_tensor.yaml,2,dtype,the desired <dtype> of
455,4,112,"['returned', 'tensor']",If autograd should record operations on the returned tensor.,torch.sparse_coo_tensor.yaml,2,dtype(bool),
456,4,112,"['returned', 'tensor']",the desired data type of returned tensor.,torch.cumsum.yaml,2,dtype,the desired <dtype> of
457,4,112,"['returned', 'tensor']",the desired device of returned tensor.,torch.zeros.yaml,2,dtype,the desired <dtype> of
458,4,112,"['returned', 'tensor']",the desired data type of returned tensor.,torch.zeros.yaml,2,dtype,the desired <dtype> of
459,4,112,"['returned', 'tensor']",the desired layout of returned Tensor.,torch.zeros.yaml,2,dtype,the desired <dtype> of
460,4,112,"['returned', 'tensor']",If autograd should record operations on the returned tensor.,torch.zeros.yaml,2,dtype(bool),
461,4,112,"['returned', 'tensor']",the desired data type of returned tensor.,torch.nn.functional.softmax.yaml,2,dtype,the desired <dtype> of
469,4,112,"['returned', 'tensor']",the desired memory format of returned Tensor.,torch.rand_like.yaml,2,cannot handle,
462,4,112,"['returned', 'tensor']",the desired device of returned tensor.,torch.randn.yaml,2,dtype,the desired <dtype> of
463,4,112,"['returned', 'tensor']",the desired data type of returned tensor.,torch.randn.yaml,2,dtype,the desired <dtype> of
464,4,112,"['returned', 'tensor']",the desired layout of returned Tensor.,torch.randn.yaml,2,dtype,the desired <dtype> of
465,4,112,"['returned', 'tensor']",If autograd should record operations on the returned tensor.,torch.randn.yaml,2,dtype(bool),
466,4,112,"['returned', 'tensor']",the desired device of returned tensor.,torch.rand_like.yaml,2,dtype,the desired <dtype> of
467,4,112,"['returned', 'tensor']",the desired data type of returned Tensor.,torch.rand_like.yaml,2,dtype,the desired <dtype> of
468,4,112,"['returned', 'tensor']",the desired layout of returned tensor.,torch.rand_like.yaml,2,dtype,the desired <dtype> of
470,4,112,"['returned', 'tensor']",If autograd should record operations on the returned tensor.,torch.rand_like.yaml,2,dtype(bool),
471,4,112,"['returned', 'tensor']",the desired device of returned tensor.,torch.full.yaml,2,dtype,the desired <dtype> of
472,4,112,"['returned', 'tensor']",the desired data type of returned tensor.,torch.full.yaml,2,dtype,the desired <dtype> of
473,4,112,"['returned', 'tensor']",the desired layout of returned Tensor.,torch.full.yaml,2,dtype,the desired <dtype> of
474,4,112,"['returned', 'tensor']",If autograd should record operations on the returned tensor.,torch.full.yaml,2,dtype(bool),
475,5,88,"['desired', 'returned', 'tensor']","the desired data type of returned tensor.If specified, the input tensor is casted to `dtype` before the operationis performed.",torch.prod2.yaml,3,dtype,the desired <dtype> of
476,5,88,"['desired', 'returned', 'tensor']",the desired device of returned tensor.,torch.empty_strided.yaml,3,dtype,the desired <dtype> of
477,5,88,"['desired', 'returned', 'tensor']",the desired data type of returned tensor.,torch.empty_strided.yaml,3,dtype,the desired <dtype> of
478,5,88,"['desired', 'returned', 'tensor']",the desired layout of returned Tensor.,torch.empty_strided.yaml,3,dtype,the desired <dtype> of
479,5,88,"['desired', 'returned', 'tensor']",the desired device of returned tensor.,torch.arange.yaml,3,dtype,the desired <dtype> of
487,5,88,"['desired', 'returned', 'tensor']",the desired memory format of returned Tensor.,torch.ones_like.yaml,3,cannot handle,
480,5,88,"['desired', 'returned', 'tensor']",the desired data type of returned tensor.,torch.arange.yaml,3,dtype,the desired <dtype> of
481,5,88,"['desired', 'returned', 'tensor']",the desired layout of returned Tensor.,torch.arange.yaml,3,dtype,the desired <dtype> of
482,5,88,"['desired', 'returned', 'tensor']","the desired data type of returned tensor.If specified, the input tensor is casted to `dtype` before the operationis performed.",torch.sum2.yaml,3,dtype,the desired <dtype> of
491,5,88,"['desired', 'returned', 'tensor']",the desired memory format of returned Tensor.,torch.empty_like.yaml,3,cannot handle,
483,5,88,"['desired', 'returned', 'tensor']","the desired data type of returned tensor.If specified, the input tensor is casted to `dtype` before the operationis performed.",torch.sum.yaml,3,dtype,the desired <dtype> of
484,5,88,"['desired', 'returned', 'tensor']",the desired device of returned tensor.,torch.ones_like.yaml,3,dtype,the desired <dtype> of
485,5,88,"['desired', 'returned', 'tensor']",the desired data type of returned Tensor.,torch.ones_like.yaml,3,dtype,the desired <dtype> of
486,5,88,"['desired', 'returned', 'tensor']",the desired layout of returned tensor.,torch.ones_like.yaml,3,dtype,the desired <dtype> of
488,5,88,"['desired', 'returned', 'tensor']",the desired device of returned tensor.,torch.empty_like.yaml,3,dtype,the desired <dtype> of
489,5,88,"['desired', 'returned', 'tensor']",the desired data type of returned Tensor.,torch.empty_like.yaml,3,dtype,the desired <dtype> of
490,5,88,"['desired', 'returned', 'tensor']",the desired layout of returned tensor.,torch.empty_like.yaml,3,dtype,the desired <dtype> of
492,5,88,"['desired', 'returned', 'tensor']",the desired device of returned tensor.,torch.hann_window.yaml,3,dtype,the desired <dtype> of
500,5,88,"['desired', 'returned', 'tensor']",the desired memory format of returned Tensor.,torch.zeros_like.yaml,3,cannot handle,
493,5,88,"['desired', 'returned', 'tensor']",the desired data type of returned tensor.,torch.hann_window.yaml,3,dtype,the desired <dtype> of
494,5,88,"['desired', 'returned', 'tensor']",the desired layout of returned window tensor.,torch.hann_window.yaml,3,dtype,the desired <dtype> of
495,5,88,"['desired', 'returned', 'tensor']",the desired data type of returned Tensor.,torch.sparse.sum.yaml,3,dtype,the desired <dtype> of
496,5,88,"['desired', 'returned', 'tensor']",the desired data type of returned tensor.,torch.quantize_per_channel.yaml,3,dtype,the desired <dtype> of
497,5,88,"['desired', 'returned', 'tensor']",the desired device of returned tensor.,torch.zeros_like.yaml,3,dtype,the desired <dtype> of
498,5,88,"['desired', 'returned', 'tensor']",the desired data type of returned Tensor.,torch.zeros_like.yaml,3,dtype,the desired <dtype> of
499,5,88,"['desired', 'returned', 'tensor']",the desired layout of returned tensor.,torch.zeros_like.yaml,3,dtype,the desired <dtype> of
501,5,88,"['desired', 'returned', 'tensor']",the desired device of returned tensor.,torch.rand.yaml,3,dtype,the desired <dtype> of
502,5,88,"['desired', 'returned', 'tensor']",the desired data type of returned tensor.,torch.rand.yaml,3,dtype,the desired <dtype> of
510,5,88,"['desired', 'returned', 'tensor']",the desired memory format of returned Tensor.,torch.randn_like.yaml,3,cannot handle,
503,5,88,"['desired', 'returned', 'tensor']",the desired layout of returned Tensor.,torch.rand.yaml,3,dtype,the desired <dtype> of
504,5,88,"['desired', 'returned', 'tensor']",the desired device of returned tensor.,torch.eye.yaml,3,dtype,the desired <dtype> of
505,5,88,"['desired', 'returned', 'tensor']",the desired data type of returned tensor.,torch.eye.yaml,3,dtype,the desired <dtype> of
506,5,88,"['desired', 'returned', 'tensor']",the desired layout of returned Tensor.,torch.eye.yaml,3,dtype,the desired <dtype> of
507,5,88,"['desired', 'returned', 'tensor']",the desired device of returned tensor.,torch.randn_like.yaml,3,dtype,the desired <dtype> of
508,5,88,"['desired', 'returned', 'tensor']",the desired data type of returned Tensor.,torch.randn_like.yaml,3,dtype,the desired <dtype> of
509,5,88,"['desired', 'returned', 'tensor']",the desired layout of returned tensor.,torch.randn_like.yaml,3,dtype,the desired <dtype> of
511,5,88,"['desired', 'returned', 'tensor']",the desired data type of returned tensor.,torch.nn.functional.log_softmax.yaml,3,dtype,the desired <dtype> of
512,5,88,"['desired', 'returned', 'tensor']",the desired device of returned tensor.,torch.ones.yaml,3,dtype,the desired <dtype> of
513,5,88,"['desired', 'returned', 'tensor']",the desired data type of returned tensor.,torch.ones.yaml,3,dtype,the desired <dtype> of
514,5,88,"['desired', 'returned', 'tensor']",the desired layout of returned Tensor.,torch.ones.yaml,3,dtype,the desired <dtype> of
515,5,88,"['desired', 'returned', 'tensor']",the desired device of returned tensor.,torch.randperm.yaml,3,dtype,the desired <dtype> of
516,5,88,"['desired', 'returned', 'tensor']",the desired data type of returned tensor.,torch.randperm.yaml,3,dtype,the desired <dtype> of
517,5,88,"['desired', 'returned', 'tensor']",the desired layout of returned Tensor.,torch.randperm.yaml,3,dtype,the desired <dtype> of
518,5,88,"['desired', 'returned', 'tensor']",the desired data type of returned tensor.,torch.cumprod.yaml,3,dtype,the desired <dtype> of
519,5,88,"['desired', 'returned', 'tensor']",the desired device of returned tensor.,torch.triu_indices.yaml,3,dtype,the desired <dtype> of
520,5,88,"['desired', 'returned', 'tensor']",the desired data type of returned tensor.,torch.triu_indices.yaml,3,dtype,the desired <dtype> of
521,5,88,"['desired', 'returned', 'tensor']",the desired device of returned tensor.,torch.tril_indices.yaml,3,dtype,the desired <dtype> of
522,5,88,"['desired', 'returned', 'tensor']",the desired data type of returned tensor.,torch.tril_indices.yaml,3,dtype,the desired <dtype> of
523,5,88,"['desired', 'returned', 'tensor']",the desired device of returned tensor.,torch.linspace.yaml,3,dtype,the desired <dtype> of
524,5,88,"['desired', 'returned', 'tensor']",the desired data type of returned tensor.,torch.linspace.yaml,3,dtype,the desired <dtype> of
525,5,88,"['desired', 'returned', 'tensor']",the desired layout of returned Tensor.,torch.linspace.yaml,3,dtype,the desired <dtype> of
526,5,88,"['desired', 'returned', 'tensor']",the desired data type of returned tensor.,torch.quantize_per_tensor.yaml,3,dtype,the desired <dtype> of
527,5,88,"['desired', 'returned', 'tensor']",the desired device of returned tensor.,torch.hamming_window.yaml,3,dtype,the desired <dtype> of
528,5,88,"['desired', 'returned', 'tensor']",the desired data type of returned tensor.,torch.hamming_window.yaml,3,dtype,the desired <dtype> of
529,5,88,"['desired', 'returned', 'tensor']",the desired layout of returned window tensor.,torch.hamming_window.yaml,3,dtype,the desired <dtype> of
530,5,88,"['desired', 'returned', 'tensor']","the desired data type of returned tensor.If specified, the input tensor is casted to `dtype` before the operationis performed.",torch.prod.yaml,3,dtype,the desired <dtype> of
531,5,88,"['desired', 'returned', 'tensor']",the desired data type of returned tensor.,torch.norm.yaml,3,dtype,the desired <dtype> of
532,5,88,"['desired', 'returned', 'tensor']",the desired device of returned tensor.,torch.blackman_window.yaml,3,dtype,the desired <dtype> of
533,5,88,"['desired', 'returned', 'tensor']",the desired data type of returned tensor.,torch.blackman_window.yaml,3,dtype,the desired <dtype> of
534,5,88,"['desired', 'returned', 'tensor']",the desired layout of returned window tensor.,torch.blackman_window.yaml,3,dtype,the desired <dtype> of
535,5,88,"['desired', 'returned', 'tensor']",the desired device of returned tensor.,torch.as_tensor.yaml,3,dtype,the desired <dtype> of
536,5,88,"['desired', 'returned', 'tensor']",the desired data type of returned tensor.,torch.as_tensor.yaml,3,dtype,the desired <dtype> of
537,5,88,"['desired', 'returned', 'tensor']",the desired device of returned tensor.,torch.bartlett_window.yaml,3,dtype,the desired <dtype> of
538,5,88,"['desired', 'returned', 'tensor']",the desired data type of returned tensor.,torch.bartlett_window.yaml,3,dtype,the desired <dtype> of
539,5,88,"['desired', 'returned', 'tensor']",the desired layout of returned window tensor.,torch.bartlett_window.yaml,3,dtype,the desired <dtype> of
540,5,88,"['desired', 'returned', 'tensor']",the desired device of returned tensor.,torch.logspace.yaml,3,dtype,the desired <dtype> of
541,5,88,"['desired', 'returned', 'tensor']",the desired data type of returned tensor.,torch.logspace.yaml,3,dtype,the desired <dtype> of
542,5,88,"['desired', 'returned', 'tensor']",the desired layout of returned Tensor.,torch.logspace.yaml,3,dtype,the desired <dtype> of
543,5,88,"['desired', 'returned', 'tensor']",the desired data type of returned tensor.,torch.nn.functional.softmin.yaml,3,dtype,the desired <dtype> of
544,5,88,"['desired', 'returned', 'tensor']",the desired device of returned tensor.,torch.tensor.yaml,3,dtype,the desired <dtype> of
545,5,88,"['desired', 'returned', 'tensor']",the desired data type of returned tensor.,torch.tensor.yaml,3,dtype,the desired <dtype> of
546,5,88,"['desired', 'returned', 'tensor']",the desired device of returned tensor.,torch.sparse_coo_tensor.yaml,3,dtype,the desired <dtype> of
547,5,88,"['desired', 'returned', 'tensor']",the desired data type of returned tensor.,torch.sparse_coo_tensor.yaml,3,dtype,the desired <dtype> of
548,5,88,"['desired', 'returned', 'tensor']",the desired data type of returned tensor.,torch.cumsum.yaml,3,dtype,the desired <dtype> of
549,5,88,"['desired', 'returned', 'tensor']",the desired device of returned tensor.,torch.zeros.yaml,3,dtype,the desired <dtype> of
550,5,88,"['desired', 'returned', 'tensor']",the desired data type of returned tensor.,torch.zeros.yaml,3,dtype,the desired <dtype> of
551,5,88,"['desired', 'returned', 'tensor']",the desired layout of returned Tensor.,torch.zeros.yaml,3,dtype,the desired <dtype> of
559,5,88,"['desired', 'returned', 'tensor']",the desired memory format of returned Tensor.,torch.rand_like.yaml,3,cannot handle,
552,5,88,"['desired', 'returned', 'tensor']",the desired data type of returned tensor.,torch.nn.functional.softmax.yaml,3,dtype,the desired <dtype> of
553,5,88,"['desired', 'returned', 'tensor']",the desired device of returned tensor.,torch.randn.yaml,3,dtype,the desired <dtype> of
554,5,88,"['desired', 'returned', 'tensor']",the desired data type of returned tensor.,torch.randn.yaml,3,dtype,the desired <dtype> of
563,6,86,"['default', 'none']",Default: None.,torch.prod2.yaml,2,not useful,
567,6,86,"['default', 'none']","Default: if `None`, uses the current device for the default tensor type (see `torch.set_default_tensor_type()`).",torch.arange.yaml,2,not useful,
565,6,86,"['default', 'none']","Default: if `None`, uses a global default (see `torch.set_default_tensor_type()`).",torch.empty_strided.yaml,2,not useful,
566,6,86,"['default', 'none']",Default: None,torch.nn.functional.avg_pool3d.yaml,2,not useful,
555,5,88,"['desired', 'returned', 'tensor']",the desired layout of returned Tensor.,torch.randn.yaml,3,dtype,the desired <dtype> of
568,6,86,"['default', 'none']","Default: if `None`, uses a global default (see `torch.set_default_tensor_type()`).",torch.arange.yaml,2,not useful,
569,6,86,"['default', 'none']",Default: None,torch.nn.quantized.functional.avg_pool2d.yaml,2,not useful,
570,6,86,"['default', 'none']",Default: None.,torch.sum2.yaml,2,not useful,
571,6,86,"['default', 'none']",Default: None.,torch.sum.yaml,2,not useful,
572,6,86,"['default', 'none']",Default: None,torch.nn.functional.conv_transpose2d.yaml,2,not useful,
573,6,86,"['default', 'none']","Default: if `None`, defaults to the device of `input`.",torch.ones_like.yaml,2,not useful,
574,6,86,"['default', 'none']","Default: if `None`, defaults to the dtype of `input`.",torch.ones_like.yaml,2,not useful,
575,6,86,"['default', 'none']","Default: if `None`, defaults to the layout of `input`.",torch.ones_like.yaml,2,not useful,
576,6,86,"['default', 'none']",Default: `None`,torch.nn.functional.conv2d.yaml,2,not useful,
577,6,86,"['default', 'none']",Default: `None`,torch.irfft.yaml,2,not useful,
578,6,86,"['default', 'none']","Default: if `None`, defaults to the device of `input`.",torch.empty_like.yaml,2,not useful,
579,6,86,"['default', 'none']","Default: if `None`, defaults to the dtype of `input`.",torch.empty_like.yaml,2,not useful,
580,6,86,"['default', 'none']","Default: if `None`, defaults to the layout of `input`.",torch.empty_like.yaml,2,not useful,
