,freq,sequence,len
479,15,"['kernel', 'matrix']",2
480,15,"['nested', 'structure']",2
481,15,"['print', 'tensor']",2
482,14,"['tensor', 'reduce']",2
483,14,"['tensor', 'type', 'SOME_DTYPE', 'shape']",4
484,14,"['tensor', 'default']",2
485,14,"['tensor', 'shape', 'd', 'tensor', 'shape']",5
486,14,"['tensor', 'representing', 'shape']",3
487,14,"['tensor', 'batch', 'shape']",3
488,14,"['tensor', 'returns']",2
489,14,"['tensor', 'k']",2
490,14,"['tensor', 'size', 'dimension']",3
491,14,"['optional', 'SOME_STRUCTURE', 'SOME_DTYPE']",3
492,14,"['optional', 'tf', 'SOME_DTYPE']",3
493,14,"['optional', 'tf', 'SOME_DTYPE', 'SOME_DTYPE']",4
494,14,"['optional', 'tf', 'tf']",3
495,14,"['optional', 'returned', 'tensor']",3
496,14,"['SOME_DTYPE', 'SOME_DTYPE', 'tensor', 'number']",4
497,14,"['SOME_DTYPE', 'SOME_DTYPE', 'qint']",3
498,14,"['SOME_DTYPE', 'tensor', 'tensor']",3
499,14,"['SOME_DTYPE', 'shape', 'batch_size']",3
500,14,"['SOME_DTYPE', 'matrix']",2
501,14,"['SOME_DTYPE', 'qint', 'quint']",3
502,14,"['SOME_DTYPE', 'qint', 'quint', 'qint']",4
503,14,"['batch', 'depth']",2
504,14,"['batch', 'd', 'tensor']",3
505,14,"['format', 'batch']",2
506,14,"['SOME_STRUCTURE', 'none']",2
507,14,"['input', 'SOME_DTYPE']",2
508,14,"['dimensions', 'reduce']",2
509,14,"['d', 'tensor', 'shape', 'height', 'width', 'height', 'width']",7
510,14,"['d', 'tensor', 'shape', 'height', 'width', 'channels']",6
511,14,"['d', 'tensor', 'shape', 'shape']",4
512,14,"['d', 'tensor', 'value']",3
513,14,"['d', 'tensor', 'd', 'tensor']",4
514,14,"['d', 'tensor', 'dimension']",3
515,14,"['d', 'shape', 'in_channels']",3
516,14,"['d', 'array']",2
517,14,"['valid', 'values', 'default']",3
518,14,"['number', 'output']",2
519,14,"['none', 'default', 'reduces', 'dimensions']",4
520,14,"['default', 'none']",2
521,14,"['dtype', 'returned']",2
522,14,"['dtype', 'SOME_DTYPE', 'SOME_DTYPE']",3
523,14,"['shape', 'batch', 'tensor', 'shape']",4
524,14,"['shape', 'values']",2
525,14,"['value', 'input']",2
526,14,"['value', 'none']",2
527,14,"['index', 'axis', 'input', 'tensor']",4
528,14,"['tf', 'tf', 'tensor']",3
529,14,"['tf', 'tf', 'SOME_DTYPE']",3
530,14,"['tf', 'dataset']",2
531,14,"['function', 'tensor', 'tensor']",3
532,14,"['function', 'returns']",2
533,14,"['possibly', 'nested']",2
534,14,"['keepdims', 'reduced']",2
535,14,"['last', 'dimension', 'must']",3
536,14,"['n', 'dimensions']",2
537,14,"['n', 'SOME_DTYPE']",2
538,14,"['regularizer', 'function']",2
539,14,"['many', 'tensor']",2
540,14,"['nested', 'sequence']",2
541,13,"['tensor', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE']",6
542,13,"['tensor', 'shape', 'batch', 'shape']",4
543,13,"['tensor', 'returns', 'tensor']",3
544,13,"['tensor', 'none']",2
545,13,"['tensor', 'broadcastable']",2
546,13,"['tensor', 'first', 'dimension']",3
547,13,"['tensor', 'samples']",2
548,13,"['optional', 'tf', 'SOME_DTYPE', 'tf']",4
549,13,"['SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE']",13
550,13,"['SOME_DTYPE', 'SOME_DTYPE', 'qint', 'quint', 'qint']",5
551,13,"['SOME_DTYPE', 'returned', 'keras', 'variable']",4
552,13,"['SOME_DTYPE', 'representing', 'number']",3
553,13,"['SOME_DTYPE', 'tensor', 'single']",3
554,13,"['SOME_DTYPE', 'file']",2
555,13,"['SOME_DTYPE', 'height']",2
556,13,"['SOME_DTYPE', 'must']",2
557,13,"['SOME_DTYPE', 'spatial']",2
558,13,"['SOME_DTYPE', 'returns', 'tensor']",3
559,13,"['SOME_DTYPE', 'step', 'value']",3
560,13,"['SOME_DTYPE', 'object']",2
561,13,"['SOME_DTYPE', 'encoding']",2
562,13,"['defaults', 'value']",2
563,13,"['data', 'order']",2
564,13,"['batch', 'in_width']",2
565,13,"['batch', 'in_channels']",2
566,13,"['SOME_STRUCTURE', 'tensor', 'type']",3
567,13,"['SOME_STRUCTURE', 'columns']",2
568,13,"['SOME_STRUCTURE', 'SOME_STRUCTURE', 'SOME_DTYPE', 'specifying']",4
569,13,"['SOME_STRUCTURE', 'SOME_STRUCTURE', 'tensor']",3
570,13,"['dimension', 'order']",2
571,13,"['input', 'input']",2
572,13,"['must', 'match']",2
573,13,"['must', 'size']",2
574,13,"['d', 'tensor', 'shape', 'batch', 'height', 'width', 'height', 'width']",8
575,13,"['d', 'tensor', 'shape', 'batch', 'height', 'width', 'channels']",7
576,13,"['d', 'tensor', 'shape', 'd', 'tensor', 'shape']",6
577,13,"['d', 'tensor', 'batch_size']",3
578,13,"['d', 'height', 'width', 'tensor']",4
579,13,"['d', 'batch', 'tensor']",3
580,13,"['d', 'data_format']",2
581,13,"['type', 'output']",2
582,13,"['type', 'use']",2
583,13,"['default', 'set']",2
584,13,"['true', 'retains', 'reduced', 'dimensions', 'length']",5
585,13,"['true', 'tensor']",2
586,13,"['dtype', 'x']",2
587,13,"['dtype', 'tf', 'SOME_DTYPE']",3
588,13,"['dtype', 'broadcastable']",2
589,13,"['keras', 'keras']",2
590,13,"['one', 'case']",2
591,13,"['shape', 'data']",2
592,13,"['shape', 'input']",2
593,13,"['shape', 'data_format']",2
594,13,"['tf', 'SOME_DTYPE', 'tf', 'SOME_DTYPE']",4
595,13,"['tf', 'representing']",2
596,13,"['tf', 'experimental']",2
597,13,"['see', 'tf', 'behavior']",3
598,13,"['function', 'kernel']",2
599,13,"['function', 'matrix']",2
600,13,"['function', 'SOME_DTYPE']",2
601,13,"['feature', 'values']",2
602,13,"['specifies', 'input']",2
603,13,"['size', 'dimension', 'tensor']",3
604,13,"['size', 'last', 'dimension']",3
605,13,"['axis', 'compute']",2
606,13,"['sequence', 'tensor']",2
607,13,"['regularizer', 'function', 'applied']",3
608,13,"['vector', 'tensor']",2
609,13,"['print', 'many', 'entries', 'tensor']",4
610,13,"['keyword', 'arguments']",2
611,12,"['tensor', 'whose', 'data']",3
612,12,"['tensor', 'shape', 'n']",3
613,12,"['tensor', 'representing', 'number']",3
614,12,"['tensor', 'elements']",2
615,12,"['tensor', 'last']",2
616,12,"['tensor', 'indexedslices']",2
617,12,"['tensor', 'data_format']",2
618,12,"['optional', 'true']",2
619,12,"['optional', 'name', 'returned', 'tensor']",4
620,12,"['optional', 'dtype']",2
621,12,"['optional', 'type']",2
622,12,"['SOME_DTYPE', 'SOME_STRUCTURE', 'SOME_STRUCTURE', 'SOME_DTYPE', 'specifying', 'convolution']",6
623,12,"['SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'qint']",10
624,12,"['SOME_DTYPE', 'along']",2
625,12,"['SOME_DTYPE', 'tensor', 'python']",3
626,12,"['SOME_DTYPE', 'data']",2
627,12,"['SOME_DTYPE', 'corresponding']",2
628,12,"['SOME_DTYPE', 'random']",2
629,12,"['SOME_DTYPE', 'identifying']",2
630,12,"['SOME_DTYPE', 'maximum']",2
631,12,"['SOME_DTYPE', 'considered']",2
632,12,"['SOME_DTYPE', 'function']",2
633,12,"['defaults', 'keras']",2
634,12,"['data', 'input']",2
635,12,"['data', 'shape']",2
636,12,"['SOME_STRUCTURE', 'tensor', 'SOME_DTYPE']",3
637,12,"['SOME_STRUCTURE', 'dimension']",2
638,12,"['dimension', 'order', 'value', 'data_format', 'see', 'details']",6
639,12,"['input', 'values']",2
640,12,"['filter', 'dimension']",2
641,12,"['must', 'one', 'following', 'SOME_DTYPE', 'qint']",5
642,12,"['d', 'tensor', 'shape', 'height', 'width', 'd', 'tensor', 'shape', 'height', 'width']",10
643,12,"['d', 'tensor', 'shape', 'in_channels']",4
644,12,"['d', 'tensor', 'shape', 'num_boxes']",4
645,12,"['d', 'tensor', 'representing']",3
646,12,"['d', 'tensor', 'output']",3
647,12,"['d', 'tensor', 'size', 'dimension']",4
648,12,"['d', 'batch', 'height', 'width', 'channels', 'tensor']",6
649,12,"['d', 'containing']",2
650,12,"['d', 'length']",2
651,12,"['valid', 'case']",2
652,12,"['number', 'training']",2
653,12,"['default', 'e']",2
654,12,"['default', 'SOME_DTYPE']",2
655,12,"['true', 'input']",2
656,12,"['values', 'tensor']",2
657,12,"['used', 'tensor']",2
658,12,"['used', 'create', 'random']",3
659,12,"['used', 'input']",2
660,12,"['keras', 'file']",2
661,12,"['one', 'case', 'insensitive']",3
662,12,"['ordering', 'dimensions', 'inputs', 'channels_last', 'corresponds', 'inputs', 'shape', 'batch', 'channels', 'channels_first', 'corresponds', 'inputs', 'shape', 'batch', 'channels']",15
663,12,"['path', 'file']",2
664,12,"['value', 'used']",2
665,12,"['value', 'file']",2
666,12,"['value', 'values']",2
667,12,"['tf', 'function']",2
668,12,"['tf', 'dtype', 'SOME_DTYPE']",3
669,12,"['tf', 'object']",2
670,12,"['see', 'tf', 'compat', 'v', 'set_random_seed', 'behavior']",6
671,12,"['function', 'applied', 'kernel']",3
672,12,"['specifies', 'dimension']",2
673,12,"['size', 'dimension', 'input']",3
674,12,"['non', 'negative']",2
675,12,"['non', 'number']",2
676,12,"['output', 'shape']",2
677,12,"['n', 'valid', 'values', 'default']",4
678,12,"['resulting', 'tensor']",2
679,12,"['normal', 'distribution']",2
680,12,"['vector', 'SOME_DTYPE']",2
681,11,"['tensor', 'along']",2
682,11,"['tensor', 'type', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE']",7
683,11,"['tensor', 'tensor', 'tensor']",3
684,11,"['tensor', 'shape', 'data']",3
685,11,"['tensor', 'data', 'shape']",3
686,11,"['tensor', 'output', 'tensor']",3
687,11,"['tensor', 'python', 'array']",3
688,11,"['tensor', 'dtype', 'broadcastable']",3
689,11,"['tensor', 'targets']",2
690,11,"['tensor', 'num_classes']",2
691,11,"['tensor', 'sequence', 'tensor']",3
692,11,"['tensor', 'possibly']",2
693,11,"['tensor', 'nested']",2
694,11,"['SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'qint', 'quint', 'qint']",12
695,11,"['SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'tensor']",4
696,11,"['SOME_DTYPE', 'SOME_DTYPE', 'tf', 'tensor']",4
697,11,"['SOME_DTYPE', 'defaults']",2
698,11,"['SOME_DTYPE', 'representing', 'single']",3
699,11,"['SOME_DTYPE', 'tensor', 'x']",3
700,11,"['SOME_DTYPE', 'tf', 'representing']",3
701,11,"['SOME_DTYPE', 'elements']",2
702,11,"['SOME_DTYPE', 'e']",2
703,11,"['SOME_DTYPE', 'layer']",2
704,11,"['SOME_DTYPE', 'summary']",2
705,11,"['SOME_DTYPE', 'rank']",2
706,11,"['nwc', 'ncw']",2
707,11,"['defaults', 'true']",2
708,11,"['defaults', 'image_data_format', 'value', 'found', 'keras', 'config', 'file', '~', 'keras', 'keras', 'json']",11
709,11,"['data', 'order', 'batch']",3
710,11,"['data', 'format', 'data']",3
711,11,"['data', 'output']",2
712,11,"['batch', 'size']",2
713,11,"['format', 'data', 'batch']",3
714,11,"['SOME_STRUCTURE', 'SOME_DTYPE', 'shape']",3
715,11,"['SOME_STRUCTURE', 'SOME_DTYPE', 'd']",3
716,11,"['SOME_STRUCTURE', 'tensor', 'shape']",3
717,11,"['SOME_STRUCTURE', 'input', 'tensor']",3
718,11,"['SOME_STRUCTURE', 'names']",2
719,11,"['SOME_STRUCTURE', 'returned']",2
720,11,"['SOME_STRUCTURE', 'least']",2
721,11,"['dilation', 'input']",2
722,11,"['dimension', 'order', 'determined', 'value', 'data_format', 'see', 'details']",7
723,11,"['dimension', 'dimension']",2
724,11,"['set', 'cells']",2
725,11,"['set', 'true']",2
726,11,"['element', 'dimension']",2
727,11,"['dimensions', 'must']",2
728,11,"['must', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE']",14
729,11,"['must', 'range', 'rank', 'input_tensor', 'rank', 'input_tensor']",6
730,11,"['must', 'one', 'following', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'qint']",13
731,11,"['must', 'one', 'following', 'SOME_DTYPE', 'qint', 'quint']",6
732,11,"['must', 'one', 'following', 'SOME_DTYPE', 'qint', 'quint', 'qint']",7
733,11,"['must', 'value']",2
734,11,"['must', 'set']",2
735,11,"['must', 'none']",2
736,11,"['must', 'd']",2
737,11,"['d', 'tensor', 'type', 'shape']",4
738,11,"['d', 'tensor', 'shape', 'batch', 'height', 'width', 'channels', 'd', 'tensor', 'shape', 'height', 'width', 'channels']",13
739,11,"['d', 'tensor', 'data']",3
740,11,"['d', 'must']",2
741,11,"['d', 'type', 'dtype']",3
742,11,"['number', 'elements']",2
743,11,"['number', 'example']",2
744,11,"['number', 'channels']",2
745,11,"['default', 'n']",2
746,11,"['default', 'false']",2
747,11,"['values', 'SOME_DTYPE']",2
748,11,"['used', 'create', 'random', 'seed']",4
749,11,"['used', 'name']",2
750,11,"['dtype', 'SOME_DTYPE', 'tf']",3
751,11,"['one', 'valid', 'case', 'insensitive']",4
752,11,"['shape', 'output', 'tensor']",3
753,11,"['shape', 'dimension']",2
754,11,"['shape', 'dimensions']",2
755,11,"['python', 'tensor']",2
756,11,"['single', 'SOME_DTYPE', 'specifying']",3
757,11,"['single', 'spatial', 'dimensions']",3
758,11,"['either', 'must']",2
759,11,"['value', '!']",2
760,11,"['sorted', 'order']",2
761,11,"['tf', 'tf', 'SOME_DTYPE', 'tf']",4
762,11,"['tf', 'dtype', 'tf', 'tf']",4
763,11,"['tf', 'data', 'dataset']",3
764,11,"['tf', 'none']",2
765,11,"['function', 'tf']",2
766,11,"['size', 'window']",2
767,11,"['size', 'dimension', 'input', 'tensor']",4
768,11,"['non', 'SOME_DTYPE']",2
769,11,"['mapping', 'SOME_DTYPE']",2
770,11,"['possibly', 'nested', 'tensor']",3
771,11,"['axis', 'values']",2
772,11,"['random', 'generator']",2
773,11,"['data_format', 'data_format']",2
774,11,"['stride', 'sliding', 'window', 'dimension', 'input', 'tensor']",6
775,11,"['unique', 'SOME_DTYPE']",2
776,11,"['maximum', 'number']",2
777,11,"['never', 'set', 'channels_last']",3
778,11,"['outside', 'input']",2
779,11,"['numpy', 'array']",2
780,11,"['structure', 'tensor']",2
781,11,"['filter_height', 'filter_width']",2
782,11,"['broadcastable', 'x']",2
783,10,"['tensor', 'type', 'shape', 'in_channels']",4
784,10,"['tensor', 'tensor', 'dimension']",3
785,10,"['tensor', 'whose', 'shape']",3
786,10,"['tensor', 'shape', 'm']",3
787,10,"['tensor', 'must']",2
788,10,"['tensor', 'matrix']",2
789,10,"['tensor', 'corresponding']",2
790,10,"['tensor', 'least']",2
791,10,"['tensor', 'nested', 'tensor']",3
792,10,"['name', 'used']",2
793,10,"['optional', 'number']",2
794,10,"['optional', 'dtype', 'tf']",3
795,10,"['optional', 'dtype', 'SOME_DTYPE']",3
796,10,"['optional', 'dtype', 'SOME_DTYPE', 'tf']",4
797,10,"['SOME_DTYPE', 'SOME_DTYPE', 'tensor', 'representing', 'number']",5
798,10,"['SOME_DTYPE', 'axes']",2
799,10,"['SOME_DTYPE', 'compute']",2
800,10,"['SOME_DTYPE', 'path']",2
801,10,"['SOME_DTYPE', 'representing', 'threshold', 'deciding', 'boxes']",5
802,10,"['SOME_DTYPE', 'representing', 'score']",3
803,10,"['SOME_DTYPE', 'tensor', 'representing', 'boxes']",4
804,10,"['SOME_DTYPE', 'tensor', 'batch_size']",3
805,10,"['SOME_DTYPE', 'column']",2
806,10,"['SOME_DTYPE', 'nhwc']",2
807,10,"['SOME_DTYPE', 'd', 'tensor']",3
808,10,"['SOME_DTYPE', 'array']",2
809,10,"['SOME_DTYPE', 'spatial', 'dimensions']",3
810,10,"['SOME_DTYPE', 'supported']",2
811,10,"['SOME_DTYPE', 'serialized']",2
812,10,"['defaults', 'none']",2
813,10,"['batch', 'in_height', 'in_width']",3
814,10,"['format', 'data', 'order', 'batch']",4
815,10,"['SOME_STRUCTURE', 'SOME_DTYPE', 'SOME_DTYPE']",3
816,10,"['SOME_STRUCTURE', 'tensor', 'objects', 'type']",4
817,10,"['SOME_STRUCTURE', 'containing']",2
818,10,"['SOME_STRUCTURE', 'along']",2
819,10,"['SOME_STRUCTURE', 'keys']",2
820,10,"['input', 'shape']",2
821,10,"['input', 'batch']",2
822,10,"['set', 'element']",2
823,10,"['element', 'tensor']",2
824,10,"['must', 'one', 'following', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'qint', 'quint', 'qint']",15
825,10,"['d', 'tensor', 'shape', 'batch_size']",4
826,10,"['d', 'SOME_DTYPE', 'tensor', 'shape', 'num_boxes']",5
827,10,"['d', 'higher']",2
828,10,"['number', 'per', 'training']",3
829,10,"['number', 'classes', 'per']",3
830,10,"['number', 'buckets']",2
831,10,"['default', 'batch']",2
832,10,"['range', 'values']",2
833,10,"['range', 'input']",2
834,10,"['true', 'enables']",2
835,10,"['values', 'values']",2
836,10,"['channels_first', 'channels_last']",2
837,10,"['shape', 'filter_width']",2
838,10,"['python', 'SOME_DTYPE', 'SOME_DTYPE']",3
839,10,"['representing', 'batch']",2
840,10,"['single', 'value', 'spatial', 'dimensions']",4
841,10,"['single', 'tensor']",2
842,10,"['per', 'example']",2
843,10,"['either', 'default']",2
844,10,"['either', 'must', 'set']",3
845,10,"['value', 'shape']",2
846,10,"['value', 'e']",2
847,10,"['specified', 'calls', 'should_stop_fn']",3
848,10,"['tf', 'SOME_DTYPE', 'SOME_DTYPE', 'tf']",4
849,10,"['tf', 'SOME_DTYPE', 'tensor', 'representing']",4
850,10,"['tf', 'tf', 'SOME_DTYPE', 'tf', 'SOME_DTYPE']",5
851,10,"['tf', 'tensor', 'representing']",3
852,10,"['tf', 'dtype', 'tf', 'SOME_DTYPE', 'tf']",5
853,10,"['tf', 'dtype', 'tf', 'SOME_DTYPE', 'tf', 'SOME_DTYPE']",6
854,10,"['tf', 'ssparsetensor']",2
855,10,"['tf', 'summary']",2
856,10,"['invalid', 'input']",2
857,10,"['false', 'tensor']",2
858,10,"['function', 'applied', 'kernel', 'matrix']",4
859,10,"['function', 'output']",2
860,10,"['function', 'bias']",2
861,10,"['specifying', 'dilation_rate', 'value', '!']",4
862,10,"['specifying', 'value', '!', 'incompatible', 'specifying', 'value', '!']",7
863,10,"['specifying', 'stride']",2
864,10,"['size', 'window', 'dimension', 'input']",4
865,10,"['output', 'type']",2
866,10,"['height', 'width', 'dimensions']",3
867,10,"['h', 'w']",2
868,10,"['n', 'c']",2
869,10,"['n', 'tensor', 'shape']",3
870,10,"['padding', 'use']",2
871,10,"['algorithm', 'use']",2
872,10,"['ssparse', 'indices']",2
873,10,"['unique', 'SOME_DTYPE', 'identifying', 'input']",4
874,10,"['indicating', 'whether']",2
875,10,"['standard', 'deviation']",2
876,10,"['standard', 'layer', 'keyword', 'arguments']",4
877,10,"['currently', 'supported']",2
878,10,"['points', 'outside', 'boundaries', 'input', 'mode', 'constant']",6
879,10,"['key', 'tensor']",2
880,10,"['ndhwc', 'ncdhw']",2
881,9,"['tensor', 'SOME_DTYPE', 'returns', 'tensor']",4
882,9,"['tensor', 'type', 'shape', 'batch_size']",4
883,9,"['tensor', 'format']",2
884,9,"['tensor', 'tf', 'tf']",3
885,9,"['tensor', 'tf', 'tensor']",3
886,9,"['tensor', 'tf', 'ssparsetensor']",3
887,9,"['tensor', 'whose', 'dimension']",3
888,9,"['tensor', 'whose', 'size']",3
889,9,"['tensor', 'shape', 'representing']",3
890,9,"['tensor', 'dtype', 'x']",3
891,9,"['tensor', 'raggedtensor']",2
892,9,"['tensor', 'indices']",2
893,9,"['tensor', 'possibly', 'nested']",3
894,9,"['tensor', 'serialized']",2
895,9,"['operation', 'specific', 'seed']",3
896,9,"['optional', 'SOME_DTYPE', 'SOME_DTYPE', 'tensor']",4
897,9,"['optional', 'tf', 'dtype', 'tf', 'SOME_DTYPE', 'tf', 'SOME_DTYPE']",7
898,9,"['SOME_DTYPE', 'SOME_DTYPE', 'tensor', 'batch']",4
899,9,"['SOME_DTYPE', 'representing', 'batch']",3
900,9,"['SOME_DTYPE', 'tensor', 'representing', 'single']",4
901,9,"['SOME_DTYPE', 'objects']",2
902,9,"['SOME_DTYPE', 'axis', 'compute']",3
903,9,"['SOME_DTYPE', 'tf', 'tensor', 'representing']",4
904,9,"['SOME_DTYPE', 'height', 'width']",3
905,9,"['SOME_DTYPE', 'indicating', 'whether']",3
906,9,"['SOME_DTYPE', 'specify']",2
907,9,"['SOME_DTYPE', 'row']",2
908,9,"['SOME_DTYPE', 'castable', 'step', 'value']",4
909,9,"['SOME_DTYPE', 'unicode']",2
910,9,"['data', 'batch', 'in_channels']",3
911,9,"['data', 'tensor']",2
912,9,"['data', 'format', 'input']",3
913,9,"['data', 'height', 'width']",3
914,9,"['SOME_STRUCTURE', 'function']",2
915,9,"['SOME_STRUCTURE', 'feature', 'values']",3
916,9,"['SOME_STRUCTURE', 'n']",2
917,9,"['SOME_STRUCTURE', 'varlenfeature']",2
918,9,"['dilation', 'factor', 'dimension', 'input']",4
919,9,"['dilation', 'convolution']",2
920,9,"['set', 'k', 'k', 'skipped', 'cells', 'filter', 'element', 'dimension']",8
921,9,"['dimensions', 'tensor']",2
922,9,"['must', 'one', 'following', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE']",17
923,9,"['must', 'one', 'following', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'qint', 'quint', 'qint', 'SOME_DTYPE']",16
924,9,"['must', 'sorted']",2
925,9,"['must', 'known']",2
926,9,"['d', 'tensor', 'type', 'shape', 'in_channels']",5
927,9,"['d', 'SOME_DTYPE', 'tensor', 'python']",4
928,9,"['d', 'SOME_DTYPE', 'tensor', 'array']",4
929,9,"['d', 'SOME_DTYPE', 'batch_size']",3
930,9,"['d', 'values']",2
931,9,"['d', 'shape', 'depth']",3
932,9,"['d', 'shape', 'm']",3
933,9,"['d', 'filter_width']",2
934,9,"['type', 'input']",2
935,9,"['type', 'padding', 'algorithm', 'use']",4
936,9,"['type', 'returned']",2
937,9,"['type', 'value']",2
938,9,"['number', 'per', 'example']",3
939,9,"['number', 'convolution']",2
940,9,"['number', 'parallel']",2
941,9,"['none', 'value']",2
942,9,"['default', 'value', 'e']",3
943,9,"['default', 'n', 'c']",3
944,9,"['default', 'data_format', 'starts', 'nc']",4
945,9,"['values', 'sorted']",2
946,9,"['positive', 'SOME_DTYPE']",2
947,9,"['dtype', 'broadcastable', 'x']",3
948,9,"['shape', 'prefix', 'data', 'shape']",4
949,9,"['shape', 'type']",2
950,9,"['shape', 'num_classes']",2
951,9,"['shape', 'SOME_STRUCTURE']",2
952,9,"['shape', 'filter_height', 'filter_width']",3
953,9,"['shape', 'filter_width', 'in_channels']",3
954,9,"['elements', 'tensor']",2
955,9,"['python', 'SOME_DTYPE', 'tensor']",3
956,9,"['single', 'given']",2
957,9,"['single', 'dimension']",2
958,9,"['single', 'SOME_DTYPE', 'spatial', 'dimensions']",4
959,9,"['value', 'given']",2
960,9,"['value', 'summary']",2
961,9,"['keys', 'values']",2
962,9,"['tf', 'SOME_DTYPE', 'SOME_DTYPE', 'tensor']",4
963,9,"['tf', 'SOME_DTYPE', 'tf', 'tensor']",4
964,9,"['tf', 'tf', 'tensor', 'representing']",4
965,9,"['tf', 'must']",2
966,9,"['whether', 'batch']",2
967,9,"['function', 'applied', 'bias']",3
968,9,"['function', 'vector']",2
969,9,"['size', 'window', 'dimension', 'input', 'tensor']",5
970,9,"['non', 'negative', 'number']",3
971,9,"['possibly', 'nested', 'sequence', 'tensor']",4
972,9,"['nhwc', 'batch']",2
973,9,"['output', 'SOME_DTYPE']",2
974,9,"['channels', 'input']",2
975,9,"['n', 'm']",2
976,9,"['data_format', 'start', 'nc', 'data_format', 'starts', 'nc']",6
977,9,"['unique', 'SOME_DTYPE', 'identifying', 'input', 'feature']",5
978,9,"['sequence', 'first']",2
979,9,"['activation', 'function']",2
980,9,"['constraint', 'function', 'applied']",3
981,9,"['return', 'tensor']",2
982,9,"['ssparsetensor', 'type']",2
983,9,"['samples', 'containing']",2
984,9,"['depthwise', 'convolution']",2
985,9,"['replace', 'replacement_char']",2
986,8,"['tensor', 'along', 'dimension']",3
987,8,"['tensor', 'compute']",2
988,8,"['tensor', 'type', 'SOME_DTYPE', 'shape', 'batch_size', 'num_true']",6
989,8,"['tensor', 'type', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE']",8
990,8,"['tensor', 'tensor', 'along']",3
991,8,"['tensor', 'tf', 'ssparsetensor', 'tf']",4
992,8,"['tensor', 'input', 'tensor']",3
993,8,"['tensor', 'function']",2
994,8,"['tensor', 'shape', 'prefix', 'data', 'shape']",5
995,8,"['tensor', 'shape', 'batch_size', 'batch_size']",4
996,8,"['tensor', 'shape', 'type']",3
997,8,"['tensor', 'shape', 'data_format']",3
998,8,"['tensor', 'representing', 'batch']",3
999,8,"['tensor', 'last', 'dimension']",3
1000,8,"['tensor', 'axis']",2
1001,8,"['tensor', 'true']",2
1002,8,"['tensor', 'ssparsetensor', 'type']",3
1003,8,"['tensor', 'broadcastable', 'x']",3
1004,8,"['tensor', 'y']",2
1005,8,"['tensor', 'dimensions']",2
1006,8,"['tensor', 'possibly', 'nested', 'sequence', 'tensor']",5
1007,8,"['tensor', 'matching']",2
1008,8,"['name', 'scope']",2
1009,8,"['name', 'variable']",2
1010,8,"['name', 'summary']",2
1011,8,"['optional', 'default']",2
1012,8,"['optional', 'true', 'enables']",3
1013,8,"['optional', 'names']",2
1014,8,"['optional', 'prefix']",2
1015,8,"['optional', 'used']",2
1016,8,"['optional', 'batch']",2
1017,8,"['optional', 'function']",2
1018,8,"['optional', 'output']",2
