,freq,sequence,len
630,7,"['decay', 'rate', 'st', 'moment', 'estimates']",5
631,7,"['decay', 'rate', 'nd', 'moment', 'estimates']",5
632,7,"['width', 'size']",2
633,7,"['beta', 'scale']",2
634,7,"['moving', 'mean']",2
635,7,"['moving', 'variance']",2
636,7,"['optional', 'device', 'context']",3
637,7,"['optional', 'value', 'type', 'default', 'SOME_DTYPE']",5
638,7,"['alpha', 'parameter', 'distribution']",3
639,7,"['indicates', 'whether']",2
640,7,"['image', 'size']",2
641,7,"['row', 'ssparse']",2
642,7,"['g', 'b']",2
643,7,"['augmentation', 'param', 'ground']",3
644,7,"['augmentation', 'param', 'value', 'channel']",4
645,7,"['augmentation', 'param', 'probability']",3
646,7,"['color', 'space']",2
647,6,"['set', 'output', 'gradient']",3
648,6,"['set', 'ignored']",2
649,6,"['probability', 'apply', 'random']",3
650,6,"['lambda', 'parameter', 'rate', 'distribution']",4
651,6,"['output', 'default']",2
652,6,"['output', 'dim']",2
653,6,"['output', 'defined']",2
654,6,"['SOME_STRUCTURE', 'SOME_DTYPE', 'representing', 'names', 'users', 'want', 'excluding']",7
655,6,"['SOME_STRUCTURE', 'name', 'SOME_STRUCTURE']",3
656,6,"['desired', 'output']",2
657,6,"['given', 'input']",2
658,6,"['given', 'axis']",2
659,6,"['given', 'flattened', 'array', 'used']",4
660,6,"['input', 'array', 'array']",3
661,6,"['input', 'data', 'normalization']",3
662,6,"['input', 'data', 'size']",3
663,6,"['input', 'arrays']",2
664,6,"['input', 'h', 'w']",3
665,6,"['second', 'axis']",2
666,6,"['true', 'second']",2
667,6,"['true', 'weight']",2
668,6,"['true', 'triangular', 'matrix', 'lower', 'triangular', 'false', 'upper', 'triangular']",8
669,6,"['array', 'indices']",2
670,6,"['whether', 'pick', 'convolution', 'running', 'performance', 'test']",6
671,6,"['whether', 'use', 'global', 'moving', 'statistics', 'instead', 'local', 'batch', 'norm']",9
672,6,"['whether', 'use', 'length', 'input', 'mask', 'data', 'input']",7
673,6,"['whether', 'turn', 'cudnn']",3
674,6,"['axis', 'channel']",2
675,6,"['axis', 'along', 'input']",3
676,6,"['axis', 'along', 'compute', 'softmax']",4
677,6,"['axis', 'sub']",2
678,6,"['axis', 'corresponding', 'matrix']",3
679,6,"['axis', 'perform']",2
680,6,"['axis', 'split']",2
681,6,"['axis', 'sliced', 'supports', 'negative', 'indexes']",5
682,6,"['axes', 'perform']",2
683,6,"['axes', 'array']",2
684,6,"['axes', 'input']",2
685,6,"['dimension', 'd']",2
686,6,"['size', 'height']",2
687,6,"['size', 'width']",2
688,6,"['size', 'layer']",2
689,6,"['one', 'time']",2
690,6,"['label', 'array']",2
691,6,"['th', 'input']",2
692,6,"['value', 'indices']",2
693,6,"['data', 'type', 'array']",3
694,6,"['see', 'details']",2
695,6,"['means', 'top', 'k']",3
696,6,"['means', 'values']",2
697,6,"['default', 'threshold', 'used', 'set', 'none']",5
698,6,"['default', 'clip']",2
699,6,"['n', 'dimensional', 'input', 'array', 'form', 'max_sequence_length', 'batch_size', 'n']",8
700,6,"['used', 'padding']",2
701,6,"['defaults', 'input', 'dtype', 'defined', 'dtype', 'none']",6
702,6,"['SOME_DTYPE', 'factor', 'multiplied', 'b']",4
703,6,"['SOME_DTYPE', 'used']",2
704,6,"['SOME_DTYPE', 'axis']",2
705,6,"['none', 'flattened']",2
706,6,"['shape', 'k', 'process']",3
707,6,"['shape', 'empty', 'array']",3
708,6,"['shape', 'label']",2
709,6,"['shape', 'e', 'g', 'm', 'n', 'scale']",6
710,6,"['shape', 'm', 'n', 'scale']",4
711,6,"['number', 'arrays']",2
712,6,"['number', 'elements']",2
713,6,"['keys', 'values', 'interleaved']",3
714,6,"['turn', 'cudnn', 'layer']",3
715,6,"['turn', 'cudnn', 'operator']",3
716,6,"['cudnn', 'used', 'determines', 'effective', 'batch', 'size', 'kernel']",7
717,6,"['cudnn', 'used', 'controls', 'maximum', 'temporary', 'storage', 'used', 'tuning', 'best', 'cudnn', 'kernel', 'limited_workspace', 'strategy', 'used']",14
718,6,"['convolution', 'dilate', 'h', 'w', 'd', 'h', 'w']",7
719,6,"['convolution', 'kernel', 'size', 'h', 'w', 'd', 'h', 'w']",8
720,6,"['convolution', 'filter', 'channel', 'number']",4
721,6,"['convolution', 'stride', 'h', 'w', 'd', 'h', 'w']",7
722,6,"['kernel', 'size', 'w', 'h', 'w', 'd', 'h', 'w']",8
723,6,"['kernel', 'input']",2
724,6,"['empty', 'default', 'layout', 'ncw', 'd', 'nchw', 'd', 'ncdhw', 'd', 'nhwc', 'ndhwc', 'supported', 'gpu']",13
725,6,"['maximum', 'temporary', 'workspace', 'allowed', 'mb', 'parameter', 'two', 'usages']",8
726,6,"['maximum', 'workspace', 'allowed', 'convolution']",4
727,6,"['maximum', 'SOME_DTYPE', 'value', 'possibly', 'produced']",5
728,6,"['maximum', 'SOME_DTYPE', 'value', 'form', 'SOME_DTYPE', 'obtained', 'calibration']",7
729,6,"['minimum', 'SOME_DTYPE', 'value', 'possibly', 'produced']",5
730,6,"['minimum', 'SOME_DTYPE', 'value', 'form', 'SOME_DTYPE', 'obtained', 'calibration']",7
731,6,"['parameter', 'gamma', 'distribution']",3
732,6,"['parameter', 'negative']",2
733,6,"['parameter', '\\', 'lrn', 'expression']",4
734,6,"['zero', 'pad', 'convolution', 'h', 'w', 'd', 'h', 'w']",8
735,6,"['zero', 'convolution', 'w', 'h', 'w', 'd', 'h', 'w']",8
736,6,"['stride', 'w', 'h', 'w', 'd', 'h', 'w']",7
737,6,"['specify', 'bound', 'indices']",3
738,6,"['along', 'split']",2
739,6,"['along', 'sliced', 'supports', 'negative', 'indexes']",5
740,6,"['vector', 'SOME_STRUCTURE', 'lengths', 'form', 'batch_size']",5
741,6,"['index', 'along', 'dimensions', 'used', 'reshaping']",5
742,6,"['clip', 'means', 'clip', 'range']",4
743,6,"['momentum', 'moving', 'average']",3
744,6,"['term', 'quadratic', 'function']",3
745,6,"['width', 'height', 'random']",3
746,6,"['top', 'elements']",2
747,6,"['epsilon', 'parameter', 'prevent', 'division']",4
748,6,"['usually', 'e']",2
749,6,"['fix', 'gamma', 'training']",3
750,6,"['scale', 'output', 'shape', 'm', 'n']",5
751,6,"['mean', 'value', 'subtracted']",3
752,6,"['use', 'transposed', 'triangular', 'matrix']",4
753,6,"['use', 'mxnet']",2
754,6,"['force', 'change', 'batch', 'norm', 'scale', 'shift', 'operator']",7
755,6,"['change', 'value']",2
756,6,"['refer', 'lower', 'triangular', 'matrix', 'lower', 'true', 'refer', 'upper', 'otherwise']",9
757,6,"['relevant', 'offset']",2
758,6,"['optional', 'device', 'context', 'default', 'current', 'default', 'context']",7
759,6,"['ignored', 'input']",2
760,6,"['ignored', 'random_resized_crop']",2
761,6,"['encoded', 'corner']",2
762,6,"['x', 'y', 'x', 'y', 'top', 'left', 'right', 'corners', 'designated', 'region', 'interest']",11
763,6,"['target', 'shape']",2
764,6,"['multiply', 'triangular', 'matrix', 'right', 'non', 'triangular', 'one']",7
765,6,"['multiply', 'transposed', 'first', 'input']",4
766,6,"['multiply', 'transposed', 'second', 'input', 'b']",5
767,6,"['sub', 'arrays']",2
768,6,"['k', 'elements']",2
769,6,"['operand', 'function']",2
770,6,"['image', 'width']",2
771,6,"['random', 'value', 'channel', 'hsl', 'color', 'space']",6
772,6,"['random', 'seed']",2
773,6,"['original', 'SOME_DTYPE', 'SOME_DTYPE']",3
774,6,"['multi', 'indices']",2
775,6,"['indices', 'mentioned', 'large', 'replaced', 'index', 'addresses', 'last', 'element', 'along', 'axis']",10
776,6,"['indices', 'slice', 'operation', 'supports', 'negative', 'indices']",6
777,6,"['fp', 'data']",2
778,6,"['according', 'input']",2
779,6,"['flattened', 'input']",2
780,6,"['device', 'id']",2
781,6,"['internal', 'state']",2
782,6,"['bounding', 'box', 'coordinates', 'd', 'array', 'batch_index', 'x', 'y', 'x', 'y']",10
783,6,"['batch_index', 'indicates', 'index', 'corresponding', 'image', 'input']",6
784,6,"['transformation', 'type']",2
785,6,"['elements', 'size']",2
786,6,"['elements', 'set', 'false']",3
787,6,"['augmentation', 'param', 'ground', 'truths']",4
788,6,"['augmentation', 'param', 'crop', 'ground']",4
789,6,"['augmentation', 'param', 'probability', 'random']",4
790,6,"['param', 'image']",2
791,6,"['dataset', 'param']",2
792,6,"['r', 'input']",2
793,6,"['positional', 'input', 'arguments']",3
794,6,"['valid', 'divided']",2
795,6,"['valid', 'elements']",2
796,6,"['wrap', 'means', 'wrap', 'around']",4
797,6,"['temperature', 'parameter', 'softmax']",3
798,6,"['ndarrays', 'shape', 'e', 'g', 'x', 'y', 'output', 'shape', 'x', 'y', 'm', 'n', 'm', 'n', 'samples', 'drawn', 'pair']",17
799,6,"['ndim', 'ndim']",2
800,6,"['activation', 'function', 'applied']",3
801,6,"['calib_mode', 'calibration', 'thresholds']",3
802,6,"['calib_mode', 'thresholds', 'quantization']",3
803,6,"['calib_mode', 'min', 'max']",3
804,6,"['calib_mode', 'layer', 'outputs', 'calibration', 'dataset']",5
805,6,"['sampling', 'scale']",2
806,6,"['target_shape', 'ignored']",2
807,6,"['deconvolution', 'kernel']",2
808,6,"['ending', 'index', 'along']",3
809,6,"['beginning', 'index', 'along']",3
810,6,"['cropped', 'area', 'image']",3
811,6,"['cropped', 'area', 'image', 'must']",4
812,6,"['cropped', 'area', 'supplied']",3
813,6,"['add', 'random', 'value']",3
814,5,"['set', 'true', 'grad', 'storage', 'type', 'row_ssparse']",6
815,5,"['set', 'dim']",2
816,5,"['set', 'shape']",2
817,5,"['set', 'valid']",2
818,5,"['set', 'value']",2
819,5,"['compute', 'row', 'ssparse', 'gradient', 'backward', 'calculation']",6
820,5,"['output', 'height', 'width']",3
821,5,"['SOME_STRUCTURE', 'arrays', 'concatenate']",3
822,5,"['SOME_STRUCTURE', 'input']",2
823,5,"['desired', 'storage', 'type', 'forward', 'output', 'given', 'user', 'thecombination', 'input', 'storage', 'types', 'hint', 'matchany', 'implemented', 'ones', 'dot', 'operator', 'perform', 'fallback', 'operationand', 'still', 'produce', 'output', 'desired', 'storage', 'type']",26
824,5,"['type', 'data']",2
825,5,"['input', 'array', 'embedding', 'operator']",4
826,5,"['input', 'matrix']",2
827,5,"['true', 'transpose', 'first', 'input', 'dot']",5
828,5,"['true', 'transpose', 'second', 'input', 'dot']",5
829,5,"['true', 'lazy', 'updates', 'applied', 'gradient', 'stype', 'row_ssparse', 'weight', 'momentum', 'stype']",10
830,5,"['true', 'output']",2
831,5,"['true', 'shape']",2
832,5,"['true', 'last']",2
833,5,"['array', 'along']",2
834,5,"['whether', 'sort']",2
835,5,"['whether', 'numpy', 'semantics']",3
836,5,"['whether', 'collapse', 'first', 'axis', 'input', 'data', 'tensor']",7
837,5,"['whether', 'profile', 'kvstore', 'server', 'worker']",5
838,5,"['whether', 'order']",2
839,5,"['axis', 'along', 'split']",3
840,5,"['axis', 'sub', 'arrays']",3
841,5,"['axis', 'indices']",2
842,5,"['dimension', 'embedding', 'vectors']",3
843,5,"['dimension', 'concated']",2
844,5,"['size', 'SOME_DTYPE']",2
845,5,"['size', 'global']",2
846,5,"['size', 'sub']",2
847,5,"['vocabulary', 'size', 'input', 'indices']",4
848,5,"['value', 'assigned']",2
849,5,"['value', 'negative']",2
850,5,"['data', 'type', 'output', 'array']",4
851,5,"['data', 'type', 'weight']",3
852,5,"['standard', 'deviation', 'distribution']",3
853,5,"['context', 'data', 'loader', 'optimized']",4
854,5,"['dtype', 'SOME_DTYPE']",2
855,5,"['SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE']",3
856,5,"['SOME_DTYPE', 'width']",2
857,5,"['none', 'means', 'change']",3
858,5,"['upper', 'bound', 'distribution']",3
859,5,"['lower', 'bound', 'distribution']",3
860,5,"['shape', 'input', 'shape']",3
861,5,"['shape', 'distributions']",2
862,5,"['shape', 'scale', 'SOME_DTYPE']",3
863,5,"['shape', 'scale', 'shape']",3
864,5,"['shape', 'tensor']",2
865,5,"['shape', 'instead']",2
866,5,"['file', 'directory', 'path']",3
867,5,"['number', 'element']",2
868,5,"['number', 'times']",2
869,5,"['number', 'hidden', 'nodes', 'output']",4
870,5,"['number', 'channels']",2
871,5,"['number', 'equal']",2
872,5,"['maximum', 'number', 'batches', 'prefetch']",4
873,5,"['index', 'negative']",2
874,5,"['height', 'size']",2
875,5,"['height', 'ignored']",2
876,5,"['height', 'width', 'height']",3
877,5,"['area', 'bilinear']",2
878,5,"['area', 'interpolation']",2
879,5,"['width', 'height', 'width']",3
880,5,"['width', 'ignored']",2
881,5,"['specified', 'type']",2
882,5,"['must', 'less']",2
883,5,"['calibration', 'used']",2
884,5,"['scale', 'shape', 'shape']",3
885,5,"['scale', 'shape', 'scale']",3
886,5,"['change', 'width', 'height']",3
887,5,"['matrix', 'row']",2
888,5,"['optional', 'size']",2
889,5,"['indicates', 'data']",2
890,5,"['interpolation', 'x', 'pixel']",3
891,5,"['image', 'image']",2
892,5,"['image', 'file']",2
893,5,"['image', 'scale']",2
894,5,"['bilinear', 'interpolation']",2
895,5,"['random', 'cropping']",2
896,5,"['shorter', 'edge']",2
897,5,"['supports', 'negative', 'values']",3
898,5,"['path', 'image']",2
899,5,"['outputs', 'layer']",2
900,5,"['numpy', 'SOME_STRUCTURE']",2
901,5,"['passed', 'defaults', 'worker']",3
902,5,"['would', 'like']",2
903,5,"['align', 'using']",2
904,5,"['augmentation', 'param', 'crop', 'ground', 'truths']",5
905,5,"['augmentation', 'param', 'color']",3
906,5,"['augmentation', 'param', 'mean']",3
907,5,"['augmentation', 'param', 'probability', 'apply']",4
908,5,"['param', 'data']",2
909,5,"['param', 'whether']",2
910,5,"['aspect', 'ratio']",2
911,5,"['r', 'g', 'b']",3
912,5,"['error', 'raised', 'data']",3
913,5,"['valid', 'true']",2
914,5,"['embedding', 'weight', 'matrix']",3
915,5,"['server', 'profiled', 'kvstore', 'type', 'dist']",5
916,5,"['ascending', 'order']",2
917,5,"['deprecated!', 'use', 'instead']",3
918,5,"['ending', 'supports', 'negative']",3
