API,Arg,Descp,Normalized_descp,dtype,tensor_t,structure,shape,ndim,range,enum
mxnet.ndarray.op.repeat,axis,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.contrib.MultiBoxTarget,negative_mining_ratio,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.random.generalized_negative_binomial_like,mu,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.op.norm,out_dtype,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.multi_lars,eps,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.op.linalg_trsm,transpose,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.Convolution,cudnn_off,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.Softmax,multi_output,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.op.broadcast_axes,axis,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.reverse,axis,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.mp_nag_mom_update,rescale_grad,DF: _Null,DEFAULT Null,,,,,,,
mxnet.contrib.ndarray.BilinearResize2D,mode,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.linalg.gemm2,transpose_a,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.Embedding,sparse_grad,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.Pooling,global_pool,DF: _Null,DEFAULT Null,,,,,,,
mxnet.contrib.ndarray.box_nms,background_id,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.contrib.SyncBatchNorm,output_mean_var,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.sparse.mean,keepdims,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.op.Softmax,out_grad,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.contrib.quantized_conv,cudnn_off,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.linalg_extracttrian,offset,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.contrib.Proposal,output_score,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.op.moments,keepdims,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.take,axis,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.op.scatter_nd,shape,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.random.exponential_like,lam,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.contrib.box_nms,in_format,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.RNN,lstm_state_clip_max,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.contrib.MultiProposal,rpn_min_size,DF: _Null,DEFAULT Null,,,,,,,
mxnet.contrib.ndarray.CTCLoss,blank_label,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.op.smooth_l1,scalar,DF: _Null,DEFAULT Null,,,,,,,
mxnet.contrib.ndarray.quantized_conv,num_group,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.op.FullyConnected,no_bias,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.MAERegressionOutput,grad_scale,DF: _Null,DEFAULT Null,,,,,,,
mxnet.contrib.ndarray.quantized_pooling,count_include_pad,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.space_to_depth,block_size,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.op.ftml_update,beta2,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.argmax,keepdims,DF: _Null,DEFAULT Null,,,,,,,
mxnet.contrib.ndarray.PSROIPooling,output_dim,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.op.softmax,dtype,DF: _Null,DEFAULT Null,,,,,,,
mxnet.contrib.ndarray.quantized_conv,cudnn_tune,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.op.multi_lars,rescale_grad,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.op.sgd_mom_update,momentum,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.min,axis,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.op.mp_lamb_update_phase1,wd,DF: _Null,DEFAULT Null,,,,,,,
mxnet.image.copyMakeBorder,top,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.Deconvolution,num_filter,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.linalg.trmm,transpose,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.op.random_uniform,dtype,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.Correlation,stride2,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.op.BilinearSampler,cudnn_off,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.contrib.quadratic,b,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.contrib.box_nms,force_suppress,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.contrib.DeformablePSROIPooling,trans_std,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.SequenceReverse,use_sequence_length,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.ROIPooling,pooled_size,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.linalg.trsm,alpha,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.contrib.allclose,atol,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.nag_mom_update,wd,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.Pooling,pooling_convention,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.sparse.sgd_mom_update,lazy_update,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.contrib.SyncBatchNorm,fix_gamma,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.sparse.dot,transpose_a,DF: _Null,DEFAULT Null,,,,,,,
mxnet.contrib.ndarray.DeformablePSROIPooling,sample_per_part,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.swapaxes,dim1,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.op.max_axis,axis,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.contrib.SparseEmbedding,output_dim,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.op.Convolution,dilate,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.contrib.bipartite_matching,threshold,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.op.Pooling,stride,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.op.SoftmaxOutput,grad_scale,DF: _Null,DEFAULT Null,,,,,,,
mxnet.contrib.ndarray.group_adagrad_update,rescale_grad,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.contrib.CTCLoss,use_label_lengths,DF: _Null,DEFAULT Null,,,,,,,
mxnet.contrib.ndarray.box_nms,overlap_thresh,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.op.random_uniform,low,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.op.log_softmax,dtype,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.contrib.DeformableConvolution,num_deformable_group,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.mean,keepdims,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.linalg.trsm,transpose,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.linalg_gemm2,alpha,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.sparse.adam_update,lazy_update,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.contrib.quantize,out_type,DF: _Null,DEFAULT Null,,,,,,,
mxnet.contrib.ndarray.PSROIPooling,pooled_size,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.random_uniform,ctx,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.linalg_extracttrian,lower,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.contrib.quantized_conv,no_bias,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.slice_like,axes,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.op.LRN,knorm,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.Deconvolution,no_bias,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.argsort,is_ascend,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.MakeLoss,normalization,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.mp_sgd_mom_update,lr,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.op.GridGenerator,target_shape,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.random.negative_binomial_like,p,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.op.signsgd_update,rescale_grad,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.op.rmsprop_update,rescale_grad,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.sgd_mom_update,lr,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.contrib.bipartite_matching,topk,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.split,num_outputs,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.Dropout,mode,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.op.ftrl_update,wd,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.random.normal_like,loc,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.op.nansum,exclude,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.sample_multinomial,get_prob,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.sparse.adam_update,rescale_grad,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.multi_lars,rescale_grad,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.op.Pooling,pooling_convention,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.op.diag,axis2,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.random_pdf_gamma,is_log,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.signsgd_update,rescale_grad,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.ftrl_update,beta,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.transpose,axes,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.ftml_update,rescale_grad,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.min_axis,keepdims,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.Deconvolution,cudnn_tune,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.op.sum_axis,exclude,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.op.LeakyReLU,slope,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.SwapAxis,dim2,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.BatchNorm,fix_gamma,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.op.ftrl_update,lr,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.contrib.arange_like,step,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.op.SequenceMask,value,DF: _Null,DEFAULT Null,,,,,,,
mxnet.contrib.ndarray.SparseEmbedding,input_dim,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.contrib.quantized_batch_norm,output_mean_var,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.ctc_loss,blank_label,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.op.max,axis,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.GroupNorm,output_mean_var,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.op.ftml_update,lr,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.random.generalized_negative_binomial,dtype,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.LRN,nsize,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.op.split,squeeze_axis,DF: _Null,DEFAULT Null,,,,,,,
mxnet.contrib.ndarray.BilinearResize2D,scale_width,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.contrib.box_decode,std2,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.pick,mode,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.contrib.BilinearResize2D,mode,DF: _Null,DEFAULT Null,,,,,,,
mxnet.ndarray.mp_lamb_update_phase2,lr,DF: _Null,DEFAULT Null,,,,,,,
mxnet.contrib.onnx.export_model,input_type,DF: <classnumpy.float32>,DEFAULT REXPR,,,,,,,
mxnet.test_utils.assert_almost_equal,rtol,The relative threshold. Default threshold will be used if set to `None`.,Default threshold will be used if set to QSTR,,,,,,,
mxnet.ndarray.op.Pooling,count_include_pad,"Only used for AvgPool, specify whether to count padding elements for averagecalculation. For example, with a 5*5 kernel on a 3*3 corner of a image,the sum of the 9 valid elements will be divided by 25 if this is set to true,or it will be divided by 9 if this is set to false. Defaults to true.",Defaults to CONSTANT_BOOL,bool,,,,0,,
mxnet.contrib.ndarray.quantized_pooling,count_include_pad,"Only used for AvgPool, specify whether to count padding elements for averagecalculation. For example, with a 5*5 kernel on a 3*3 corner of a image,the sum of the 9 valid elements will be divided by 25 if this is set to true,or it will be divided by 9 if this is set to false. Defaults to true.",Defaults to CONSTANT_BOOL,bool,,,,0,,
mxnet.ndarray.contrib.quantized_conv,dilate,"Convolution dilate: (w,), (h, w) or (d, h, w). Defaults to 1 for each dimension.",Defaults to CONSTANT_NUM for each dimension,,,,,,,
mxnet.ndarray.op.Convolution,dilate,"Convolution dilate: (w,), (h, w) or (d, h, w). Defaults to 1 for each dimension.",Defaults to CONSTANT_NUM for each dimension,,,,,,,
mxnet.ndarray.op.Pooling,stride,"Stride: for pooling (y, x) or (d, y, x). Defaults to 1 for each dimension.",Defaults to CONSTANT_NUM for each dimension,,,,,,,
mxnet.ndarray.op.random_uniform,dtype,DType of the output in case this can't be inferred. Defaults to float32 if not defined (dtype=None).,Defaults to D_TYPE if not defined dtype None,dtype,,,,0,,
mxnet.ndarray.ones,ctx,An optional device context. Defaults to the current default context (`mxnet.context.current_context()`).,Defaults to the current default context mxnet context current_context,,,,,,,
mxnet.ndarray.op.softmax,dtype,DType of the output in case this can't be inferred. Defaults to the same as input's dtype if not defined (dtype=None).,Defaults to the same as input dtype if not defined dtype None,,,,,,,
mxnet.ndarray.op.log_softmax,dtype,DType of the output in case this can't be inferred. Defaults to the same as input's dtype if not defined (dtype=None).,Defaults to the same as input dtype if not defined dtype None,,,,,,,
mxnet.contrib.quantization.quantize_model,ctx,"Defines the device that users want to run forward propagation on the calibration dataset for collecting layer output statistics. Currently, only supports single context.",Defines the device that users want to run forward propagation on the calibration dataset for collecting layer output statistics,,,,,,,
mxnet.contrib.quantization.quantize_net,ctx,"Defines the device that users want to run forward propagation on the calibration dataset for collecting layer output statistics. Currently, only supports single context.",Defines the device that users want to run forward propagation on the calibration dataset for collecting layer output statistics,,,,,,,
mxnet.ndarray.linspace,ctx,Device context. Default context is the current default context.,Device context,,,,,,,
mxnet.ndarray.contrib.SparseEmbedding,output_dim,Dimension of the embedding vectors.,Dimension of the embedding D_STRUCTURE,int,,,,,,
mxnet.gluon.nn.GlobalMaxPool1D,layout,"Dimension ordering of data and out ('NCW' or 'NWC'). 'N', 'C', 'W' stands for batch, channel, and width (time) dimensions respectively. Pooling is applied on the W dimension.",Dimension ordering of data and out QSTR,int,,,,,,
mxnet.ndarray.op.random_uniform,dtype,DType of the output in case this can't be inferred. Defaults to float32 if not defined (dtype=None).,DType of the output in case this can t be inferred,dtype,,,,,,
mxnet.ndarray.op.softmax,dtype,DType of the output in case this can't be inferred. Defaults to the same as input's dtype if not defined (dtype=None).,DType of the output in case this can t be inferred,dtype,,,,,,
mxnet.ndarray.op.log_softmax,dtype,DType of the output in case this can't be inferred. Defaults to the same as input's dtype if not defined (dtype=None).,DType of the output in case this can t be inferred,dtype,,,,,,
mxnet.gluon.nn.MaxPool2D,strides,"Factor by which to downscale. E.g. 2 will halve the input size. If None, it will default to pool_size.",E g,,,,,,,
mxnet.contrib.ndarray.arange_like,repeat,"The repeating time of all elements. E.g repeat=3, the element a will be repeated three times -> a, a, a.",E g repeat CONSTANT_NUM the element a will be repeated three times REXPR a a,,,,,,,
mxnet.test_utils.numeric_grad,eps,Epsilon for the finite-difference method.,Epsilon for the finite difference method,,,,,,,
mxnet.test_utils.check_symbolic_backward,expected,expected gradient values   if type is list of np.ndarrayContains arrays corresponding to exe.grad_arrays,expected gradient values if type is D_STRUCTURE of np ndarrayContains D_STRUCTURE corresponding to exe grad_arrays,numeric,,,,,,
mxnet.gluon.nn.MaxPool2D,strides,"Factor by which to downscale. E.g. 2 will halve the input size. If None, it will default to pool_size.",Factor by which to downscale,numeric,,,,,,
mxnet.ndarray.modulo,lhs,First array in modulo.,First D_STRUCTURE in modulo,,,D_STRUCTURE,,,,
mxnet.ndarray.maximum,lhs,First array to be compared.,First D_STRUCTURE to be compared,,,D_STRUCTURE,,,,
mxnet.ndarray.elemwise_add,lhs,first input,first input,,,,,,,
mxnet.ndarray.broadcast_equal,lhs,First input to the function,First input to the function,,,,,,,
mxnet.contrib.ndarray.PSROIPooling,output_dim,fix output dim,fix output dim,int,,,,,,
mxnet.ndarray.contrib.SyncBatchNorm,fix_gamma,Fix gamma while training,Fix PARAM while training,,,,,CONSTANT_NUM,,
mxnet.contrib.ndarray.PSROIPooling,pooled_size,fix pooled size,fix pooled size,int,,,,,"[0,inf)",
mxnet.contrib.ndarray.DeformablePSROIPooling,sample_per_part,fix samples per part,fix samples per part,,,,,,,
mxnet.ndarray.contrib.DeformablePSROIPooling,trans_std,fix transition std,fix transition std,,,,,,,
mxnet.ndarray.random.multinomial,data,"An n dimensional array whose last dimension has length k, where k is the number of possible outcomes of each multinomial distribution. For example, data with shape (m, n, k) specifies m*n multinomial distributions each with k possible outcomes.",For example data with PARAM BSTR specifies m n multinomial distributions each with k possible outcomes,,,,,,,
mxnet.ndarray.op.Pooling,count_include_pad,"Only used for AvgPool, specify whether to count padding elements for averagecalculation. For example, with a 5*5 kernel on a 3*3 corner of a image,the sum of the 9 valid elements will be divided by 25 if this is set to true,or it will be divided by 9 if this is set to false. Defaults to true.",For example with a CONSTANT_NUM CONSTANT_NUM PARAM on a CONSTANT_NUM CONSTANT_NUM corner of a image the sum of the CONSTANT_NUM valid elements will be divided by CONSTANT_NUM if this is set to CONSTANT_BOOL or it will be divided by CONSTANT_NUM if this is set to CONSTANT_BOOL,,,,,,,
mxnet.contrib.ndarray.quantized_pooling,count_include_pad,"Only used for AvgPool, specify whether to count padding elements for averagecalculation. For example, with a 5*5 kernel on a 3*3 corner of a image,the sum of the 9 valid elements will be divided by 25 if this is set to true,or it will be divided by 9 if this is set to false. Defaults to true.",For example with a CONSTANT_NUM CONSTANT_NUM PARAM on a CONSTANT_NUM CONSTANT_NUM corner of a image the sum of the CONSTANT_NUM valid elements will be divided by CONSTANT_NUM if this is set to CONSTANT_BOOL or it will be divided by CONSTANT_NUM if this is set to CONSTANT_BOOL,,,,,,,
mxnet.gluon.nn.BatchNorm,axis,"The axis that should be normalized. This is typically the channels (C) axis. For instance, after a Conv2D layer with layout='NCHW', set axis=1 in BatchNorm. If layout='NHWC', then set axis=3.",For instance after a Conv2D layer with layout QSTR set axis CONSTANT_NUM in BatchNorm,,,,,,,
mxnet.ndarray.op.ftml_update,beta2,Generally close to 1.,Generally close to CONSTANT_NUM,int,,,,,,
mxnet.ndarray.op.multi_mp_sgd_update,clip_gradient,"Clip gradient to the range of [-clip_gradient, clip_gradient] If clip_gradient <= 0, gradient clipping is turned off. grad = max(min(grad, clip_gradient), -clip_gradient).",grad max BSTR,,,,,,,
mxnet.ndarray.multi_sgd_mom_update,clip_gradient,"Clip gradient to the range of [-clip_gradient, clip_gradient] If clip_gradient <= 0, gradient clipping is turned off. grad = max(min(grad, clip_gradient), -clip_gradient).",grad max BSTR,,,,,,,
mxnet.ndarray.op.multi_lars,rescale_grad,Gradient rescaling factor,Gradient rescaling factor,,,,,,,
mxnet.image.imresize,h,Height of resized image.,Height of resized image,numeric,,,,,"[0,inf)",
mxnet.ndarray.op.nansum,axis,"The axis or axes along which to perform the reduction.  The default, axis=(), will compute over all elements into a scalar array with shape (1,). If axis is int, a reduction is performed on a particular axis. If axis is a tuple of ints, a reduction is performed on all the axes specified in the tuple. If exclude is true, reduction will be performed on the axes that are NOT in axis instead. Negative values means indexing from right to left.  ",If axis is a D_STRUCTURE of D_TYPE a reduction is performed on all the axes specified in the D_STRUCTURE,D_TYPE,,D_STRUCTURE,,,,
mxnet.ndarray.min,axis,"The axis or axes along which to perform the reduction.  The default, axis=(), will compute over all elements into a scalar array with shape (1,). If axis is int, a reduction is performed on a particular axis. If axis is a tuple of ints, a reduction is performed on all the axes specified in the tuple. If exclude is true, reduction will be performed on the axes that are NOT in axis instead. Negative values means indexing from right to left.  ",If axis is a D_STRUCTURE of D_TYPE a reduction is performed on all the axes specified in the D_STRUCTURE,D_TYPE,,D_STRUCTURE,,,,
mxnet.ndarray.op.max_axis,axis,"The axis or axes along which to perform the reduction.  The default, axis=(), will compute over all elements into a scalar array with shape (1,). If axis is int, a reduction is performed on a particular axis. If axis is a tuple of ints, a reduction is performed on all the axes specified in the tuple. If exclude is true, reduction will be performed on the axes that are NOT in axis instead. Negative values means indexing from right to left.  ",If axis is a D_STRUCTURE of D_TYPE a reduction is performed on all the axes specified in the D_STRUCTURE,D_TYPE,,D_STRUCTURE,,,,
mxnet.ndarray.op.nansum,axis,"The axis or axes along which to perform the reduction.  The default, axis=(), will compute over all elements into a scalar array with shape (1,). If axis is int, a reduction is performed on a particular axis. If axis is a tuple of ints, a reduction is performed on all the axes specified in the tuple. If exclude is true, reduction will be performed on the axes that are NOT in axis instead. Negative values means indexing from right to left.  ",If axis is D_TYPE a reduction is performed on a particular axis,D_TYPE,,,,,,
mxnet.ndarray.min,axis,"The axis or axes along which to perform the reduction.  The default, axis=(), will compute over all elements into a scalar array with shape (1,). If axis is int, a reduction is performed on a particular axis. If axis is a tuple of ints, a reduction is performed on all the axes specified in the tuple. If exclude is true, reduction will be performed on the axes that are NOT in axis instead. Negative values means indexing from right to left.  ",If axis is D_TYPE a reduction is performed on a particular axis,D_TYPE,,,,,,
mxnet.ndarray.op.max_axis,axis,"The axis or axes along which to perform the reduction.  The default, axis=(), will compute over all elements into a scalar array with shape (1,). If axis is int, a reduction is performed on a particular axis. If axis is a tuple of ints, a reduction is performed on all the axes specified in the tuple. If exclude is true, reduction will be performed on the axes that are NOT in axis instead. Negative values means indexing from right to left.  ",If axis is D_TYPE a reduction is performed on a particular axis,D_TYPE,,,,,,
mxnet.gluon.rnn.LSTM,bidirectional,"If True, becomes a bidirectional RNN.",If CONSTANT_BOOL becomes a bidirectional RNN,bool,,,,0,,
mxnet.ndarray.sparse.adam_update,lazy_update,"If true, lazy updates are applied if gradient's stype is row_sparse and all of w, m and v have the same stype",If CONSTANT_BOOL lazy updates are applied if gradient stype is row_sparse and all of w m and v have the same stype,bool,,,,0,,
mxnet.ndarray.sparse.sgd_mom_update,lazy_update,"If true, lazy updates are applied if gradient's stype is row_sparse and both weight and momentum have the same stype",If CONSTANT_BOOL lazy updates are applied if gradient stype is row_sparse and both PARAM and PARAM have the same stype,bool,,,,0,,
mxnet.ndarray.contrib.CTCLoss,use_label_lengths,"Whether the label lenghts are decided by label_lengths, or derived from padding_mask. If false, the lengths are derived from the first occurrence of the value of padding_mask. The value of padding_mask is `0` when first CTC label is reserved for blank, and `-1` when last label is reserved for blank. See blank_label.",If CONSTANT_BOOL the lengths are derived from the first occurrence of the value of padding_mask,bool,,,,0,,
mxnet.ndarray.sparse.dot,transpose_a,If true then transpose the first input before dot.,If CONSTANT_BOOL then transpose the first input before dot,bool,,,,0,,
mxnet.ndarray.pick,axis,"int or None. The axis to picking the elements. Negative values means indexing from right to left. If is None, the elements in the index w.r.t the flattened input will be picked.",If is None the elements in the PARAM w r t the flattened input will be picked,,,,,,,
mxnet.gluon.nn.BatchNorm,axis,"The axis that should be normalized. This is typically the channels (C) axis. For instance, after a Conv2D layer with layout='NCHW', set axis=1 in BatchNorm. If layout='NHWC', then set axis=3.",If layout QSTR then set axis CONSTANT_NUM,,,,,,,
mxnet.gluon.nn.MaxPool2D,strides,"Factor by which to downscale. E.g. 2 will halve the input size. If None, it will default to pool_size.",If None it will default to PARAM,,,,,,,
mxnet.test_utils.download,dirname,"output directory name. If None, then guess from fname or use the current directory",If None then guess from PARAM or use the current directory,,,,,,,
mxnet.gluon.nn.InstanceNorm,in_channels,"Number of channels (feature maps) in input data. If not specified, initialization will be deferred to the first time forward is called and in_channels will be inferred from the shape of input data.",If not specified initialization will be deferred to the first time forward is called and in_channels will be inferred from the shape of input data,,,,,,,
mxnet.gluon.nn.Conv3D,in_channels,"The number of input channels to this layer. If not specified, initialization will be deferred to the first time forward is called and in_channels will be inferred from the shape of input data.",If not specified initialization will be deferred to the first time forward is called and in_channels will be inferred from the shape of input data,,,,,,,
mxnet.io.LibSVMIter,label_libsvm,"The input LibSVM label file or a directory path. If NULL, all labels will be read from `data_libsvm`.",If NULL all labels will be read from PARAM,,,,,,,
mxnet.ndarray.op.nansum,axis,"The axis or axes along which to perform the reduction.  The default, axis=(), will compute over all elements into a scalar array with shape (1,). If axis is int, a reduction is performed on a particular axis. If axis is a tuple of ints, a reduction is performed on all the axes specified in the tuple. If exclude is true, reduction will be performed on the axes that are NOT in axis instead. Negative values means indexing from right to left.  ",If PARAM is CONSTANT_BOOL reduction will be performed on the axes that are NOT in axis instead,,,,,,,
mxnet.ndarray.min,axis,"The axis or axes along which to perform the reduction.  The default, axis=(), will compute over all elements into a scalar array with shape (1,). If axis is int, a reduction is performed on a particular axis. If axis is a tuple of ints, a reduction is performed on all the axes specified in the tuple. If exclude is true, reduction will be performed on the axes that are NOT in axis instead. Negative values means indexing from right to left.  ",If PARAM is CONSTANT_BOOL reduction will be performed on the axes that are NOT in axis instead,,,,,,,
mxnet.ndarray.op.max_axis,axis,"The axis or axes along which to perform the reduction.  The default, axis=(), will compute over all elements into a scalar array with shape (1,). If axis is int, a reduction is performed on a particular axis. If axis is a tuple of ints, a reduction is performed on all the axes specified in the tuple. If exclude is true, reduction will be performed on the axes that are NOT in axis instead. Negative values means indexing from right to left.  ",If PARAM is CONSTANT_BOOL reduction will be performed on the axes that are NOT in axis instead,,,,,,,
mxnet.io.ImageRecordIter,max_aspect_ratio,"Change the aspect (namely width/height) to a random value. If min_aspect_ratio is None then the aspect ratio ins sampled from [1 - max_aspect_ratio, 1 + max_aspect_ratio], else it is in `[min_aspect_ratio, max_aspect_ratio]`",If PARAM is None then the aspect ratio ins sampled from BSTR else it is in BSTR,,,,,,,
mxnet.ndarray.power,exp,"The exponent array. If `base.shape != exp.shape`, they must be broadcastable to a common shape.",If PARAM shape exp shape they must be broadcastable to a common shape,,,,,,,
mxnet.ndarray.multiply,rhs,"Second array to be multiplied. If `lhs.shape != rhs.shape`, they must be broadcastable to a common shape.",If PARAM shape rhs shape they must be broadcastable to a common shape,,,,,,,
mxnet.ndarray.logical_xor,rhs,"Second input of the function. If `lhs.shape != rhs.shape`, they must be broadcastable to a common shape.",If PARAM shape rhs shape they must be broadcastable to a common shape,,,,,,,
