API,Arg,Descp,Normalized_descp,dtype,tensor_t,structure,shape,ndim,range,enum
tf.keras.layers.Embedding,embeddings_constraint,DF: None,DEFAULT None,,,,,,,
tf.keras.backend.foldl,name,DF: None,DEFAULT None,,,,,,,
tf.summary.write,metadata,DF: None,DEFAULT None,,,,,,,
tf.debugging.assert_rank_at_least,name,DF: None,DEFAULT None,,,,,,,
tf.keras.layers.Conv3D,bias_regularizer,DF: None,DEFAULT None,,,,,,,
tf.one_hot,off_value,DF: None,DEFAULT None,,,,,,,
tf.required_space_to_batch_paddings,base_paddings,DF: None,DEFAULT None,,,,,,,
tf.nn.max_pool,data_format,DF: None,DEFAULT None,,,,,,,
tf.random.stateless_truncated_normal,name,DF: None,DEFAULT None,,,,,,,
tf.nn.conv1d_transpose,dilations,DF: None,DEFAULT None,,,,,,,
tf.keras.layers.PReLU,shared_axes,DF: None,DEFAULT None,,,,,,,
tf.keras.layers.Conv3DTranspose,data_format,DF: None,DEFAULT None,,,,,,,
tf.math.less_equal,name,DF: None,DEFAULT None,,,,,,,
tf.image.grayscale_to_rgb,name,DF: None,DEFAULT None,,,,,,,
tf.keras.layers.SimpleRNNCell,bias_regularizer,DF: None,DEFAULT None,,,,,,,
tf.norm,name,DF: None,DEFAULT None,,,,,,,
tf.debugging.assert_equal,name,DF: None,DEFAULT None,,,,,,,
tf.math.unsorted_segment_mean,name,DF: None,DEFAULT None,,,,,,,
tf.feature_column.numeric_column,default_value,DF: None,DEFAULT None,,,,,,,
tf.math.squared_difference,name,DF: None,DEFAULT None,,,,,,,
tf.io.decode_png,name,DF: None,DEFAULT None,,,,,,,
tf.debugging.assert_integer,name,DF: None,DEFAULT None,,,,,,,
tf.truncatemod,name,DF: None,DEFAULT None,,,,,,,
tf.keras.layers.Conv3D,activation,DF: None,DEFAULT None,,,,,,,
tf.data.experimental.make_batched_features_dataset,shuffle_seed,DF: None,DEFAULT None,,,,,,,
tf.math.unsorted_segment_prod,name,DF: None,DEFAULT None,,,,,,,
tf.print,output_stream,DF: None,DEFAULT None,,,,,,,
tf.data.experimental.make_batched_features_dataset,reader,DF: None,DEFAULT None,,,,,,,
tf.signal.fftshift,axes,DF: None,DEFAULT None,,,,,,,
tf.debugging.assert_none_equal,name,DF: None,DEFAULT None,,,,,,,
tf.extract_volume_patches,name,DF: None,DEFAULT None,,,,,,,
tf.sparse.cross_hashed,hash_key,DF: None,DEFAULT None,,,,,,,
tf.keras.backend.std,axis,DF: None,DEFAULT None,,,,,,,
tf.debugging.assert_greater_equal,name,DF: None,DEFAULT None,,,,,,,
tf.nn.RNNCellDropoutWrapper,dtype,DF: None,DEFAULT None,,,,,,,
tf.feature_column.crossed_column,hash_key,DF: None,DEFAULT None,,,,,,,
tf.math.segment_prod,name,DF: None,DEFAULT None,,,,,,,
tf.math.reduce_euclidean_norm,axis,DF: None,DEFAULT None,,,,,,,
tf.math.not_equal,name,DF: None,DEFAULT None,,,,,,,
tf.keras.layers.experimental.preprocessing.Normalization,reset_state,DF: None,DEFAULT None,,,,,,,
tf.sparse.eye,num_columns,DF: None,DEFAULT None,,,,,,,
tf.image.draw_bounding_boxes,name,DF: None,DEFAULT None,,,,,,,
tf.debugging.assert_greater,name,DF: None,DEFAULT None,,,,,,,
tf.nn.max_pool_with_argmax,name,DF: None,DEFAULT None,,,,,,,
tf.strings.split,name,DF: None,DEFAULT None,,,,,,,
tf.feature_column.sequence_categorical_column_with_identity,default_value,DF: None,DEFAULT None,,,,,,,
tf.math.cumprod,name,DF: None,DEFAULT None,,,,,,,
tf.keras.layers.Cropping3D,data_format,DF: None,DEFAULT None,,,,,,,
tf.keras.backend.relu,max_value,DF: None,DEFAULT None,,,,,,,
tf.nn.atrous_conv2d_transpose,name,DF: None,DEFAULT None,,,,,,,
tf.keras.backend.random_binomial,dtype,DF: None,DEFAULT None,,,,,,,
tf.linalg.normalize,axis,DF: None,DEFAULT None,,,,,,,
tf.keras.backend.random_uniform,seed,DF: None,DEFAULT None,,,,,,,
tf.reduce_all,name,DF: None,DEFAULT None,,,,,,,
tf.io.decode_image,name,DF: None,DEFAULT None,,,,,,,
tf.nn.avg_pool3d,name,DF: None,DEFAULT None,,,,,,,
tf.summary.trace_export,profiler_outdir,DF: None,DEFAULT None,,,,,,,
tf.keras.layers.BatchNormalization,gamma_constraint,DF: None,DEFAULT None,,,,,,,
tf.math.accumulate_n,shape,DF: None,DEFAULT None,,,,,,,
tf.math.segment_min,name,DF: None,DEFAULT None,,,,,,,
tf.linalg.tensor_diag,name,DF: None,DEFAULT None,,,,,,,
tf.keras.backend.in_test_phase,training,DF: None,DEFAULT None,,,,,,,
tf.keras.layers.Conv1D,activity_regularizer,DF: None,DEFAULT None,,,,,,,
tf.math.confusion_matrix,weights,DF: None,DEFAULT None,,,,,,,
tf.keras.backend.local_conv1d,data_format,DF: None,DEFAULT None,,,,,,,
tf.data.experimental.make_csv_dataset,column_defaults,DF: None,DEFAULT None,,,,,,,
tf.histogram_fixed_width_bins,name,DF: None,DEFAULT None,,,,,,,
tf.math.reciprocal,name,DF: None,DEFAULT None,,,,,,,
tf.keras.experimental.SequenceFeatures,name,DF: None,DEFAULT None,,,,,,,
tf.keras.layers.SeparableConv1D,trainable,DF: None,DEFAULT None,,,,,,,
tf.io.parse_single_sequence_example,example_name,DF: None,DEFAULT None,,,,,,,
tf.keras.backend.prod,axis,DF: None,DEFAULT None,,,,,,,
tf.feature_column.numeric_column,normalizer_fn,DF: None,DEFAULT None,,,,,,,
tf.linalg.solve,name,DF: None,DEFAULT None,,,,,,,
tf.scatter_nd,name,DF: None,DEFAULT None,,,,,,,
tf.keras.layers.SeparableConv1D,activation,DF: None,DEFAULT None,,,,,,,
tf.math.is_non_decreasing,name,DF: None,DEFAULT None,,,,,,,
tf.keras.Input,name,DF: None,DEFAULT None,,,,,,,
tf.debugging.Assert,name,DF: None,DEFAULT None,,,,,,,
tf.math.reduce_mean,axis,DF: None,DEFAULT None,,,,,,,
tf.linalg.logm,name,DF: None,DEFAULT None,,,,,,,
tf.keras.utils.get_file,cache_dir,DF: None,DEFAULT None,,,,,,,
tf.math.reduce_logsumexp,axis,DF: None,DEFAULT None,,,,,,,
tf.keras.layers.SimpleRNN,recurrent_constraint,Constraint function applied to the `recurrent_kernel`weights matrix.  Default: `None`.,Default QSTR,string,,,,,,QSTR
tf.keras.layers.LSTMCell,kernel_initializer,"Initializer for the `kernel` weights matrix, used for the linear transformation of the inputs. Default: `glorot_uniform`.",Default QSTR,string,,,,,,QSTR
tf.keras.layers.LSTM,kernel_initializer,"Initializer for the `kernel` weights matrix, used for the linear transformation of the inputs. Default: `glorot_uniform`.",Default QSTR,string,,,,,,QSTR
tf.keras.layers.SimpleRNN,recurrent_initializer,"Initializer for the `recurrent_kernel`weights matrix, used for the linear transformation of the recurrent state. Default: `orthogonal`.",Default QSTR,string,,,,,,QSTR
tf.keras.layers.LSTMCell,bias_initializer,Initializer for the bias vector. Default: `zeros`.,Default QSTR,string,,,,,,QSTR
tf.keras.layers.SimpleRNNCell,bias_regularizer,Regularizer function applied to the bias vector. Default:`None`.,Default QSTR,,,,,,,
tf.linalg.matrix_rank,validate_args,"When `True`, additional assertions might be embedded in the graph. Default value: `False` (i.e., no graph assertions are added).",Default value CONSTANT_BOOL BSTR,bool,,,,0,,
tf.image.ssim_multiscale,k1,Default value 0.01,Default value CONSTANT_FLOAT,float,,,,0,,
tf.linalg.lu_solve,name,"Python `str` name given to ops managed by this object. Default value: `None` (i.e., 'lu_solve').",Default value QSTR i e QSTR,,,,,,,
tf.nn.depthwise_conv2d_backprop_input,dilations,"An optional list of `ints`. Defaults to `[1, 1, 1, 1]`. 1-D tensor of length 4.  The dilation factor for each dimension of`input`. If set to k > 1, there will be k-1 skipped cells between each filter element on that dimension. The dimension order is determined by the value of`data_format`, see above for details. Dilations in the batch and depth dimensions must be 1.",Defaults to BSTR,,,,,1,,
tf.nn.pool,dilations,"Optional.  Dilation rate.  List of N ints >= 1. Defaults to [1]*N.  If any value of dilation_rate is > 1, then all values of strides must be 1.",Defaults to BSTR N If any value of dilation_rate is REXPR then all values of PARAM must be CONSTANT_NUM,,,,,,,
tf.io.encode_base64,pad,An optional `bool`. Defaults to `False`. Bool whether padding is applied at the ends.,Defaults to CONSTANT_BOOL,bool,,,,0,,
tf.linalg.triangular_solve,adjoint,An optional `bool`. Defaults to `False`. Boolean indicating whether to solve with `matrix` or its (block-wise)        adjoint.,Defaults to CONSTANT_BOOL,bool,,,,0,,
tf.linalg.triangular_solve,lower,An optional `bool`. Defaults to `True`. Boolean indicating whether the innermost matrices in `matrix` are lower or upper triangular.,Defaults to CONSTANT_BOOL,bool,,,,0,,
tf.nn.max_pool_with_argmax,include_batch_in_index,An optional `boolean`. Defaults to `False`. Whether to include batch dimension in flattened index of `argmax`.,Defaults to CONSTANT_BOOL,bool,,,,0,,
tf.data.experimental.make_csv_dataset,use_quote_delim,"An optional bool. Defaults to `True`. If false, treats double quotation marks as regular characters inside of the string fields.",Defaults to CONSTANT_BOOL,bool,,,,0,,
tf.nn.fractional_avg_pool,seed,"An optional `int`.  Defaults to `0`.  If set to be non-zero, the random number generator is seeded by the given seed.  Otherwise it is seeded by a random seed.",Defaults to CONSTANT_NUM,int,,,,0,,
tf.image.encode_png,compression,An optional `int`. Defaults to `-1`. Compression level.,Defaults to CONSTANT_NUM,int,,,,0,,
tf.image.sample_distorted_bounding_box,seed,"An optional `int`. Defaults to `0`. If `seed` is set to non-zero, the random number generator is seeded by the given `seed`.  Otherwise, it is seeded by a random seed.",Defaults to CONSTANT_NUM,int,,,,0,,
tf.io.decode_and_crop_jpeg,channels,An optional `int`. Defaults to `0`. Number of color channels for the decoded image.,Defaults to CONSTANT_NUM,int,,,,0,,
tf.nn.local_response_normalization,depth_radius,An optional `int`. Defaults to `5`. 0-D.  Half-width of the 1-D normalization window.,Defaults to CONSTANT_NUM,int,,,,0,,
tf.ragged.range,deltas,Vector or scalar `Tensor`.  Specifies the increment for each range. Defaults to `1`.,Defaults to CONSTANT_NUM,int,,,,0,,
tf.eye,num_columns,Optional non-negative `int32` scalar `Tensor` giving the number of columns in each batch matrix.  Defaults to `num_rows`.,Defaults to PARAM,,,,,,,
tf.debugging.assert_equal,name,"A name for this operation (optional).  Defaults to ""assert_equal"".",Defaults to QSTR,,,,,,,
tf.debugging.assert_greater_equal,name,"A name for this operation (optional).  Defaults to ""assert_greater_equal"".",Defaults to QSTR,,,,,,,
tf.debugging.assert_none_equal,name,"A name for this operation (optional).  Defaults to ""assert_none_equal"".",Defaults to QSTR,,,,,,,
tf.debugging.assert_rank_at_least,name,"A name for this operation (optional).  Defaults to ""assert_rank_at_least"".",Defaults to QSTR,,,,,,,
tf.debugging.assert_integer,name,"A name for this operation (optional). Defaults to ""assert_integer"".",Defaults to QSTR,,,,,,,
tf.math.is_strictly_increasing,name,"A name for this operation (optional). Defaults to ""is_strictly_increasing""",Defaults to QSTR,,,,,,,
tf.debugging.assert_type,name,"A name for this operation. Defaults to ""assert_type""",Defaults to QSTR,,,,,,,
tf.print,output_stream,"The output stream, logging level, or file to print to. Defaults to sys.stderr, but sys.stdout, tf.compat.v1.logging.info, tf.compat.v1.logging.warning, tf.compat.v1.logging.error, absl.logging.info, absl.logging.warning and absl.loogging,error are also supported. To print to a file, pass a string started with ""file://"" followed by the file path, e.g., ""file:///tmp/foo.out"".",Defaults to sys stderr but sys stdout tf compat v1 logging info tf compat v1 logging warning tf compat v1 logging error absl logging info absl logging warning and absl loogging error are also supported,,,,,,,
tf.data.experimental.make_batched_features_dataset,reader,A function or class that can be called with a `filenames` tensor and (optional) `reader_args` and returns a `Dataset` of `Example` tensors. Defaults to `tf.data.TFRecordDataset`.,Defaults to tf data TFRecordDataset,,,,,,,
tf.math.argmin,output_type,"An optional `tf.DType` from: `tf.int32, tf.int64`. Defaults to`tf.int64`.",Defaults toD_TYPE,dtype,,,,0,,
tf.nn.pool,dilations,"Optional.  Dilation rate.  List of N ints >= 1. Defaults to [1]*N.  If any value of dilation_rate is > 1, then all values of strides must be 1.",Dilation rate,numeric,,,,,"[0,1]",
tf.nn.conv1d_transpose,dilations,"An int or list of `ints` that has length `1` or `3` which defaults to 1. The dilation factor for each dimension of input. If set to k > 1, there will be k-1 skipped cells between each filter element on that dimension. Dilations in the batch and depth dimensions must be 1.",Dilations in the batch and depth dimensions must be CONSTANT_NUM,,,,,,,
tf.nn.depthwise_conv2d_backprop_input,dilations,"An optional list of `ints`. Defaults to `[1, 1, 1, 1]`. 1-D tensor of length 4.  The dilation factor for each dimension of`input`. If set to k > 1, there will be k-1 skipped cells between each filter element on that dimension. The dimension order is determined by the value of`data_format`, see above for details. Dilations in the batch and depth dimensions must be 1.",Dilations in the batch and depth dimensions must be CONSTANT_NUM,,,,,,,
tf.keras.layers.Embedding,output_dim,int >= 0. Dimension of the dense embedding.,Dimension of the dense embedding,int,,,,,,
tf.train.list_variables,ckpt_dir_or_file,Directory with checkpoints file or path to checkpoint.,Directory with checkpoints file or path to checkpoint,string,,,,0,,
tf.io.decode_csv,records,A `Tensor` of type `string`. Each string is a record/row in the csv and all records should have the same format.,Each D_TYPE is a record row in the csv and all records should have the same format,,,,,,,
tf.nn.embedding_lookup_sparse,params,"A single tensor representing the complete embedding tensor, or a list of P tensors all of same shape except for the first dimension, representing sharded embedding tensors.  Alternatively, a`PartitionedVariable`, created by partitioning along dimension 0. Each element must be appropriately sized for `""div""` `partition_strategy`.",Each element must be appropriately sized for QSTR,,,,,,,
tf.feature_column.sequence_categorical_column_with_vocabulary_list,vocabulary_list,An ordered iterable defining the vocabulary. Each feature is mapped to the index of its value (if present) in `vocabulary_list`. Must be castable to `dtype`.,Each feature is mapped to the index of its value BSTR in QSTR,,,,,,,
tf.xla.experimental.jit_scope,compile_ops,"Whether to enable or disable compilation in the scope. Either a Python bool, or a callable that accepts the parameter`node_def` and returns a python bool.",Either a Python D_TYPE or a callable that accepts the parameter QSTR and returns a python D_TYPE,D_TYPE,,,,0,,
tf.compat.dimension_value,dimension,"Either a `Dimension` instance, an integer, or None.",Either a QSTR instance an D_TYPE or None,D_TYPE,,,,,,
tf.keras.layers.Lambda,mask,"Either None (indicating no masking) or a callable with the same signature as the `compute_mask` layer method, or a tensor that will be returned as output mask regardless what the input is.",Either None BSTR or a callable with the same signature as the QSTR layer method or a D_STRUCTURE that will be returned as output mask regardless what the input is,,,,,,,
tf.keras.layers.RNN,cell,"A RNN cell instance or a list of RNN cell instances. A RNN cell is a class that has: A `call(input_at_t, states_at_t)` method, returning`(output_at_t, states_at_t_plus_1)`. The call method of the cell can also take the optional argument `constants`, see section ""Note on passing external constants"" below.A `state_size` attribute. This can be a single integer (single state) in which case it is the size of the recurrent state. This can also be a list/tuple of integers (one size per state). The `state_size` can also be TensorShape or tuple/list of TensorShape, to represent high dimension state.A `output_size` attribute. This can be a single integer or a TensorShape, which represent the shape of the output. For backward compatible reason, if this attribute is not available for the cell, the value will be inferred by the first element of the`state_size`.A `get_initial_state(inputs=None, batch_size=None, dtype=None)`method that creates a tensor meant to be fed to `call()` as the initial state, if the user didn't specify any initial state via other means. The returned initial state should have a shape of [batch_size, cell.state_size]. The cell might choose to create a tensor full of zeros, or full of other values based on the cell's implementation.`inputs` is the input tensor to the RNN layer, which should contain the batch size as its shape[0], and also dtype. Note that the shape[0] might be `None` during the graph construction. Either the `inputs` or the pair of `batch_size` and `dtype` are provided.`batch_size` is a scalar tensor that represents the batch size of the inputs. `dtype` is `tf.DType` that represents the dtype of the inputs. For backward compatible reason, if this method is not implemented by the cell, the RNN layer will create a zero filled tensor with the size of [batch_size, cell.state_size]. In the case that `cell` is a list of RNN cell instances, the cells will be stacked on top of each other in the RNN, resulting in an efficient stacked RNN. ",Either the QSTR or the pair of QSTR are provided QSTR is a scalar D_STRUCTURE that represents the batch size of the inputs,,,,,,,
tf.strings.unicode_transcode,input_encoding,"A `string`. Text encoding of the input strings. This is any of the encodings supported by ICU ucnv algorithmic converters. Examples: `""UTF-16"", ""US ASCII"", ""UTF-8""`.",Examples UTF CONSTANT_NUM QSTR,,,,,,,
tf.debugging.experimental.enable_dump_debug_info,circular_buffer_size,"Size of the circular buffers for execution events. These circular buffers are designed to reduce the overhead of debugging dumping. They hold the most recent debug events concerning eager execution of ops and `tf.function`s and traces of tensor values computed inside`tf.function`s. They are written to the file system only when the proper flushing method is called (see description of return values below). Expected to be an integer. If <= 0, the circular-buffer behavior will be disabled, i.e., the execution debug events will be written to the file writers in the same way as non-execution events such as op creations and source-file snapshots.",Expected to be an D_TYPE,D_TYPE,,,,0,,
tf.io.decode_proto,field_names,"A list of `strings`. List of strings containing proto field names. An extension field can be decoded by using its full name, e.g. EXT_PACKAGE.EXT_FIELD_NAME.",EXT_PACKAGE EXT_FIELD_NAME,,,,,,,
tf.estimator.add_metrics,metric_fn,"A function which should obey the following signature: Args: can only have following four arguments in any order:predictions: Predictions `Tensor` or dict of `Tensor` created by given`estimator`.features: Input `dict` of `Tensor` objects created by `input_fn` which is given to `estimator.evaluate` as an argument.labels:  Labels `Tensor` or dict of `Tensor` created by `input_fn`which is given to `estimator.evaluate` as an argument.config: config attribute of the `estimator`.Returns: Dict of metric results keyed by name. Final metrics are a union of this and `estimator's` existing metrics. If there is a name conflict between this and `estimator`s existing metrics, this will override the existing one. The values of the dict are the results of calling a metric function, namely a `(metric_tensor, update_op)` tuple. ",Final metrics are a union of this and PARAMs existing metrics,,,,,,,
tf.keras.layers.RNN,cell,"A RNN cell instance or a list of RNN cell instances. A RNN cell is a class that has: A `call(input_at_t, states_at_t)` method, returning`(output_at_t, states_at_t_plus_1)`. The call method of the cell can also take the optional argument `constants`, see section ""Note on passing external constants"" below.A `state_size` attribute. This can be a single integer (single state) in which case it is the size of the recurrent state. This can also be a list/tuple of integers (one size per state). The `state_size` can also be TensorShape or tuple/list of TensorShape, to represent high dimension state.A `output_size` attribute. This can be a single integer or a TensorShape, which represent the shape of the output. For backward compatible reason, if this attribute is not available for the cell, the value will be inferred by the first element of the`state_size`.A `get_initial_state(inputs=None, batch_size=None, dtype=None)`method that creates a tensor meant to be fed to `call()` as the initial state, if the user didn't specify any initial state via other means. The returned initial state should have a shape of [batch_size, cell.state_size]. The cell might choose to create a tensor full of zeros, or full of other values based on the cell's implementation.`inputs` is the input tensor to the RNN layer, which should contain the batch size as its shape[0], and also dtype. Note that the shape[0] might be `None` during the graph construction. Either the `inputs` or the pair of `batch_size` and `dtype` are provided.`batch_size` is a scalar tensor that represents the batch size of the inputs. `dtype` is `tf.DType` that represents the dtype of the inputs. For backward compatible reason, if this method is not implemented by the cell, the RNN layer will create a zero filled tensor with the size of [batch_size, cell.state_size]. In the case that `cell` is a list of RNN cell instances, the cells will be stacked on top of each other in the RNN, resulting in an efficient stacked RNN. ",For backward compatible reason if this attribute is not available for the cell the value will be inferred by the first element of the QSTR A get_initial_state inputs None batch_size None dtype None QSTR call as the initial state if the user didn t specify any initial state via other means,,,,,,,
tf.keras.layers.RNN,cell,"A RNN cell instance or a list of RNN cell instances. A RNN cell is a class that has: A `call(input_at_t, states_at_t)` method, returning`(output_at_t, states_at_t_plus_1)`. The call method of the cell can also take the optional argument `constants`, see section ""Note on passing external constants"" below.A `state_size` attribute. This can be a single integer (single state) in which case it is the size of the recurrent state. This can also be a list/tuple of integers (one size per state). The `state_size` can also be TensorShape or tuple/list of TensorShape, to represent high dimension state.A `output_size` attribute. This can be a single integer or a TensorShape, which represent the shape of the output. For backward compatible reason, if this attribute is not available for the cell, the value will be inferred by the first element of the`state_size`.A `get_initial_state(inputs=None, batch_size=None, dtype=None)`method that creates a tensor meant to be fed to `call()` as the initial state, if the user didn't specify any initial state via other means. The returned initial state should have a shape of [batch_size, cell.state_size]. The cell might choose to create a tensor full of zeros, or full of other values based on the cell's implementation.`inputs` is the input tensor to the RNN layer, which should contain the batch size as its shape[0], and also dtype. Note that the shape[0] might be `None` during the graph construction. Either the `inputs` or the pair of `batch_size` and `dtype` are provided.`batch_size` is a scalar tensor that represents the batch size of the inputs. `dtype` is `tf.DType` that represents the dtype of the inputs. For backward compatible reason, if this method is not implemented by the cell, the RNN layer will create a zero filled tensor with the size of [batch_size, cell.state_size]. In the case that `cell` is a list of RNN cell instances, the cells will be stacked on top of each other in the RNN, resulting in an efficient stacked RNN. ",For backward compatible reason if this method is not implemented by the cell the RNN layer will create a zero filled D_STRUCTURE with the size of BSTR,,,,,,,
tf.nn.fractional_avg_pool,pooling_ratio,"A list of `floats` that has length >= 4.  Pooling ratio for each dimension of `value`, currently only supports row and col dimension and should be >= 1.0. For example, a valid pooling ratio looks like [1.0, 1.44, 1.73, 1.0]. The first and last elements must be 1.0 because we don't allow pooling on batch and channels dimensions.  1.44 and 1.73 are pooling ratio on height and width dimensions respectively.",For example a valid pooling ratio looks like BSTR,,,,,,,
tf.nn.fractional_max_pool,pooling_ratio,"An int or list of `ints` that has length `1`, `2` or `4`. Pooling ratio for each dimension of `value`, currently only supports row and col dimension and should be >= 1.0. For example, a valid pooling ratio looks like [1.0, 1.44, 1.73, 1.0]. The first and last elements must be 1.0 because we don't allow pooling on batch and channels dimensions.  1.44 and 1.73 are pooling ratio on height and width dimensions respectively.",For example a valid pooling ratio looks like BSTR,,,,,,,
tf.keras.layers.PReLU,shared_axes,"The axes along which to share learnable parameters for the activation function. For example, if the incoming feature maps are from a 2D convolution with output shape `(batch, height, width, channels)`, and you wish to share parameters across space so that each filter only has one set of parameters, set `shared_axes=[1, 2]`.",For example if the incoming feature maps are from a CONSTANT_NUM D convolution with output shape BSTR and you wish to share parameters across space so that each filter only has one set of parameters set shared_axes BSTR,,,,,,,
tf.signal.idct,axis,For future expansion. The axis to compute the DCT along. Must be `-1`.,For future expansion,,,,,,,
tf.nn.max_pool,data_format,"A string. Specifies the channel dimension. For N=1 it can be either ""NWC"" (default) or ""NCW"", for N=2 it can be either ""NHWC"" (default) or ""NCHW"" and for N=3 either ""NDHWC"" (default) or ""NCDHW"".",For N CONSTANT_NUM it can be either QSTR BSTR or QSTR for N CONSTANT_NUM it can be either QSTR BSTR or QSTR and for N CONSTANT_NUM either QSTR BSTR or QSTR,,,,,,,QSTR
tf.nn.with_space_to_batch,op,"Function that maps (input, num_spatial_dims, padding) -> output",Function that maps BSTR REXPR,,,,,,,
tf.sparse.segment_sqrt_n,indices,A 1-D `Tensor` with indices into `data`. Has same rank as`segment_ids`.,Has same rank as PARAM,,,,,&PARAM,,
tf.image.crop_to_bounding_box,target_height,Height of the result.,Height of the result,numeric,,,,,"[0,inf)",
tf.keras.preprocessing.image.random_shift,hrg,"Height shift range, as a float fraction of the height.",Height shift range as a D_TYPE fraction of the height,D_TYPE,,,,,,
tf.image.crop_to_bounding_box,offset_width,Horizontal coordinate of the top-left corner of the result in the input.,Horizontal coordinate of the top left corner of the result in the input,,,,,,,
tf.extract_volume_patches,strides,"A list of `ints` that has length `>= 5`. 1-D of length 5. How far the centers of two consecutive patches are in`input`. Must be: `[1, stride_planes, stride_rows, stride_cols, 1]`.",How far the centers of two consecutive patches are in PARAM,,,,,,,
tf.nn.conv2d_transpose,strides,"An int or list of `ints` that has length `1`, `2` or `4`.  The stride of the sliding window for each dimension of `input`. If a single value is given it is replicated in the `H` and `W` dimension. By default the `N` and `C` dimensions are set to 0. The dimension order is determined by the value of `data_format`, see below for details.",If a single value is given it is replicated in the QSTR dimension,,,,,,,
tf.feature_column.numeric_column,default_value,"A single value compatible with `dtype` or an iterable of values compatible with `dtype` which the column takes on during`tf.Example` parsing if data is missing. A default value of `None` will cause `tf.io.parse_example` to fail if an example does not contain this column. If a single value is provided, the same value will be applied as the default value for every item. If an iterable of values is provided, the shape of the `default_value` should be equal to the given `shape`.",If a single value is provided the same value will be applied as the default value for every item,,,,,,,
tf.feature_column.numeric_column,default_value,"A single value compatible with `dtype` or an iterable of values compatible with `dtype` which the column takes on during`tf.Example` parsing if data is missing. A default value of `None` will cause `tf.io.parse_example` to fail if an example does not contain this column. If a single value is provided, the same value will be applied as the default value for every item. If an iterable of values is provided, the shape of the `default_value` should be equal to the given `shape`.",If an D_STRUCTURE of values is provided the PARAM of the QSTR should be equal to the given PARAM,,,,,,,
tf.keras.layers.ConvLSTM2D,unit_forget_bias,"Boolean. If True, add 1 to the bias of the forget gate at initialization. Use in combination with `bias_initializer=""zeros""`. This is recommended in Jozefowicz et al.",If CONSTANT_BOOL add CONSTANT_NUM to the bias of the forget gate at initialization,bool,,,,0,,
tf.math.cumulative_logsumexp,exclusive,"If `True`, perform exclusive cumulative log-sum-exp.",If CONSTANT_BOOL perform exclusive cumulative log sum exp,bool,,,,0,,
tf.keras.layers.SimpleRNN,go_backwards,"Boolean (default False). If True, process the input sequence backwards and return the reversed sequence.",If CONSTANT_BOOL process the input D_STRUCTURE backwards and return the reversed D_STRUCTURE,bool,,,,0,,
tf.linalg.matvec,b_is_sparse,"If `True`, `b` is treated as a sparse matrix.",If CONSTANT_BOOL QSTR is treated as a sparse matrix,bool,,,,0,,
tf.math.reduce_min,keepdims,"If true, retains reduced dimensions with length 1.",If CONSTANT_BOOL retains reduced dimensions with length CONSTANT_NUM,bool,,,,0,,
tf.sparse.reduce_max,output_is_sparse,"If true, returns a `SparseTensor` instead of a dense`Tensor` (the default).",If CONSTANT_BOOL returns a D_STRUCTURE instead of a denseD_STRUCTURE BSTR,bool,,,,0,,
tf.io.decode_image,expand_animations,"Controls the shape of the returned op's output. If`True`, the returned op will produce a 3-D tensor for PNG, JPEG, and BMP files; and a 4-D tensor for all GIFs, whether animated or not. If,`False`, the returned op will produce a 3-D tensor for all file types and will truncate animated GIFs to the first frame.",If CONSTANT_BOOL the returned op will produce a CONSTANT_NUM D D_STRUCTURE for all file types and will truncate animated GIFs to the first frame,bool,,,,0,,
tf.io.decode_image,expand_animations,"Controls the shape of the returned op's output. If`True`, the returned op will produce a 3-D tensor for PNG, JPEG, and BMP files; and a 4-D tensor for all GIFs, whether animated or not. If,`False`, the returned op will produce a 3-D tensor for all file types and will truncate animated GIFs to the first frame.",If CONSTANT_BOOL the returned op will produce a CONSTANT_NUM D D_STRUCTURE for PNG JPEG and BMP files and a CONSTANT_NUM D D_STRUCTURE for all GIFs whether animated or not,bool,,,,0,,
tf.data.experimental.make_csv_dataset,use_quote_delim,"An optional bool. Defaults to `True`. If false, treats double quotation marks as regular characters inside of the string fields.",If CONSTANT_BOOL treats D_TYPE quotation marks as regular characters inside of the D_TYPE fields,bool,,,,0,,
tf.keras.layers.Attention,use_scale,"If `True`, will create a scalar variable to scale the attention scores.",If CONSTANT_BOOL will create a scalar variable to scale the attention scores,bool,,,,0,,
tf.control_dependencies,control_inputs,"A list of `Operation` or `Tensor` objects which must be executed or computed before running the operations defined in the context. Can also be `None` to clear the control dependencies. If eager execution is enabled, any callable object in the `control_inputs` list will be called.",If eager execution is enabled any callable object in the QSTR D_STRUCTURE will be called,,,,,,,
tf.linalg.diag,num_cols,"The number of columns of the output matrix. If it is not provided, the op assumes the output matrix is a square matrix and infers the matrix size from `d_lower`, `d_upper`, and the innermost dimension of `diagonal`.",If it is not provided the op assumes the output matrix is a square matrix and infers the matrix size from QSTR and the innermost dimension of PARAM,,,,,,,
tf.range,limit,"A 0-D `Tensor` (scalar). Upper limit of sequence, exclusive. If None, defaults to the value of `start` while the first entry of the range defaults to 0.",If None defaults to the value of PARAM while the first entry of the range defaults to CONSTANT_NUM,,,,,,,
tf.config.set_logical_device_configuration,logical_devices,"(optional) List of `tf.config.LogicalDeviceConfiguration`objects to allocate for the specified `PhysicalDevice`. If None, the default configuration will be used.",If None the default configuration will be used,,,,,,,
